DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY GRAN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH TOTAL,BISMUTH TOTAL RECOVERABLE,BORON EXTRACTABLE,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMIDE DISSOLVED,BROMINE DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CERIUM TOTAL,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHLORIDE TOTAL,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLOUR APPARENT,COLOUR TRUE,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DEPTH OF SAMPLING FROM SURFACE,DISSOLVED NITROGEN NITRATE,EUROPIUM TOTAL,FLUORIDE DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM TOTAL,GALLIUM TOTAL RECOVERABLE,GERMANIUM TOTAL,HAFNIUM TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HARDNESS TOTAL LABORATORY (CALCD.) CACO3,HOLMIUM TOTAL,INDIUM TOTAL,IRIDIUM TOTAL,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM TOTAL,LANTHANUM TOTAL RECOVERABLE,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM DISSOLVED,LITHIUM TOTAL,LITHIUM TOTAL RECOVERABLE,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MERCURY EXTRACTABLE,MERCURY SUSPENDED,MERCURY TOTAL,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,NEODYMIUM TOTAL,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITRATE TOTAL,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PH,PH (FIELD),PHOSPHORUS TOTAL,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,POTASSIUM UNFILTERED,PRASEODYMIUM TOTAL,RUBIDIUM TOTAL,RUBIDIUM TOTAL RECOVERABLE,RUTHENIUM TOTAL,SAMARIUM TOTAL,SCANDIUM TOTAL,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SIO2,SODIUM DISSOLVED/FILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SODIUM UNFILTERED,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE,SULPHATE DISSOLVED,SULPHATE TOTAL,TELLURIUM TOTAL,TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM TOTAL,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TOTAL NITRATE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,YTTERBIUM TOTAL,YTTRIUM TOTAL,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE,ZIRCONIUM TOTAL
2016-09-15 12:20:00,2016-AT0215-0065,NF02XA0001,4.11,20.0,,265.0,,,0.01,,,0.05,,,6.45,,,0.017,,0.001,,,0.9,,,,,0.004,,,1.54,,1.1,7.6,,,1.72,0.014,,0.1,,,0.71,,,0.141,,89.0,,12.0,,,0.69,,,0.02,,,,0.082,,,,5.77,,,,,,799.0,,0.881,,,0.131,,,0.23,,,,0.47,,,8.42,,,,,,0.057,,,,0.36,,0.031,,,,,0.2,10.44,95.6,6.75,6.58,0.052,0.001,,0.4,,,,0.666,,,,,0.03,,,0.001,,,,0.73,,,,12.2,,12.3,,,0.6,,,,11.16,,0.003,,0.006,,,11.1,,,0.003,3.0,21.7,0.0428,,,1.12,,,0.368,,0.8,,
2016-10-09 15:00:00,2016-AT0215-0081,NF02XA0001,5.15,20.0,,138.0,,,0.007,,,0.04,,,4.87,,,0.011,,0.001,,,2.1,,,,,0.004,,,1.57,,1.3,5.8,,,0.776,0.008,,0.3,,,0.41,,,0.145,,64.0,,,,,0.52,,,0.02,,,,0.025,,,,5.87,,,,,,654.0,,0.412,,,0.085,,,0.25,,,,0.47,,,13.7,,,,,,0.072,,,,0.29,,0.01,,,,,0.16,,,6.95,,0.01,0.001,,0.4,,,,0.59,,,,,0.05,,,0.001,,,,0.8,,,,15.4,,12.5,,,0.8,,,,,,0.004,,0.005,,,3.75,,,0.004,2.0,,0.0289,,,0.58,,,0.185,,0.7,,
2017-06-07 09:33:00,2017-AT0215-0007,NF02XA0001,2.52,,,102.0,,,0.005,,,0.03,,,3.5,,,0.007,,0.001,,,0.9,,,,,0.002,,,0.98,,0.9,6.5,,,0.525,0.004,,0.2,,,0.27,,,0.082,,66.0,,,,,0.34,,,0.02,,,,0.023,,,,3.64,,,,,,395.0,,0.283,,,0.044,,,0.11,,,,0.29,,,7.28,,,,,,0.031,,,,0.21,,0.002,,,,,0.16,,,6.24,,0.008,0.001,,0.4,,,,0.519,,,,,0.02,,,0.001,,,,0.46,,,,9.72,,7.77,,,0.6,,,,,,0.002,,0.005,,,1.37,,,0.001,1.3,,0.022,,,0.4,,,0.116,,0.5,,
2017-07-05 10:45:00,2017-AT0215-0023,NF02XA0001,2.87,,,112.0,,,0.006,,,0.04,,,3.94,,,0.009,,0.001,,,0.9,,,,,0.003,,,1.14,,0.9,6.8,,,0.552,0.004,,0.2,,,0.31,,,0.056,,65.0,,9.0,,,0.4,,,0.02,,,,0.028,,,,4.21,,,,,,344.0,,0.31,,,0.037,,,0.13,,,,0.33,,,4.95,,,,,,0.044,,,,0.2,,0.002,,,,,0.19,9.25,93.4,6.49,6.05,0.007,0.001,,0.4,,,,0.526,,,,,0.03,,,0.001,,,,0.58,,,,10.8,,9.9,,,0.6,,,,16.07,,0.002,,0.005,,,1.26,,,0.002,0.9,1.2,0.024,,,0.37,,,0.128,,0.4,,
2017-10-20 11:30:00,2017-AT0215-0071,NF02XA0001,4.19,3.64,,489.0,,,0.007,,,0.05,,,7.75,,,0.022,,0.001,,,1.0,,,,,0.003,,,1.55,,,,6.44,,2.5,0.029,,0.2,,,0.88,,,0.283,,69.0,,12.0,,,1.05,,,0.03,,,,0.198,,,,5.92,,,,,,1100.0,,1.27,,,0.202,,,0.39,,,,0.5,,,14.8,,,,,,0.064,,,,0.55,,0.06,,,,,0.21,12.18,93.9,6.76,6.32,0.084,0.001,,0.4,,,,0.921,,,,,0.03,,,0.002,,,,0.74,,,,13.5,,12.7,,,0.7,,,,4.24,,0.005,,0.007,,,24.4,,,0.004,4.3,10.9,0.0523,,,1.57,,,0.607,,1.4,,
2017-11-02 13:05:00,2017-AT0215-0081,NF02XA0001,4.38,3.94,,50.1,,,0.024,,,0.28,,,32.5,,,0.006,,0.001,,,1.9,,,,,0.027,,,1.46,,,,5.78,,0.113,0.003,,0.2,,,0.1,,,0.023,,65.0,,12.0,,,1.37,,,0.03,,,,0.007,,,,5.47,,,,,,88.8,,0.08,,,1.04,,,0.12,,,,0.44,,,10.8,,,,,,0.059,,,,0.16,,0.002,,,,,0.15,11.89,91.9,6.79,6.42,0.012,0.001,,0.4,,,,0.32,,,,,0.03,,,0.003,,,,0.76,,,,13.2,,9.37,,,0.8,,,,4.68,,0.006,,0.005,,,0.44,,,0.001,4.3,17.5,0.0347,,,0.08,,,0.103,,10.9,,
2018-06-05 10:00:00,2018-AT0215-0007,NF02XA0001,1.85,1.3,,159.0,,,0.006,,,0.04,,,3.78,,,0.01,,0.001,,,0.7,,,0.02,,0.003,,0.41,,,,,7.92,,0.742,0.008,,0.1,,,0.34,,,0.165,,93.0,,6.9,,,0.45,,,0.03,,0.02,,0.047,,,,2.25,,,,,,467.0,,0.375,,,0.071,,,0.11,,,0.3,,,,14.6,,,,,,0.025,,,,0.29,,0.01,,,,0.02,0.19,11.97,94.5,6.01,5.73,0.013,0.001,0.14,,,,,0.496,,,,,0.01,,,0.001,,,0.34,,,,,7.7,,6.46,,,0.3,,,,6.0,,0.002,,0.005,,,4.64,,,0.004,2.6,0.0,0.0216,,,0.51,,,0.149,,1.0,,
2018-06-21 12:45:00,2018-AT0215-0017,NF02XB0018,2.52,2.04,,77.2,,,0.005,,,0.03,,,6.05,,,0.004,,0.001,,,0.9,,,0.02,,0.001,,0.51,,,,,6.47,,0.336,0.003,,0.2,,,0.1,,,0.044,,66.0,,7.0,,,0.2,,,0.03,,0.04,,0.011,,,,2.61,,,,,,318.0,,0.207,,,0.037,,,0.12,,,0.3,,,,9.89,,,,,,0.028,,,,0.06,,0.002,,,,0.02,0.15,11.44,94.9,6.4,5.79,0.006,0.001,0.1,,,,,0.214,,,,,0.02,,,0.001,,,0.45,,,,,8.7,,9.64,,,0.3,,,,7.12,,0.002,,0.005,,,0.63,,,0.001,0.7,0.0,0.0085,,,0.19,,,0.092,,0.4,,
2018-07-10 09:50:00,2018-AT0215-0018,NF02XA0001,3.74,3.19,,98.4,,,0.005,,,0.03,,,3.54,,,0.006,,0.001,,,0.9,,,0.02,,0.001,,1.32,,,,,5.71,,0.479,0.006,,0.2,,,0.33,,,0.068,,61.0,,10.0,,,0.38,,,0.03,,0.04,,0.025,,,,4.33,,,,,,314.0,,0.269,,,0.042,,,0.14,,,0.2,,,,5.78,,,,,,0.052,,,,0.17,,0.003,,,,0.02,0.15,8.83,92.3,6.74,6.12,0.016,0.001,0.18,,,,,0.54,,,,,0.01,,,0.001,,,0.6,,,,,11.0,,8.91,,,0.7,,,,17.49,,0.002,,0.005,,,2.11,,,0.003,0.9,12.0,0.0252,,,0.4,,,0.105,,0.5,,
2018-08-02 13:25:00,2018-AT0215-0040,NF02XB0018,3.21,2.56,,102.0,,,0.007,,,0.04,,,9.72,,,0.006,,0.001,,,1.7,,,0.02,,0.004,,1.2,,,,,8.87,,0.434,0.006,,0.2,,,0.14,,,0.079,,99.0,,,,,0.36,,,0.03,,0.06,,0.015,,,,5.01,,,,,,545.0,,0.25,,,0.095,,,0.17,,,0.5,,,,17.8,,,,,,0.052,,,,0.1,,0.002,,,,0.02,0.22,,,6.4,,0.012,0.001,0.13,,,,,0.289,,,,,0.03,,,0.001,,,0.6,,,,,11.5,,14.1,,,0.4,,,,,,0.004,,0.005,,,1.1,,,0.001,1.1,,0.0137,,,0.3,,,0.124,,0.4,,
2018-08-29 11:35:00,2018-AT0215-0052,NF02XA0001,4.46,3.95,,241.0,,,0.007,,,0.05,,,6.2,,,0.013,,0.001,,,1.2,,,0.02,,0.005,,0.6,,,,,6.58,,1.38,0.014,,0.2,,,0.56,,,0.142,,89.0,,13.0,,,0.67,,,0.03,,0.04,,0.082,,,,3.27,,,,,,758.0,,0.699,,,0.116,,,0.26,,,0.4,,,,9.78,,,,,,0.074,,,,0.32,,0.027,,,,0.02,0.2,9.1,92.2,6.81,6.53,0.041,0.001,0.3,,,,,0.739,,,,,0.03,,,0.001,,,0.73,,,,,13.0,,13.1,,,0.7,,,,16.25,,0.004,,0.005,,,9.72,,,0.005,1.9,18.4,0.0414,,,0.87,,,0.291,,1.0,,
2018-10-01 10:00:00,2018-AT0215-0074,NF02XA0001,4.93,4.28,,127.0,,,0.006,,,0.03,,,5.58,,,0.01,,0.001,,,1.0,,,0.02,,0.002,,1.0,,,,,6.66,,0.843,0.005,,0.2,,,0.43,,,0.104,,86.0,,,,,0.61,,,0.03,,0.04,,0.035,,,,4.33,,,,,,699.0,,0.458,,,0.067,,,0.15,,,0.5,,,,7.81,,,,,,0.08,,,,0.25,,0.007,,,,0.02,0.18,,,6.8,,0.009,0.001,0.3,,,,,0.613,,,,,0.04,,,0.001,,,0.7,,,,,14.8,,13.8,,,0.8,,,,,,0.002,,0.005,,,2.85,,,0.002,1.7,,0.0279,,,0.65,,,0.185,,0.5,,
2018-10-03 13:00:00,2018-AT0215-0068,NF02XB0018,3.74,3.32,,65.6,,,0.006,,,0.04,,,6.97,,,0.005,,0.001,,,1.3,,,0.01,,0.002,,0.5,,,,,6.26,,0.367,0.003,,0.3,,,0.15,,,0.044,,66.0,,10.0,,,0.27,,,0.03,,0.07,,0.008,,,,1.92,,,,,,368.0,,0.226,,,0.085,,,0.17,,,0.4,,,,10.5,,,,,,0.057,,,,0.09,,0.002,,,,0.02,0.2,12.6,95.1,6.69,6.42,0.009,0.001,0.23,,,,,0.316,,,,,0.03,,,0.002,,,0.8,,,,,11.9,,12.8,,,0.5,,,,3.59,,0.001,,0.005,,,0.57,,,0.001,1.3,0.9,0.0124,,,0.22,,,0.106,,0.2,,
2019-05-30 12:30:00,2019-AT0215-0004,NF02XA0001,1.49,1.0,,156.0,,,0.007,,,0.03,,,3.74,,,0.01,,0.001,,,0.5,,,0.02,,0.006,,1.1,,,,,7.53,,0.678,0.01,,0.1,,,0.32,,,0.136,,96.0,,,,,0.53,,,0.03,,0.03,,0.038,,,,2.75,,,,,,405.0,,0.346,,,0.074,,,0.15,,,0.4,,,,14.0,,,,,,0.021,,,,0.24,,0.012,,,,0.02,0.2,,,5.8,,0.018,0.001,0.18,,,,,0.945,,,,,0.02,,,0.001,,,0.3,,,,,7.2,,5.94,,,0.2,,,,,,0.003,,0.005,,,3.81,,,0.002,2.1,,0.0226,,,0.46,,,0.14,,4.5,,
2019-06-20 12:55:00,2019-AT0215-0018,NF02XB0018,2.26,1.94,,80.7,,,0.005,,,0.03,,,6.44,,,0.006,,0.001,,,0.6,,,0.02,,0.002,,0.8,,,,,6.43,,0.372,0.003,,0.2,,,0.12,,,0.052,,68.0,,,,,0.28,,,0.03,,0.05,,0.011,,,,2.65,,,,,,383.0,,0.23,,,0.044,,,0.13,,,0.4,,,,12.8,,,,,,0.034,,,,0.08,,0.002,,,,0.02,0.15,,,6.33,,0.008,0.001,0.08,,,,,0.277,,,,,0.02,,,0.001,,,0.5,,,,,8.5,,10.2,,,0.3,,,,,,0.001,,0.005,,,0.77,,,0.001,0.8,,0.0091,,,0.22,,,0.101,,0.4,,
2019-08-08 17:00:00,2019-AT0215-0033,NF02XB0018,2.34,1.9,,91.9,,,0.007,,,0.04,,,7.81,,,0.007,,0.001,,,1.3,,,0.02,,0.002,,0.8,,,,,8.69,,0.438,0.004,,0.2,,,0.14,,,0.053,,88.0,,9.0,,,0.29,,,0.03,,0.06,,0.014,,,,3.77,,,,,,385.0,,0.27,,,0.078,,,0.16,,,0.4,,,,10.9,,,,,,0.048,,,,0.11,,0.002,,,,0.02,0.22,9.24,97.1,6.35,6.13,0.009,0.001,0.14,,,,,0.284,,,,,0.03,,,0.001,,,0.5,,,,,9.8,,11.3,,,0.4,,,,17.78,,0.002,,0.005,,,0.83,,,0.001,0.9,0.6,0.0118,,,0.25,,,0.122,,0.4,,
2019-09-03 15:15:00,2019-AT0215-0053,NF02XA0001,3.43,2.98,,134.0,,,0.007,,,0.05,,,5.16,,,0.01,,0.001,,,0.6,,,0.02,,0.003,,1.2,,,,,9.25,,0.768,0.005,,0.2,,,0.37,,,0.082,,115.0,,13.0,,,0.47,,,0.03,0.011,0.04,0.046,0.026,,0.008,0.005,4.99,,0.006,0.001,0.005,,588.0,,0.426,,,0.066,,,0.16,,0.002,0.5,,,,6.47,,,,,,0.048,,0.384,,0.26,,0.007,,,,0.02,0.28,9.48,94.9,6.55,6.5,0.013,0.001,0.23,,,,0.106,0.507,,0.005,0.058,0.03,0.03,,,0.001,,,0.6,,,,,12.6,,11.6,,,0.6,,0.02,,15.69,0.006,0.003,,0.005,,,2.02,,,0.003,0.6,30.1,0.0302,,,0.42,,0.018,0.172,,0.6,,0.02
2019-09-29 11:30:00,2019-AT0215-0069,NF02XA0001,4.31,3.76,,190.0,,,0.01,,,0.04,,,5.52,,,0.012,,0.001,,,1.2,,,0.02,,0.003,,1.4,,,,,7.67,,1.07,0.009,,0.3,,,0.42,,,0.117,,107.0,,11.8,,,0.54,,,0.03,0.015,0.04,0.068,0.049,,0.012,0.005,5.58,,0.008,0.001,0.005,,676.0,,0.565,,,0.097,,,0.2,,0.003,0.5,,,,8.13,,,,,,0.063,,0.537,,0.32,,0.024,,,,0.02,0.2,10.51,94.0,6.73,6.22,0.008,0.001,0.43,,,,0.143,0.65,,0.005,0.087,0.04,0.03,,,0.001,,,0.9,,,,,14.4,,12.2,,,0.9,,0.02,,10.13,0.009,0.002,,0.011,,,6.1,,,0.004,1.8,9.5,0.0351,,,0.56,,0.022,0.244,,0.7,,0.02
2019-10-09 15:45:00,2019-AT0215-0079,NF02XB0018,3.84,3.48,,64.6,,,0.006,,,0.03,,,7.23,,,0.006,,0.001,,,1.1,,,0.02,,0.002,,0.9,,,,,5.64,,0.375,0.004,,0.3,,,0.13,,,0.047,,65.0,,11.0,,,0.3,,,0.03,0.006,0.08,0.026,0.011,,0.005,0.005,4.49,,0.004,0.001,0.005,,344.0,,0.241,,,0.081,,,0.18,,0.002,0.5,,,,11.0,,,,,,0.069,,0.204,,0.09,,0.002,,,,0.02,0.17,12.01,98.6,6.73,6.0,0.008,0.001,0.21,,,,0.056,0.372,,0.005,0.03,0.02,0.02,,,0.001,,,0.7,,,,,12.2,,13.1,,,0.6,,0.02,,6.72,0.003,0.001,,0.005,,,0.57,,,0.001,1.3,0.5,0.0139,,,0.25,,0.009,0.107,,0.4,,0.01
2019-10-29 13:30:00,2019-AT0215-0091,NF02XA0001,4.91,4.35,,358.0,,,0.005,,,0.04,,,6.94,,,0.017,,0.001,,,0.9,,,0.02,,0.004,,1.5,,,,,6.3,,1.94,0.02,,0.3,,,0.66,,,0.189,,96.0,,14.0,,,0.77,,,0.03,0.024,0.05,0.118,0.124,,0.013,0.005,6.14,,0.015,0.001,0.005,,928.0,,0.958,,,0.159,,,0.29,,0.005,0.6,,,,10.7,,,,,,0.071,,0.879,,0.39,,0.042,,,,0.02,0.21,13.24,98.1,6.76,6.26,0.064,0.001,0.31,,,,0.233,0.88,,0.005,0.153,0.06,0.03,,,0.001,,,0.7,,,,,14.2,,13.4,,,0.8,,0.02,,2.89,0.014,0.004,,0.009,,,15.3,,,0.007,6.5,8.7,0.048,,,0.97,,0.035,0.395,,1.1,,0.02
2020-08-13 10:25:00,2020-AT0215-0002,NF02XA0001,,5.5,,55.5,,,0.019,,,0.04,,,3.89,,,0.004,,0.001,,,1.3,,0.01,,,0.008,,,1.6,,,4.6,,,0.384,0.007,,0.75,,,0.33,,,0.048,,,42.0,15.1,16.0,,0.32,,,,0.004,0.1,0.022,0.008,,0.005,0.005,,,0.003,0.001,0.005,,350.0,,0.219,,,0.037,,,0.17,,0.002,,0.44,,,5.19,,,,,,0.088,,0.2,,0.14,,0.002,0.05,,0.05,0.01,0.129,8.58,96.5,6.97,6.99,0.0028,0.001,,0.29,,,0.054,0.767,,0.005,0.03,0.01,0.02,,,0.001,,,,0.7,,,,,,12.4,,,0.5,,0.02,,21.17,0.003,0.003,,0.014,,,1.02,,,0.003,1.1,0.0,0.0214,,,0.38,,0.009,0.09,,1.2,,0.01
2020-08-26 17:30:00,2020-AT0215-0017,NF02XB0018,,3.1,,221.0,,,0.014,,,0.05,,,16.8,,,0.013,,0.001,,,1.5,,0.01,,,0.008,,,1.8,,,16.0,,,1.04,0.009,,1.1,,,0.31,,,0.494,,,110.0,15.1,15.0,,0.44,,,,0.013,0.1,0.063,0.017,,0.005,0.005,,,0.009,0.001,0.005,,1600.0,,0.548,,,0.236,,,0.25,,0.004,,0.7,,,103.0,,,,,,0.072,,0.476,,0.22,,0.004,0.05,,0.05,0.017,0.492,9.83,90.8,6.23,5.45,0.023,0.001,,0.23,,,0.125,0.48,,0.005,0.073,0.02,0.04,,,0.002,,,,0.62,,,,,,21.9,,,1.0,,0.02,,11.81,0.008,0.005,,0.013,,,3.1,,,0.002,5.3,3.47,0.0272,,,0.87,,0.024,0.255,,1.6,,0.03
2020-09-15 18:00:00,2020-AT0215-0025,NF02XB0018,,3.6,,73.1,,,0.005,,,0.04,,,7.54,,,0.006,,0.001,,,1.2,,0.01,,,0.002,,,1.2,,,6.2,,,0.451,0.004,,1.3,,,0.25,,,0.063,,,58.0,11.9,12.0,,0.38,,,,0.006,0.1,0.028,0.002,,0.005,0.005,,,0.005,0.001,0.005,,463.0,,0.281,,,0.11,,,0.18,,0.002,,0.48,,,14.7,,,,,,0.061,,0.239,,0.11,,0.002,0.05,,0.05,0.01,0.366,11.27,98.6,6.55,6.07,0.0069,0.001,,0.18,,,0.064,0.378,,0.005,0.036,0.01,0.02,,,0.001,,,,0.68,,,,,,13.3,,,0.5,,0.02,,9.46,0.004,0.001,,0.01,,,0.78,,,0.001,2.3,1.65,0.0155,,,0.29,,0.013,0.123,,0.6,,0.02
2020-09-22 10:20:00,2020-AT0215-0030,NF02XA0001,,5.1,,81.1,,,0.008,,,0.04,,,4.17,,,0.008,,0.001,,,0.9,,0.01,,,0.002,,,1.8,,,6.4,,,0.559,0.005,,0.65,,,0.38,,,0.051,,,61.0,13.6,15.0,,0.28,,,,0.009,0.1,0.033,0.008,,0.005,0.005,,,0.004,0.001,0.005,,474.0,,0.327,,,0.05,,,0.15,,0.001,,0.5,,,5.02,,,,,,0.068,,0.29,,0.19,,0.003,0.05,,0.05,0.01,0.172,11.11,94.6,6.82,6.69,0.0027,0.001,,0.25,,,0.077,0.614,,0.005,0.042,0.02,0.02,,,0.001,,,,0.74,,,,,,12.5,,,0.5,,0.02,,8.27,0.004,0.002,,0.012,,,1.3,,,0.003,1.8,0.3,0.0266,,,0.4,,0.012,0.128,,0.8,,0.01
2020-10-07 17:50:00,2020-AT0215-0038,NF02XB0018,,3.3,,77.7,,,0.007,,,0.03,,,8.1,,,0.006,,0.001,,,1.3,,0.01,,,0.002,,,1.2,,,6.3,,,0.486,0.005,,0.5,,,0.19,,,0.061,,,74.0,11.0,12.0,,0.24,,,,0.006,0.1,0.03,0.003,,0.005,0.005,,,0.005,0.001,0.005,,451.0,,0.292,,,0.121,,,0.18,,0.002,,0.49,,,13.2,,,,,,0.057,,0.249,,0.09,,0.002,0.05,,0.05,0.01,0.292,10.73,91.0,6.6,6.34,0.01,0.001,,0.23,,,0.069,0.392,,0.005,0.037,0.01,0.02,,,0.001,,,,0.7,,,,,,13.8,,,0.5,,0.02,,8.06,0.004,0.002,,0.03,,,0.79,,,0.001,1.6,0.2,0.0144,,,0.3,,0.012,0.127,,0.6,,0.02
2020-11-06 10:45:00,2020-AT0215-0051,NF02XA0001,,3.2,,152.0,,,0.02,,,0.04,,,5.07,,,0.011,,0.001,,,0.6,,0.01,,,0.007,,,1.5,,,8.5,,,0.965,0.005,,0.8,,,0.45,,,0.13,,,89.0,12.4,11.0,,0.63,,,,0.013,0.1,0.052,0.013,,0.005,0.005,,,0.007,0.001,0.005,,506.0,,0.514,,,0.094,,,0.15,,0.003,,0.43,,,8.82,,,,,,0.042,,0.47,,0.3,,0.006,0.05,,0.05,0.01,0.189,14.95,102.4,6.44,6.57,0.0065,0.001,,0.23,,,0.126,0.547,,0.005,0.069,0.02,0.03,,,0.001,,,,0.64,,,,,,11.6,,,0.5,,0.02,,0.04,0.007,0.002,,0.09,,,2.32,,,0.002,1.5,,0.03,,,0.4,,0.014,0.2,,1.6,,0.02
2021-05-26 10:30:00,2021-AT0215-0002,NF02XA0001,1.83,1.34,,159.0,,,0.005,,,0.03,,,3.41,,,0.011,,0.001,,,0.9,,,0.02,,0.004,,0.4,,,,,7.08,,0.718,0.006,,0.2,,,0.43,,,0.136,,96.0,,6.0,,,0.46,,,0.03,0.009,0.02,0.042,0.028,,0.007,0.005,2.65,,0.006,0.001,0.005,,451.0,,0.36,,,0.074,,,0.13,,0.002,0.4,,,,10.4,,,,,,0.024,,0.32,,0.23,,0.014,,,,0.02,0.17,11.28,92.1,6.08,6.38,0.012,0.001,0.27,,,,0.082,0.49,,0.005,0.048,0.03,0.02,,,0.001,,,0.5,,,,,6.8,,6.08,,,0.3,,0.02,,6.53,0.004,0.002,,0.02,,,4.43,,,0.002,2.3,2.0,0.0235,,,0.45,,0.011,0.144,,0.8,,0.01
2021-06-10 12:30:00,2021-AT0215-0012,NF02XB0018,2.41,1.92,,90.4,,,0.011,,,0.03,,,6.16,,,0.007,,0.001,,,1.2,,,0.02,,0.004,,0.4,,,,,6.22,,0.484,0.003,,0.2,,,0.26,,,0.06,,78.0,,8.3,,,0.29,,,0.03,0.007,0.05,0.028,0.007,,0.005,0.005,2.65,,0.004,0.001,0.005,,422.0,,0.292,,,0.089,,,0.13,,0.002,0.4,,,,12.0,,,,,,0.033,,0.242,,0.09,,0.003,,,,0.02,0.1,11.32,96.1,6.33,6.15,0.008,0.001,0.15,,,,0.065,0.24,,0.005,0.036,0.02,0.03,,,0.001,,,0.5,,,,,8.6,,10.5,,,0.4,,0.02,,8.237,0.003,0.002,,0.021,,,0.89,,,0.003,1.2,0.48,0.0115,,,0.23,,0.013,0.12,,1.0,,0.01
2021-07-06 14:30:00,2021-AT0215-0023,NF02XA0001,3.57,3.11,,93.4,,,0.009,,,0.04,,,3.93,,,0.008,,0.001,,,1.2,,,0.02,,0.01,,0.9,,,,,6.04,,0.518,0.006,,0.1,,,0.4,,,0.075,,86.0,,10.0,,,0.36,,,0.03,0.007,0.04,0.028,0.011,,0.005,0.005,2.65,,0.004,0.001,0.005,,372.0,,0.27,,,0.05,,,0.15,,0.001,0.4,,,,6.29,,,,,,0.054,,0.25,,0.19,,0.006,,,,0.02,0.17,8.85,98.4,6.59,6.1,0.007,0.001,0.24,,,,0.067,0.582,,0.005,0.037,0.02,0.02,,,0.001,,,0.6,,,,,10.7,,9.55,,,0.6,,0.02,,20.5,0.004,0.003,,0.024,,,1.54,,,0.003,0.9,0.9,0.0248,,,0.34,,0.01,0.114,,0.7,,0.01
