DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY GRAN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH TOTAL,BISMUTH TOTAL RECOVERABLE,BORON EXTRACTABLE,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMIDE DISSOLVED,BROMINE DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CERIUM TOTAL,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHLORIDE TOTAL,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLOUR APPARENT,COLOUR TRUE,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DEPTH OF SAMPLING FROM SURFACE,DISSOLVED NITROGEN NITRATE,EUROPIUM TOTAL,FLUORIDE DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM TOTAL,GALLIUM TOTAL RECOVERABLE,GERMANIUM TOTAL,HAFNIUM TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HARDNESS TOTAL LABORATORY (CALCD.) CACO3,HOLMIUM TOTAL,INDIUM TOTAL,IRIDIUM TOTAL,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM TOTAL,LANTHANUM TOTAL RECOVERABLE,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM DISSOLVED,LITHIUM TOTAL,LITHIUM TOTAL RECOVERABLE,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MERCURY EXTRACTABLE,MERCURY SUSPENDED,MERCURY TOTAL,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,NEODYMIUM TOTAL,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITRATE TOTAL,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PH,PH (FIELD),PHOSPHORUS TOTAL,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,POTASSIUM UNFILTERED,PRASEODYMIUM TOTAL,RUBIDIUM TOTAL,RUBIDIUM TOTAL RECOVERABLE,RUTHENIUM TOTAL,SAMARIUM TOTAL,SCANDIUM TOTAL,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SIO2,SODIUM DISSOLVED/FILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SODIUM UNFILTERED,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE,SULPHATE DISSOLVED,SULPHATE TOTAL,TELLURIUM TOTAL,TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM TOTAL,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TOTAL NITRATE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,YTTERBIUM TOTAL,YTTRIUM TOTAL,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE,ZIRCONIUM TOTAL
2008-06-01 09:00:00,2008-AT0215-0263,NF02XA0001,2.5,,,112.0,,,0.005,,,0.04,,,3.68,,,0.009,,0.001,,,0.8,,,,,0.009,,1.17,,,,,,,,,,,0.11,,0.268,,,0.076,,56.8,,,,,0.39,,,,,,,0.014,,,,,,,,,,349.0,,0.299,,,0.047,,,0.2,,,0.29,,,,6.83,,,,,,0.031,,,,0.2,,,,,,,,,,6.36,,,,,,,0.16,,0.39,,,,,0.05,,,0.001,,,,,,0.49,,9.5,,8.1,,,,0.52,,,,,0.002,,,,,,,0.01,,0.81,,0.0209,,,0.346,,,,,0.53,,
2008-09-19 09:00:00,2008-AT0215-0322,NF02XA0001,4.42,,,140.0,,,0.008,,,0.03,,,6.1,,,0.01,,0.001,,,1.6,,,,,0.007,,1.66,,,1.3,8.2,,,,,,,0.19,,0.349,,,0.117,,61.1,,,,,0.45,,0.3,,,,,0.021,,,,,,,,,,583.0,,0.474,,,0.1,,,0.2,,,0.48,,,,9.45,,,,,,0.06,,,,0.24,,,,,,,0.228,,,6.67,,0.0083,,,,,0.37,,0.56,,,,,0.05,,,0.002,,,,,,0.75,,14.6,,14.4,,,,0.81,,,,,0.003,,,,,,,0.01,,1.3,,0.0302,,,0.521,,,,,0.56,,
2009-05-30 12:20:00,2009-AT0215-0283,NF02XA0001,2.2,,,123.0,,,0.005,,,0.05,,,3.88,,,0.01,,0.001,,,0.5,,,,,0.003,,0.94,,,1.0,6.8,,,,,,,0.1,,0.292,,,0.091,,57.1,,,,,0.41,,0.3,,,,,0.018,,,,,,,,,,348.0,,0.351,,,0.051,,,0.2,,,0.27,,,,6.66,,,,,,0.029,,,,0.2,,,,,,,0.179,,,6.23,,0.0052,,,,,0.14,,0.39,,,,,0.05,,,0.001,,,,,,0.46,,9.4,,8.53,,,,0.52,,6.0,,,0.002,,,,,,,0.01,,1.01,,0.0232,,,0.372,,,,,0.42,,
2009-09-02 09:25:00,2009-AT0215-0328,NF02XA0001,5.68,,,65.2,,,0.008,,,0.05,,,4.37,,,0.007,,0.001,,,1.1,,,,,0.005,,1.6,,,1.7,4.7,,,,,,,0.19,,0.281,,,0.049,,39.0,,,,,0.33,,0.3,,,,,0.012,,,,,,,,,,393.0,,0.231,,,0.042,,,0.2,,,0.48,,,,5.96,,,,,,0.085,,,,0.18,,,,,,,0.175,,,6.92,,0.0076,,,,,0.29,,0.62,,,,,0.05,,,0.001,,,,,,0.72,,16.2,,13.5,,,,0.87,,12.0,,,0.002,,,,,,,0.01,,2.67,,0.0222,,,0.367,,,,,0.44,,
2009-09-22 11:23:00,2009-AT0215-0335,NF02XA0001,3.93,,,124.0,,,0.006,,,0.06,,,4.78,,,0.01,,0.001,,,0.5,,,,,0.003,,1.39,,,1.3,8.0,,,,,,,0.16,,0.332,,,0.08,,64.6,,,,,0.36,,0.3,,,,,0.017,,,,,,,,,,450.0,,0.387,,,0.059,,,0.2,,,0.41,,,,6.65,,,,,,0.053,,,,0.21,,,,,,,0.204,,,6.53,,0.0082,,,,,0.17,,0.49,,,,,0.05,,,0.001,,,,,,0.57,,13.9,,11.9,,,,0.64,,9.1,,,0.003,,,,,,,0.01,,2.07,,0.027,,,0.39,,,,,0.42,,
2009-10-27 10:00:00,2009-AT0215-0360,NF02XA0001,4.59,,,136.0,,,0.01,,,0.07,,,5.34,,,0.01,,0.001,,,0.9,,,,,0.004,,1.5,,,2.3,6.0,,,,,,,0.25,,0.351,,,0.095,,53.3,,,,,0.38,,0.3,,,,,0.027,,,,,,,,,,458.0,,0.446,,,0.063,,,0.2,,,0.47,,,,8.04,,,,,,0.062,,,,0.23,,,,,,,0.241,,,6.57,,0.0196,,,,,0.24,,0.53,,,,,0.05,,,0.001,,,,,,0.77,,15.3,,14.1,,,,0.9,,-0.3,,,0.001,,,,,,,0.01,,3.19,,0.0302,,,0.429,,,,,0.96,,
2010-05-27 08:30:00,2010-AT0215-0295,NF02XA0001,1.88,,,157.0,,,0.007,,,0.06,,,3.6,,,0.012,,0.001,,,0.5,,,,,0.161,,0.84,,,0.9,6.5,,,,,,,0.1,,0.33,,,0.106,,57.8,,,,,0.67,,0.3,,,,,0.03,,,,,,,,,,380.0,,0.355,,,0.182,,,0.13,,,0.25,,,,7.28,,,,,,0.023,,,,0.28,,,,,,,0.194,,,6.18,,0.0142,,,,,0.17,,0.417,,,,,0.02,,,0.001,,,,,,0.42,,7.5,,7.03,,,,0.39,,6.0,,,0.002,,,,,,,0.01,,1.06,,0.0224,,,0.447,,,,,1.6,,
2010-07-23 12:20:00,2010-AT0215-0318,NF02XA0001,3.48,,,104.0,,,0.007,,,0.05,,,4.73,,,0.008,,0.001,,,1.0,,,,,0.005,,1.33,,,1.0,6.6,,,,,,,0.14,,0.33,,,0.074,,57.5,,10.6,,,0.39,,0.3,,,,,0.015,,,,,4.8,,,,,438.0,,0.335,,,0.056,,,0.15,,,0.36,,,,6.95,,,,,,0.059,,,,0.2,,,,,,,0.185,8.92,,6.6,6.51,0.0428,,,,,0.21,,0.491,,,,,0.03,,,0.001,,,,,,0.6,,12.3,,10.9,,,,0.58,,18.59,,,0.003,,,,,,,0.01,,3.58,0.0,0.0252,,,0.413,,,,,0.4,,
2010-09-30 16:00:00,2010-AT0215-0355,NF02XA0001,6.34,,,103.0,,,0.007,,,0.05,,,4.8,,,0.009,,0.001,,,1.4,,,,,0.02,,1.88,,,1.7,5.1,,,,,,,0.45,,0.42,,,0.101,,40.3,,,,,0.47,,0.3,,,,,0.028,,,,,6.9,,,,,582.0,,0.332,,,0.192,,,0.18,,,0.54,,,,9.56,,,,,,0.108,,,,0.21,,,,,,,0.225,,,6.99,,0.0086,,,,,0.39,,0.719,,,,,0.06,,,0.002,,,,,,0.93,,19.6,,14.7,,,,0.94,,9.0,,,0.003,,,,,,,0.01,,1.76,,0.0278,,,0.624,,,,,0.7,,
2010-11-03 11:05:00,2010-AT0215-0379,NF02XA0001,4.03,,,127.0,,,0.012,,,0.06,,,4.76,,,0.009,,0.001,,,0.9,,,,,0.003,,1.43,,,1.0,7.4,,,,,,,0.21,,0.34,,,0.081,,62.6,,11.0,,,0.34,,0.3,,,,,0.022,,,,,5.3,,,,,467.0,,0.407,,,0.061,,,0.15,,,0.41,,,,5.45,,,,,,0.049,,,,0.21,,,,,,,0.169,12.78,,6.65,6.27,0.0134,,,,,0.21,,0.516,,,,,0.03,,,0.006,,,,,,0.65,,13.7,,11.6,,,,0.7,,1.84,,,0.001,,,,,,,0.01,,3.69,11.4,0.0273,,,0.38,,,,,0.6,,
2011-06-07 09:00:00,2011-AT0215-0281,NF02XA0001,2.37,,,109.0,,,0.01,,,0.05,,,3.92,,,0.009,,0.001,,,0.6,,,,,0.038,,1.04,,,0.9,7.4,,,,,0.17,,,,0.26,,,0.079,,57.3,,,,,0.61,,0.3,,,,,0.015,,,,,3.8,,,,,420.0,,0.304,,,0.156,,,0.12,,,0.28,,,,5.97,,,,,,0.034,,,,0.22,,,,0.005,,,0.192,,,6.15,,0.0083,,,,,0.21,,0.538,,,,,0.02,,,0.004,,,,,,0.46,,10.0,,8.18,,0.47,,,,6.0,,,0.001,,,,,,,,,0.93,,0.0217,,,0.378,,,,,1.2,,
2011-09-02 11:00:00,2011-AT0215-0334,NF02XA0001,5.42,,,75.6,,,0.005,,,0.05,,,4.51,,,0.007,,0.001,,,1.3,,,,,0.001,,11.6,,,1.4,5.0,,,,,0.21,,,,0.31,,,0.057,,37.1,,15.0,,,0.36,,0.3,,,,,0.013,,,,,43.9,,,,,422.0,,0.266,,,0.033,,,0.19,,,3.62,,,,6.27,,,,,,0.097,,,,0.16,,,,0.005,,,,9.32,,6.73,6.76,0.0045,,,,,0.8,,0.68,,,,,0.04,,,0.001,,,,,,2.45,,16.1,,14.7,,0.88,,,,15.93,,,0.002,,,,,,,,,1.04,,0.0242,,,0.449,,,,,0.2,,
2011-09-29 12:15:00,2011-AT0215-0354,NF02XA0001,4.96,,,84.9,,,0.006,,,0.05,,,4.24,,,0.007,,0.001,,,1.1,,,,,0.004,,1.59,,,1.2,6.1,,,,,0.21,,,,0.31,,,0.052,,42.4,,,,,0.38,,0.3,,,,,0.018,,,,,5.8,,,,,456.0,,0.281,,,0.076,,,0.15,,,0.45,,,,5.23,,,,,,0.074,,,,0.2,,,,0.005,,,0.224,,,6.87,,0.0059,,,,,0.27,,0.568,,,,,0.03,,,0.001,,,,,,0.71,,15.8,,12.6,,0.78,,,,,,,0.002,,,,,,,,,1.17,,0.0244,,,0.431,,,,,0.4,,
2011-11-03 11:05:00,2011-AT0215-0375,NF02XA0001,5.32,,,71.3,,,0.005,,,0.04,,,4.07,,,0.007,,0.001,,,1.0,,,,,0.001,,1.63,,,1.4,5.3,,,,,0.25,,,,0.28,,,0.037,,38.2,,18.0,,,0.26,,0.3,,,,,0.011,,,,,6.1,,,,,390.0,,0.269,,,0.041,,,0.15,,,0.49,,,,3.68,,,,,,0.071,,,,0.17,,,,0.009,,,0.173,13.2,,6.92,6.4,,,,,,0.27,,0.541,,,,,0.03,,,0.001,,,,,,0.76,,15.7,,12.1,,0.92,,,,1.95,,,0.001,,,,,,,,,2.13,0.0,0.0248,,,0.328,,,,,0.3,,
2012-05-31 13:20:00,2012-AT0215-0323,NF02XA0001,1.83,,,130.0,,,0.005,,,0.04,,,3.18,,,0.009,,0.001,,,0.5,,,,,0.003,,1.29,,,0.9,6.3,,,,,0.29,,,,0.35,,,0.124,,47.6,,,,,0.47,,0.3,,,,,0.023,,,,,4.3,,,,,372.0,,0.296,,,0.054,,,0.12,,,0.26,,,,11.2,,,,,,0.026,,,,0.28,,,,0.005,,,0.155,,,5.96,,0.0082,,,,,0.29,,0.421,,,,,0.02,,,0.001,,,,,,0.66,,6.9,,6.0,,0.39,,,,7.0,,,0.002,,,,,,,,,1.37,,0.0223,,,0.491,,,,,0.7,,
2012-08-21 09:35:00,2012-AT0215-0373,NF02XA0001,5.21,,,78.1,,,0.005,,,0.06,,,4.41,,,0.009,,0.001,,,1.2,,,,,0.003,,1.54,,,1.5,5.2,,,,,0.19,,,,0.32,,,0.086,,41.0,,14.0,,,0.38,,0.3,,,,,0.018,,,,,5.8,,,,,539.0,,0.3,,,0.049,,,0.16,,,0.47,,,,10.3,,,,,,0.088,,,,0.18,,,,0.005,,,0.201,9.13,,6.79,5.78,0.0083,,,,,0.28,,0.672,,,,,0.03,,,0.001,,,,,,0.73,,15.5,,12.6,,0.75,,,,17.1,,,0.003,,,,,,,,,1.97,0.0,0.0285,,,0.489,,,,,0.3,,
2012-08-29 10:40:00,2012-AT0488-0006,NF02XB0018,5.14,20.0,,44.3,,,0.02,,,0.06,,,8.0,,,0.01,,,,,10.0,,,,,0.02,,,1.32,,,,5.3,,,,,0.32,,,0.12,,,0.06,,45.0,,13.6,,,0.22,,,0.02,,,,,,,,,,,,,,0.68,,,,,0.06,,,,,,,0.55,,,16.7,,,,,,0.08,,,,2.16,,,,,,,0.18,9.21,,6.95,6.62,0.012,,,0.4,,,,,,,,,0.03,,,0.01,,,,0.8,,,,14.0,,16.5,,,0.61,,,15.14,,,0.01,,0.05,,,0.68,,,,1.2,2.0,0.01,,,0.35,,,,,0.15,,
2012-11-07 12:10:00,2012-AT0215-0419,NF02XA0001,5.11,,,77.6,,,0.008,,,0.05,,,8.17,,,0.005,,0.001,,,1.9,,,,,0.002,,1.7,,,1.3,6.2,,,,,0.24,,,,0.2,,,0.042,,40.3,,11.0,,,0.5,,,,,,,0.01,,,,,6.2,,,,,230.0,,0.212,,,0.037,,,0.12,,,0.47,,,,7.85,,,,,,0.025,,,,0.15,,,,0.012,,,0.251,13.23,,6.59,,0.0059,,,,,0.27,,0.447,,,,,0.03,,,0.001,,,,,,0.64,,15.6,,16.4,,0.83,,,,,2.9,,0.002,,,,,,,,,0.69,0.0,0.0109,,,0.226,,,,,0.3,,
2013-05-25 11:30:00,2013-AT0215-0035,NF02XA0001,1.97,,,157.0,,,0.005,,,0.06,,,4.27,,,0.012,,0.001,,,0.7,,,,,0.016,,0.91,,,1.0,7.0,,,,,0.17,,,,0.34,,,0.127,,56.7,,,,,0.5,,0.3,,,,,0.033,,,,,3.3,,,,,429.0,,0.395,,,0.12,,,0.15,,,0.24,,,,9.1,,,,,,0.028,,,,0.24,,,,0.005,,,0.255,,,6.12,,0.0165,,0.18,,,,,0.469,,,,,0.02,,,0.001,,,0.4,,,,,8.4,,7.7,,0.42,,,,,,,0.002,,,,,,,,,1.52,,0.0259,,,0.466,,,,,0.7,,
2013-06-26 14:30:00,2013-AT0215-0101,NF02XA0001,3.04,,,84.1,,,0.004,,,0.04,,,3.59,,,0.008,,0.001,,,1.6,,,,,0.003,,1.16,,,1.4,5.4,,,,,0.15,,,,0.27,,,0.059,,42.5,,10.0,,,0.34,,0.3,,,,,0.012,,,,,4.2,,,,,279.0,,0.245,,,0.036,,,0.13,,,0.32,,,,6.17,,,,,,0.054,,,,0.18,,,,0.005,,,0.153,9.63,,6.63,7.49,0.0076,,0.2,,,,,0.491,,,,,0.02,,,0.001,,,0.53,,,,,11.0,,9.11,,0.61,,,,,15.37,,0.002,,,,,,,,,0.92,0.0,0.0226,,,0.333,,,,,0.3,,
2013-08-08 13:45:00,2013-AT0215-0152,NF02XA0001,5.17,,,80.7,,,0.004,,,0.05,,,5.12,,,0.009,,0.001,,,1.2,,,,,0.002,,1.68,,,1.7,5.4,,,,,0.2,,,,0.28,,,0.065,,38.5,,15.0,,,0.38,,0.3,,,,,0.014,,,,,6.1,,,,,390.0,,0.3,,,0.039,,,0.16,,,0.47,,,,7.94,,,,,,0.087,,,,0.16,,,,0.005,,,0.252,9.06,,6.87,7.18,0.0065,,0.3,,,,,0.673,,,,,0.02,,,0.001,,,0.75,,,,,15.6,,14.8,,0.85,,,,,19.1,,0.003,,,,,,,,,0.9,0.0,0.0272,,,0.42,,,,,0.3,,
2013-09-29 12:00:00,2013-AT0215-0223,NF02XA0001,4.03,,,133.0,,,0.035,,,0.06,,,5.83,,,0.011,,0.001,,,1.0,,,,,0.374,,1.5,,,1.7,7.9,,,,,0.59,,,,0.42,,,0.09,,58.5,,,,,1.28,,0.3,,,,,0.022,,,,,5.5,,,,,519.0,,0.467,,,0.454,,,0.18,,,0.42,,,,7.2,,,,,,0.058,,,,0.76,,,,0.005,,,0.238,,,6.64,,0.0084,,0.44,,,,,0.872,,,,,0.02,,,0.002,,,0.98,,,,,16.2,,12.6,,0.67,,,,,,,0.002,,,,,,,,,1.32,,0.0312,,,0.447,,,,,15.7,,
2014-05-31 12:00:00,2014-AT0215-0074,NF02XA0001,2.12,,,119.0,,,0.006,,,0.03,,,3.88,,,0.008,,0.006,,,0.6,,,,,0.016,,0.91,,,1.0,6.8,,,,,0.14,,,,0.28,,,0.121,,75.3,,,,,0.52,,,,,,,0.02,,,,,3.4,,,,,389.0,,0.327,,,0.11,,,0.12,,,0.27,,,,11.2,,,,,,0.032,,,,0.22,,,,0.005,,,0.235,,,6.23,,0.0144,,0.24,,,,,0.588,,,,,0.02,,,0.001,,,0.43,,,,,9.4,,7.35,,0.39,,,,,,,0.002,,,,,,,,,1.29,,0.0226,,,0.453,,,,,0.9,,
2014-06-25 13:30:00,2014-AT0215-0120,NF02XA0001,2.75,,,116.0,,,0.007,,,0.03,,,4.16,,,0.009,,0.001,,,0.9,,,,,0.003,,1.12,,,1.5,7.9,,,,,0.14,,,,0.29,,,0.074,,89.1,,9.0,,,0.43,,,,,,,0.016,,,,,4.1,,,,,368.0,,0.346,,,0.045,,,0.13,,,0.32,,,,6.32,,,,,,0.038,,,,0.22,,,,0.005,,,0.224,9.87,,6.42,6.53,0.0113,,0.22,,,,,0.454,,,,,0.02,,,0.001,,,0.52,,,,,10.9,,8.76,,0.47,,,,,14.06,,0.002,,,,,,,,,0.95,0.0,0.0236,,,0.394,,,,,0.5,,
2014-09-30 14:10:00,2014-AT0215-0335,NF02XA0001,4.0,20.0,,209.0,,,0.014,,,0.05,,,5.53,,,0.014,,0.001,,,0.8,,,,,0.003,,,1.75,,,8.0,,,,,,0.2,,,0.59,,,0.124,,75.0,,12.0,,,0.57,,,0.02,,,,0.06,,,,6.54,,,,,,710.0,,0.667,,,0.124,,,0.2,,,,0.53,,,8.77,,,,,,0.053,,,,0.32,,,,,,,0.2,11.39,,6.72,5.97,0.034,,,0.4,,,,0.65,,,,,0.03,,,0.001,,,,0.82,,,,13.4,,12.0,,,0.7,,,,8.16,,0.002,,,,,,,,,5.5,0.3,0.036,,,0.855,,,,,0.8,,
2014-10-05 10:00:00,2014-AT0215-0345,NF02XA0001,4.0,20.0,,397.0,,,0.006,,,0.05,,,7.43,,,0.017,,0.001,,,0.9,,,,,0.006,,,1.68,,,8.1,,,,,,0.3,,,0.98,,,0.238,,86.0,,,,,1.04,,,0.02,,,,0.129,,,,6.4,,,,,,1120.0,,1.02,,,0.224,,,0.3,,,,0.53,,,12.2,,,,,,0.059,,,,0.49,,,,,,,0.22,,,6.71,,0.026,,,0.4,,,,0.921,,,,,0.03,,,0.001,,,,0.81,,,,16.8,,12.5,,,1.7,,,,,,0.005,,,,,,,,,14.3,,0.0541,,,1.79,,,,,3.3,,
2014-11-06 10:30:00,2014-AT0215-0367,NF02XA0001,4.0,20.0,,109.0,,,0.025,,,0.04,,,4.87,,,0.01,,0.001,,,1.0,,,,,0.033,,,1.54,,1.1,6.8,,,0.659,0.004,,0.2,,,0.36,,,0.077,,70.0,,9.0,,,0.41,,,0.02,,,,0.016,,,,5.64,,,,,,434.0,,0.354,,,0.058,,,0.16,,,,0.44,,,5.49,,,,,,0.048,,,,0.21,,0.001,,,,,0.16,13.08,,6.69,,0.011,0.001,,0.4,,,,0.512,,,,,0.02,,,0.001,,,,0.77,,,,13.6,,12.2,,,0.8,,,,0.23,,0.001,,0.005,,,,,,0.002,1.1,5.8,0.0262,,,0.335,,,0.154,,1.0,,
2015-06-07 12:00:00,2015-AT0215-0015,NF02XA0001,2.0,20.0,,131.0,,,0.007,,,0.04,,,3.4,,,0.009,,0.001,,,0.7,,,,,0.014,,,0.89,,0.8,6.9,,,0.566,0.005,,0.1,,,0.32,,,0.096,,68.0,,,,,0.43,,,0.02,,,,0.017,,,,3.31,,,,,,358.0,,0.293,,,0.078,,,0.11,,,,0.26,,,8.34,,,,,,0.026,,,,0.21,,0.002,,,,,0.18,,,6.17,,0.01,0.001,,0.4,,,,0.413,,,,,0.04,,,0.001,,,,0.44,,,,7.7,,7.11,,,0.5,,,,,,0.002,,0.005,,,,,,0.001,1.2,,0.0209,,,0.382,,,0.123,,1.0,,
2015-09-01 09:35:00,2015-AT0215-0053,NF02XA0001,4.0,20.0,,134.0,,,0.008,,,0.04,,,5.16,,,0.01,,0.001,,,0.5,,,,,0.003,,,1.64,,1.4,6.7,,,0.853,0.009,,0.2,,,0.41,,,0.102,,69.0,,15.0,,,0.42,,,0.02,,,,0.031,,,,6.13,,,,,,641.0,,0.46,,,0.074,,,0.17,,,,0.49,,,8.83,,,,,,0.065,,,,0.25,,0.006,,,,,0.19,9.06,90.4,6.68,6.44,0.044,0.001,,0.4,,,,0.633,,,,,0.03,,,0.001,,,,0.76,,,,12.7,,11.2,,,0.2,,,,15.09,,0.003,,0.005,,,,,,0.003,7.5,18.0,0.0332,,,0.555,,,0.187,,0.7,,
2015-09-30 10:00:00,2015-AT0215-0066,NF02XA0001,4.0,20.0,,109.0,,,0.006,,,0.04,,,4.55,,,0.009,,0.001,,,0.5,,,,,0.002,,,1.49,,1.2,7.2,,,0.659,0.004,,0.1,,,0.35,,,0.057,,73.0,,11.0,,,0.33,,,0.02,,,,0.018,,,,5.49,,,,,,592.0,,0.367,,,0.066,,,0.15,,,,0.43,,,5.65,,,,,,0.057,,,,0.23,,0.001,,,,,0.19,10.63,95.1,6.73,5.68,0.006,0.001,,0.4,,,,0.508,,,,,0.03,,,0.001,,,,0.72,,,,13.2,,11.4,,,0.7,,,,9.84,,0.004,,0.005,,,,,,0.002,1.3,0.3,0.0316,,,0.41,,,0.145,,0.4,,
2015-11-10 10:25:00,2015-AT0215-0090,NF02XA0001,5.0,20.0,,166.0,,,0.006,,,0.03,,,5.52,,,0.01,,0.001,,,0.6,,,,,0.002,,,1.81,,1.6,6.0,,,0.975,0.011,,0.2,,,0.41,,,0.101,,66.0,,10.0,,,0.45,,,0.02,,,,0.041,,,,6.89,,,,,,580.0,,0.528,,,0.081,,,0.23,,,,0.57,,,6.55,,,,,,0.072,,,,0.23,,0.014,,,,,0.17,13.47,94.9,6.85,5.09,0.017,0.001,,0.4,,,,0.684,,,,,0.03,,,0.001,,,,0.9,,,,15.8,,12.8,,,1.1,,,,0.91,,0.002,,0.005,,,,,,0.003,3.0,21.6,0.0345,,,0.563,,,0.22,,0.6,,
2016-06-03 14:30:00,2016-AT0215-0007,NF02XA0001,2.39,20.0,,110.0,,,0.004,,,0.04,,,3.64,,,0.009,,0.001,,,0.6,,,,,0.002,,,0.97,,0.9,6.7,,,0.539,0.004,,0.1,,,0.27,,,0.063,,68.0,,,,,0.05,,,0.02,,,,0.012,,,,3.63,,,,,,350.0,,0.301,,,0.043,,,0.11,,,,0.29,,,6.3,,,,,,0.032,,,,0.02,,0.003,,,,,0.18,,,6.4,,0.008,0.001,,0.4,,,,0.463,,,,,0.02,,,0.001,,,,0.49,,,,8.8,,7.6,,,0.5,,,,,,0.001,,0.005,,,1.5,,,0.002,1.6,,0.0202,,,0.36,,,0.118,,0.4,,
2016-06-29 11:10:00,2016-AT0215-0021,NF02XA0001,2.83,20.0,,132.0,,,0.011,,,0.04,,,4.37,,,0.01,,0.001,,,1.0,,,,,0.003,,,1.17,,0.9,6.3,,,0.657,0.005,,0.1,,,0.31,,,0.083,,66.0,,10.0,,,0.45,,,0.02,,,,0.021,,,,4.32,,,,,,364.0,,0.353,,,0.05,,,0.15,,,,0.34,,,6.81,,,,,,0.044,,,,0.24,,0.008,,,,,0.18,9.18,93.3,6.49,6.23,0.011,0.001,,0.4,,,,0.519,,,,,0.02,,,0.001,,,,0.58,,,,10.3,,9.11,,,0.6,,,,15.84,,0.002,,0.005,,,2.63,,,0.004,2.2,14.1,0.0254,,,0.41,,,0.146,,0.7,,
