DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,"1,2,4,5-TETRABROMOBENZENE (1,2,4,5-TBB)",1-METHYLNAPHTHALENE,2-CHLORONAPHTHALENE,2-METHYLNAPHTHALENE,7-ISOPROPYL-1-METHYLPHENANTHRENE (RETENE),ACENAPHTHENE,ACENAPHTHYLENE,ALDRIN,ALKALINITY TOTAL CACO3,ALPHA-BENZENE HEXACHLORIDE OR ALPHA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),ALPHA-CHLORDANE,ALPHA-ENDOSULFAN,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC TOTAL,B-HEXACHLOROCYCLOHEXANE (B-HCH),BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BENZO(A)ANTHRACENE,BENZO(A)PHENANTHRENE OR CHRYSENE,BENZO(A)PYRENE,BENZO(B)FLUORANTHENE,BENZO(E)PYRENE,"BENZO(G,H,I)PERYLENE",BENZO(K)FLUORANTHENE,BENZOPHENANTHRENE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BETA-ENDOSULFAN,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CIS-NONACHLOR,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DELTA-BENZENE HEXACHLORIDE OR DELTA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),"DIBENZO(A,H)ANTHRACENE OR DIBENZ(A,H)ANTHRACENE",DIBENZOTHIOPHENE (DBT),DIELDRIN,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ENDRIN,ENDRIN KETONE AS A SURROGATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FLUORANTHENE,FLUORENE,FLUORENE-D10,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GALLIUM DISSOLVED,GALLIUM TOTAL,GAMMA-BENZENE HEXACHLORIDE OR GAMMA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH) OR LINDANE,GAMMA-CHLORDANE,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL (CALCD.) CACO3,HEPTACHLOR,HEPTACHLOR EPOXIDE,HEXACHLOROBENZENE,HEXACHLOROBUTADIENE,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDENE,"INDENO(1,2,3-C,D)PYRENE",INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MERCURY TOTAL,MIREX,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NAPHTHALENE,NAPHTHALENE-D8,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM TOTAL,NITRATE (AS N),NITRATE AND NITRITE (AS N),NITRITE (AS N),NITRITE AND NITRATE UNFILTERED,NITROGEN DISSOLVED NITRITE,NITROGEN KJELDAHL TOTAL,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,"O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDE (2,4'-DDE)","O,P'-DDT (2,4'-DDT)","OIL AND GREASE, VISIBLE",OXYCHLORDANE,"P,P'-DDE (4,4'-DDE)","P,P'-DDT (4,4'-DDT)","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-METHOXYCHLOR (METHOXYCHLOR)",P-NAPHTHALENE,PENTACHLOROANISOLE,PENTACHLOROBENZENE,PERYLENE,PERYLENE-D12,PH,PH (FIELD),PHENANTHRENE,PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,PYRENE-D10,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILVER DISSOLVED,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE/UNFILTERED,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,TETRAHYDRONAPHTHALENE,THALLIUM DISSOLVED,THALLIUM TOTAL,THIOCYANATE,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TRANS-NONACHLOR,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2007-06-20 16:20:00,2007PN010034,NW06MA0001,,,,,,,,,7.0,,,,33.2,,39.4,0.029,0,0.033,0.009,0.11,0.10,,10.7,,11.2,,,,,,,,,0.007,,0.007,,,0.001,0.001,2.1,,2.0,,0.041,,0.029,1.59,,,2.202,,4.7,0.473,,5.173,,0.250,0.292,0.005,0.005,0.75,0.085,,0.097,,0.036,,0.031,,36,20,0.78,,0.67,,,,,,,,0.01,,,,,,,,0.04,,0.005,0.007,,,,,,,0,6.605,,,,,,,,,,,,,,36.6,,50.5,0.177,0.199,0.061,,0.046,0.6,,0.6,,,0.64,,,9.23,,13.0,,,0.037,,0.039,,,,,1.02,,0.37,0.001,0.001,,,,0.02,0.02,,0.073,0.20,0.263,0.19,,,,,,,,,,,,,,,6.79,6.7,,0.005,0.01,0.01,0.001,0.001,,,0.42,,,,,18.,3.,0.63,0.65,,,,,-4.207,,,0.05,0.05,,0.002,0.004,0.58,,,,0.50,13.224,,18.3,15.204,10.8,,10.8,0.48,,,1.7,,,,0.003,0.002,,0.005,0.005,,,9.16,,0.001,0.001,0.52,0.0577,0.0648,0.047,,0.051,,,0.086,0.091,2.42,,2.03,,
2007-07-31 17:03:00,2007PN010058,NW06OA0001,63,21.6,22.3,26.4,8.7,23.9,16.2,0.27,3.4,0.35,0.60,0.62,14.8,,17.3,0.005,,0.047,0.007,0.21,0.02,1.63,2.81,,3.06,20.0,20.0,6.0,6.4,5.6,11,5.5,7.82,0.005,,0.005,0.59,,0.002,0.001,0.9,,0.9,,0.028,,0.027,0.65,,,2.297,,1.2,0.308,,,,0.584,0.747,0.005,0.005,0.99,0.048,,0.042,1.09,0.015,,0.016,,5,22,0.34,,0.37,,,67,16,5.2,1.07,,0.01,1.25,80,,,8.70,25.1,59,0.02,,0.011,0.013,0.44,0.31,,,,,0,2.364,0.56,0.33,0.46,0.41,,,,14.5,12,,,,,8.1,,11.8,0.526,0.665,0.034,,0.072,0.2,,0.2,,,0.18,,,1.00,,1.44,,0.82,0.031,,0.025,20.0,55,,,0.22,,0.16,0.002,0.002,,,,0.02,0.02,,0.033,0.07,,0.1,0.78,1.19,0.56,,1.04,0.65,1.16,0.88,5.12,20.0,0.28,0.34,9,54,6.46,6.97,33.8,,0.01,0.01,0.001,0.001,,,0.21,,,,65,10.,3.,1.04,1.05,,,,,-5.036,,,0.05,0.07,,0.004,0.001,0.96,,,,0.73,37.639,,10.2,16.532,4.10,,4.20,0.69,,,7.3,,,17.0,0.002,0.002,,0.009,0.008,,,6.45,0.74,0.004,0.001,0.41,0.102,0.110,0.005,,0.007,,,0.136,0.164,1.61,,1.39,,
2007-08-01 12:41:00,2007PN010059,NW06MA0001,,,,,,,,,9.4,,,,6.6,,12.0,0.019,0,0.098,0.065,0.21,0.11,,16.8,,17.9,,,,,,,,,0.003,,0.003,,,0.003,0.003,3.2,,3.3,,0.162,,0.142,2.22,,,1.319,,2.8,0.511,,3.311,,0.035,0.066,0.005,0.005,1.38,3.11,,3.76,,0.011,,0.021,,5,32,1.47,,2.05,,,,,,,,0.01,,,,,,,,0.06,,0.002,0.003,,,,,,,0,9.372,,,,,,,,,,,,,,11.8,,26.1,0.035,0.054,0.225,,0.770,0.7,,0.7,,,0.93,,,0.79,,4.75,,,0.039,,0.044,,,,,0.37,,0.30,0.001,0.002,,,,0.01,0.01,,0.066,0.13,0.206,0.14,,,,,,,,,,,,,,,7.14,7.48,,0.004,0.01,0.01,0.001,0.001,,,0.34,,,,,10.,3.,0.81,0.83,,,,,-3.333,,,0.06,0.06,,0.001,0.001,0.28,,,,0.59,11.58,,24.5,13.805,16.6,,16.5,0.72,,,9,,,,0.001,0.001,,0.042,0.085,,,12.1,,0.007,0.001,0.62,0.0342,0.0386,0.005,,0.005,,,0.031,0.053,4.30,,4.32,,
2008-02-13 11:10:00,2007PN010128,NW06OA0001,,,,,,,,,5,,,,24.8,,27.8,0.006,,0.085,0.173,0.08,0.09,,5.76,,6.08,,,,,,,,,0.008,,0.009,,,0.005,0.009,1.7,,1.6,,0.035,,0.047,1.19,,,2.869,,2.7,0.279,,,,1.13,1.19,0.005,0.005,2.2,0.382,,0.383,,0.014,,0.024,,5,,1.02,,1.28,,,,,,,,0.01,,,,,,,,0.1,,0.020,0.023,,,,,,,0,4.412,,,,,,,,,,,,,,8.2,,12.3,1.05,1.15,0.138,,0.334,0.4,,0.4,,,0.35,,,1.04,,1.16,,,0.062,,0.059,,,,,0.39,,0.48,0.001,0.001,,,,,,,0.008,0.25,,0.19,,,,,,,,,,,,,,,6.53,,,,,,0.001,0.001,,,0.52,,,,,12,3,2.00,1.99,,,,,,,,0.05,0.05,,0.012,0.029,2.04,,,,1.56,40.076,,20.9,,8.25,,8.11,1.32,,,,,,,0.004,0.004,,0.046,0.071,,,11.97,,0.002,0.009,0.48,0.177,0.176,0.067,,0.059,,,0.260,0.271,2.41,,3.30,,
2008-02-13 11:15:00,2007PN010129,NW06OA0001,,,,,,,,,4.8,,,,25.4,,26.6,0.005,,0.128,0.107,0.07,0.07,,5.85,,6.00,,,,,,,,,0.007,,0.007,,,0.010,0.006,1.7,,1.8,,0.043,,0.034,1.16,,,2.63,,2.6,0.225,,,,1.11,1.22,0.005,0.005,2.05,0.300,,0.245,,0.017,,0.017,,5,,1.23,,1.27,,,,,,,,0.01,,,,,,,,0.1,,0.021,0.024,,,,,,,0,4.337,,,,,,,,,,,,,,7.2,,9.3,1.06,1.20,0.246,,0.223,0.4,,0.3,,,0.35,,,1.21,,1.21,,,0.061,,0.067,,,,,0.40,,0.39,0.001,0.001,,,,,,,0.062,0.22,,0.18,,,,,,,,,,,,,,,6.55,,,,,,0.001,0.001,,,0.55,,,,,10,3,1.97,2.02,,,,,,,,0.05,0.05,,0.016,0.018,2.04,,,,1.60,40.86,,19.8,,7.88,,7.97,1.32,,,,,,,0.003,0.004,,0.066,0.052,,,11.95,,0.001,0.013,0.38,0.180,0.185,0.066,,0.056,,,0.258,0.276,2.84,,2.70,,
2008-02-13 11:20:00,2007PN010130,NW06OA0001,,,,,,,,,4.7,,,,26.1,,27.6,0.007,,0.137,0.124,0.06,0.06,,5.85,,6.05,,,,,,,,,0.005,,0.006,,,0.007,0.010,1.7,,1.7,,0.042,,0.033,1.16,,,3.028,,2.5,0.244,,,,1.09,1.24,0.005,0.005,2.2,0.327,,0.283,,0.019,,0.018,,5,,1.27,,1.42,,,,,,,,0.01,,,,,,,,0.1,,0.021,0.024,,,,,,,0,4.337,,,,,,,,,,,,,,7.9,,9.8,1.05,1.22,0.241,,0.251,0.4,,0.3,,,0.35,,,1.16,,1.23,,,0.060,,0.055,,,,,0.37,,0.37,0.001,0.001,,,,,,,0.037,0.55,,0.16,,,,,,,,,,,,,,,6.48,,,,,,0.001,0.001,,,0.53,,,,,10,3,1.99,2.03,,,,,,,,0.05,0.05,,0.018,0.021,2.04,,,,1.58,40.679,,20.3,,7.80,,7.99,1.33,,,,,,,0.002,0.003,,0.069,0.064,,,11.83,,0.006,0.001,0.51,0.179,0.185,0.061,,0.061,,,0.256,0.281,3.39,,2.63,,
2008-04-24 16:05:00,2008PN010013,NW06MA0001,,,,,,,,,8.2,,,,6.9,,8.2,0.011,,0.159,0.204,0.15,0.09,,19.9,,20.7,,,,,,,,,0.001,,0.003,,,0.004,0.008,3.5,,3.6,,0.120,,0.120,2.42,,,1.589,,4,0.302,,,,0.036,0.043,0.005,0.005,1.50,0.143,,0.155,,0.021,,0.018,,5,,2.20,,3.20,,,,,,,,0.01,,,,,,,,0.05,,0.001,0.002,,,,,,,2.577,10.777,,,,,,,,,,,,,,9.0,,13.2,0.041,0.045,0.213,,0.385,0.8,,1.0,,,1.15,,,0.60,,1.00,,,0.040,,0.048,,,,,0.36,,0.27,0.001,0.001,,,,,,,0.040,0.42,,0.4,,,,,,,,,,,,,,,7,9.57,,,0.01,0.01,0.001,0.001,,,0.48,,,,,12,3,0.85,0.85,,,,,-3.814,,,0.05,0.05,,0.001,0.001,0.34,,,,0.69,11.65,,26.7,14.628,16.8,,17.5,0.72,,,0,,,,0.003,0.002,,0.043,0.140,,,12.22,,0.004,0.005,0.5,0.0392,0.0417,0.055,,0.053,,,0.029,0.033,5.28,,5.32,,
2008-06-20 20:10:00,2008PN010047,NW06OA0001,,,,,,,,,1.2,,,,23.3,,23.6,0.005,,0.027,0.004,0.07,0.05,,3.25,,3.44,,,,,,,,,0.008,,0.007,,,0.001,0.001,0.8,,0.7,,0.010,,0.007,0.55,,,1.403,,2.1,0.278,,,,1.13,1.17,0.005,0.005,0.89,0.042,,0.032,,0.046,,0.048,,7,,0.53,,0.35,,,,,,,,0.01,,,,,,,,0.03,,0.009,0.011,,,,,,,0.914,2.114,,,,,,,,,,,,,,14.1,,20.2,0.810,0.873,0.098,,0.058,0.2,,0.2,,,0.18,,,6.61,,7.66,,,0.026,,0.025,,,,,0.30,,0.20,0.001,0.002,,,,,,,0.050,0.14,,0.13,,,,,,,,,,,,,,,6.23,,,,0.01,0.01,0.001,0.001,,,0.34,,,,,22,3,1.46,1.49,,,,,,,,0.05,0.05,,0.001,0.001,1.08,,,,0.74,38.72,,7.9,,4.28,,4.48,0.71,,,,,,,0.005,0.006,,0.013,0.008,,,5.21,,0.001,0.001,0.64,0.202,0.179,0.030,,0.048,,,0.197,0.204,1.73,,0.86,,
2008-06-20 20:10:00,2008PN010048,NW06OA0001,,,,,,,,,1.4,,,,23.4,,27.9,0.005,,0.030,0.006,0.07,0.06,,3.36,,3.38,,,,,,,,,0.007,,0.008,,,0.001,0.001,0.7,,0.6,,0.010,,0.008,0.66,,,1.594,,2.3,0.231,,,,1.20,1.27,0.005,0.005,0.88,0.035,,0.033,,0.050,,0.054,,6,,0.50,,0.36,,,,,,,,0.01,,,,,,,,0.03,,0.010,0.011,,,,,,,1.03,2.43,,,,,,,,,,,,,,12.7,,22.6,0.833,0.924,0.087,,0.104,0.2,,0.2,,,0.19,,,6.24,,8.11,,,0.026,,0.027,,,,,0.50,,0.19,0.001,0.002,,,,,,,0.048,0.13,,0.11,,,,,,,,,,,,,,,6.24,,,,0.01,0.01,0.001,0.001,,,0.35,,,,,14,3,1.52,1.49,,,,,,,,0.05,0.05,,0.001,0.001,1.06,,,,0.76,36.501,,7.9,,4.24,,4.34,0.71,,,,,,,0.006,0.006,,0.048,0.008,,,5.45,,0.001,0.001,0.66,0.216,0.212,0.032,,0.041,,,0.201,0.212,2.30,,0.98,,
2008-06-20 20:10:00,2008PN010049,NW06OA0001,,,,,,,,,1,,,,23.4,,28.3,0.005,,0.029,0.005,0.05,0.06,,3.16,,3.44,,,,,,,,,0.007,,0.008,,,0.001,0.001,0.6,,0.6,,0.008,,0.007,0.56,,,1.094,,2.3,0.264,,,,1.13,1.30,0.005,0.005,0.88,0.051,,0.036,,0.049,,0.056,,5,,0.48,,0.36,,,,,,,,0.01,,,,,,,,0.03,,0.009,0.013,,,,,,,1.139,2.139,,,,,,,,,,,,,,12.6,,22.7,0.812,0.949,0.069,,0.097,0.2,,0.2,,,0.18,,,6.49,,8.10,,,0.025,,0.026,,,,,0.42,,0.19,0.001,0.002,,,,,,,0.034,0.13,,0.12,,,,,,,,,,,,,,,6.26,,,,0.01,0.01,0.001,0.001,,,0.33,,,,,20,3,1.47,1.51,,,,,,,,0.05,0.05,,0.001,0.001,1.08,,,,0.73,38.285,,7.9,,4.33,,4.33,0.72,,,,,,,0.005,0.005,,0.018,0.005,,,5.08,,0.001,0.001,0.38,0.203,0.218,0.040,,0.038,,,0.196,0.217,2.46,,0.76,,
2008-06-21 12:00:00,2008PN010046,NW06MA0001,,,,,,,,,7.2,,,,7.4,,9.2,0.005,,0.021,0.010,0.10,0.09,,16.8,,17.6,,,,,,,,,0.005,,0.004,,,0.001,0.001,2.6,,2.7,,0.005,,0.023,2.19,,,1.53,,3.2,0.421,,,,0.073,0.078,0.005,0.005,1.26,0.051,,0.048,,0.027,,0.015,,6,10,0.46,,0.44,,,,,,,,0.01,,,,,,,,0.05,,0.001,0.001,,,,,,,2.18,9.38,,,,,,,,,,,,,,10.3,,16.4,0.068,0.071,0.032,,0.044,0.8,,0.8,,,0.95,,,2.38,,4.46,,,0.036,,0.038,,,,,0.59,,0.19,0.001,0.001,,,,,,,0.093,0.19,,0.19,,,,,,,,,,,,,,,6.96,7.58,,,0.01,0.01,0.001,0.001,,,0.41,,,,,27,3,0.72,0.73,,,,,-3.866,,,0.05,0.05,,0.001,0.001,0.33,,,,0.61,11.822,,21.3,14.693,15.0,,15.3,0.67,,,2.3,,,,0.004,0.004,,0.012,0.007,,,10.74,,0.001,0.001,0.37,0.0471,0.0467,0.026,,0.031,,,0.036,0.039,2.05,,0.78,,
2008-08-12 11:00:00,2008PN010112,NW06MA0001,,,,,,,,,8,,,,4.2,,6.3,0.005,,0.071,0.005,0.10,0.12,,17.7,,18.5,,,,,,,,,0.003,,0.004,,,0.001,0.001,2.9,,3.0,,0.002,,0.001,2.31,,,1.289,,3.3,0.383,,,,0.029,0.044,0.005,0.005,1.29,0.042,,0.042,,0.016,,0.009,,5,,0.41,,0.29,,,,,,,,0.01,,,,,,,,0.06,,0.001,0.001,,,,,,,1.926,9.926,,,,,,,,,,,,,,4.8,,11.5,0.034,0.044,0.066,,0.005,0.8,,0.8,,,1.01,,,0.33,,2.33,,,0.021,,0.037,,,,,0.88,,0.13,0.001,0.001,,,,0.01,0.01,,0.035,0.14,,0.21,,,,,,,,,,,,,,,7.08,,,,0.01,0.01,0.001,0.001,,,0.39,,,,,18,3,0.76,0.79,,,,,,,,0.05,0.05,,0.001,0.001,0.22,,,,0.59,10.968,,22.4,,16.6,,16.8,0.68,,,,,,,0.001,0.001,,0.005,0.005,,,11.29,,0.001,0.001,0.42,0.0364,0.0374,0.023,,0.026,,,0.023,0.027,1.81,,0.19,,
2008-08-12 11:03:00,2008PN010113,NW06MA0001,,,,,,,,,7.9,,,,5.4,,6.8,0.005,,0.094,0.005,0.28,0.10,,17.1,,18.1,,,,,,,,,0.004,,0.004,,,0.001,0.001,2.9,,3.0,,0.001,,0.001,2.29,,,1.16,,3,0.276,,,,0.036,0.052,0.005,0.005,1.28,0.046,,0.043,,0.014,,0.011,,5,,0.40,,0.32,,,,,,,,0.01,,,,,,,,0.06,,0.001,0.001,,,,,,,1.976,9.876,,,,,,,,,,,,,,8.6,,13.3,0.042,0.049,0.030,,0.005,0.7,,0.8,,,1.01,,,1.05,,2.80,,,0.036,,0.051,,,,,0.59,,0.16,0.001,0.001,,,,0.01,0.01,,0.021,0.16,,0.15,,,,,,,,,,,,,,,7.12,,,,0.01,0.01,0.001,0.001,,,0.43,,,,,14,3,0.74,0.77,,,,,,,,0.05,0.05,,0.001,0.001,0.21,,,,0.59,10.967,,22.6,,16.0,,16.5,0.69,,,,,,,0.001,0.001,,0.005,0.005,,,11.24,,0.001,0.001,0.39,0.0435,0.0427,0.033,,0.035,,,0.026,0.028,1.48,,0.19,,
2008-08-12 11:13:00,2008PN010115,NW06MA0001,,,,,,,,,7.9,,,,4.2,,6.3,0.005,,0.048,0.006,0.16,0.10,,18.1,,18.4,,,,,,,,,0.004,,0.004,,,0.001,0.001,3.0,,3.0,,0.001,,0.001,2.27,,,1.188,,2.9,0.271,,,,0.031,0.046,0.005,0.005,1.29,0.039,,0.041,,0.008,,0.009,,5,,0.33,,0.28,,,,,,,,0.01,,,,,,,,0.06,,0.001,0.001,,,,,,,1.926,9.826,,,,,,,,,,,,,,4.9,,11.6,0.037,0.044,0.007,,0.005,1.0,,0.8,,,1.01,,,0.49,,2.15,,,0.047,,0.041,,,,,0.24,,0.12,0.001,0.001,,,,0.01,0.01,,0.021,0.14,,0.16,,,,,,,,,,,,,,,7.11,,,,0.01,0.01,0.001,0.001,,,0.43,,,,,18,3,0.79,0.78,,,,,,,,0.05,0.05,,0.001,0.001,0.21,,,,0.60,11.18,,22.8,,16.9,,16.8,0.69,,,,,,,0.002,0.001,,0.005,0.005,,,11.24,,0.001,0.001,0.44,0.0395,0.0365,0.020,,0.029,,,0.027,0.029,0.51,,0.17,,
2008-08-13 13:43:00,2008PN010117,NW06OA0001,93,6.73,6.65,7.59,13.6,5.17,6.53,0.27,1.4,0.35,0.60,0.62,16.3,,21.3,0.005,,0.050,0.003,0.08,0.02,1.63,2.88,,3.14,9.96,2.95,9.42,10,8.7,17.1,8.63,3.93,0.003,,0.004,0.59,,0.001,0.001,0.8,,0.9,,0.003,,0.002,0.58,,,1.045,,1.8,0.232,,,,0.842,1.01,0.005,0.005,0.96,0.042,,0.038,1.09,0.010,,0.015,,5,,0.35,,0.34,,,100,25.1,8.16,1.07,,0.01,1.25,108,,,4.08,6.38,88,0.03,,0.007,0.009,0.44,0.31,,,,,0.789,2.189,0.56,0.33,0.46,0.41,,,,5.05,18,,,,,7.0,,15.5,0.705,0.838,0.011,,0.012,0.2,,0.2,,,0.18,,,0.97,,1.45,,0.82,0.022,,0.049,11.9,80,,,0.22,,0.13,0.001,0.002,,,,,,,0.030,0.09,,0.13,0.78,1.19,0.56,,1.04,0.65,1.16,0.88,5.12,6.12,0.28,0.34,13.4,89,6.42,7.05,6.2,,0.01,0.01,0.001,0.001,,,0.28,,,,106,10,3,1.08,1.13,,,,,-5.444,,,0.05,0.05,,0.001,0.001,1.14,,,,0.78,39.994,,9,17.308,4.15,,4.21,0.70,,,9.2,,,5.71,0.001,0.001,,0.005,0.005,,,5.46,0.74,0.001,0.001,0.37,0.128,0.132,0.029,,0.044,,,0.167,0.194,0.71,,0.54,,
2009-02-17 10:45:00,2008PN010153,NW06OA0001,,,,,,,,,2,,,,13.4,,16.0,0.01,,0.076,0.004,0.11,0.06,,3.84,,4.10,,,,,,,,,0.004,,0.005,,,0.001,0.001,0.9,,1.2,,0.012,,0.004,0.80,,,1.42,,2.5,0.104,,,,0.887,0.957,0.005,0.005,1.26,0.062,,0.037,,0.010,,0.007,,5,,0.41,,0.25,,,,,,,,0.01,,,,,,,,0.03,,0.007,0.009,,,,,,,1.027,3.027,,,,,,,,,,,,,,3.1,,3.9,0.859,0.913,0.181,,0.005,0.2,,0.3,,,0.25,,,0.88,,0.91,,,0.043,,0.046,,,,,0.15,,0.12,0.001,0.001,,,,,,,0.002,0.16,,0.15,,,,,,,,,,,,,,,6.44,8.09,,,0.01,0.01,0.001,0.001,,,0.36,,,,,20,3,1.38,1.46,,,,,-4.654,,,0.05,0.05,,0.001,0.001,1.48,,,,1.03,39.133,,12.5,15.747,5.57,,5.96,0.88,,,0,,,,0.001,0.002,,0.008,0.005,,,7.26,,0.001,0.001,0.39,0.139,0.140,0.032,,0.037,,,0.198,0.216,1.31,,0.57,,
2009-04-21 18:05:00,2009PN010008,NW06MA0001,,,,,,,,,8.18,,,,4.4,,4.9,0.01,,0.085,0.007,0.15,0.10,,19.1,,19.3,,,,,,,,,0.005,,0.004,,,0.001,0.001,3.5,,3.7,,0.003,,0.001,2.41,,,1.997,,3.7,0.254,,,,0.033,0.034,0.005,0.005,1.34,0.080,,0.042,,0.010,,0.007,,6,,0.39,,0.39,,,,,,,,0.01,,,,,,,,0.04,,0.001,0.001,,,,,,,2.325,10.505,,,,,,,,,,,,,,4.9,,7.3,0.036,0.037,0.109,,0.017,0.9,,0.8,,,1.09,,,0.57,,0.95,,,0.047,,0.040,,,,,0.18,,0.15,0.001,0.001,,,,,,,0.002,0.22,,0.34,,,,,,,,,,,,,,,6.9,,,,0.01,0.01,0.001,0.001,,,0.23,,,,,10,3,0.77,0.76,,,,,-3.896,,,0.05,0.05,,0.002,0.001,0.32,,,,0.56,10.143,,25.8,14.693,17.4,,16.7,0.69,,,0.5,,,,0.001,0.001,,0.005,0.005,,,11.548,,0.001,0.002,0.23,0.0421,0.0393,0.169,,0.035,,,0.025,0.026,1.49,,0.72,,
