DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA TOTAL,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM EXTRACTABLE,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM EXTRACTABLE,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ESCHERICHIA COLI,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,FLUORIDE TOTAL,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITROGEN KJELDAHL DISSOLVED,NITROGEN KJELDAHL TOTAL,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM EXTRACTABLE,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM TOTAL,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE,SULPHATE DISSOLVED,SULPHUR DISSOLVED,SULPHUR TOTAL,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL NITRATE,TUNGSTEN DISSOLVED,TUNGSTEN EXTRACTABLE,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM EXTRACTABLE,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2008-07-14 16:30:00,08PY000766,BC08NM0001,,,,,24.0,,,,0.052,,,0.52,,,27.5,,,0.002,,,,0.001,,,10.3,,,,0.011,34.1,,,,5.0,,,,0.08,,,0.007,,4.3,,,0.112,,,0.042,5.0,,,,0.71,0.0005,0.0005,0.071,,,,,16.0,0.19,,,,,,0.01,,,,,,124.0,,,,,,,,,43.2,,,0.051,,,0.032,,,3.1,,,9.36,,,,,11.0,,,3.35,,,,,0.4,,,0.003,,0.14,,,,0.21,,,,,,,8.2,,0.0105,0.008,,,0.001,,,,,,,,,1.58,,,,,,,,,0.35,,,,,0.001,,,,270.0,,,301.0,,28.0,,,,,33.0,24.0,,,,,,0.002,,,0.005,,,,,,0.028,0.6,,,2.56,,,0.883,,,,,0.041,,,0.26,,
2008-07-15 10:05:00,08PY000759,BC08NL0001,,,12.0,,50.5,,,,0.062,0.61,,0.59,17.6,,18.4,0.002,,0.004,,0.001,,0.001,4.6,,4.7,,0.004,,0.005,14.4,,,,1.9,,0.009,,0.064,0.008,,0.013,,2.0,0.064,,0.088,0.022,,0.034,5.0,,0.78,,0.9,0.0005,0.0005,0.005,,,,,6.0,0.04,,,,0.006,,0.016,,,,,,45.8,,,,,,,5.5,,39.4,0.013,,0.042,0.005,,0.024,0.5,,0.5,,,2.39,,,0.9,,2.15,0.938,,0.925,,,0.09,,0.11,0.001,,0.001,,0.03,,,,0.03,,,8.8,,,,7.6,,0.0065,0.015,0.001,,0.001,,,,,,,0.47,,0.53,,,,,,,0.07,,0.06,,,0.001,,0.001,,,,90.0,93.0,,95.4,,,,,,,16.0,14.0,,,,0.003,,0.003,0.005,,0.005,,,,0.008,,0.007,0.8,0.056,,0.0958,0.46,,0.534,,,0.035,,0.061,,,0.2,,
2008-07-15 18:45:00,08PY000755,BC08NL0005,,,,,130.0,,,,0.058,,,2.11,,,26.9,,,0.006,,,,0.004,,,4.3,,,,0.008,18.3,,,,1.2,,,,0.187,,,0.019,,1.8,,,0.226,,,0.274,5.0,,,,1.35,0.0005,0.0005,0.006,,,,,16.0,0.05,,,,,,0.04,,,,,,58.5,,,,,,,,,163.0,,,0.11,,,0.081,,,0.9,,,3.08,,,,,8.03,,,1.35,,,,,0.28,,,0.004,,0.07,,,,0.07,,,8.4,,,,7.7,,0.0101,0.007,,,0.001,,,,,,,,,0.73,,,,,,,,,0.12,,,,,0.002,,,,110.0,,,107.0,,,,,,,17.0,15.0,,,,,,0.003,,,0.005,,,,,,0.007,1.4,,,0.321,,,0.839,,,,,0.126,,,0.6,,
2008-07-28 18:25:00,08PY000939,BC08NM0001,,,,,18.7,,,,0.056,,,0.51,,,26.9,,,0.002,,,,0.001,,,10.7,,,,0.007,42.2,,,,4.4,,,,0.077,,,0.007,,4.4,,,0.067,,,0.042,5.0,,,,0.75,0.0005,0.0005,0.071,,,,,16.0,0.18,,,,,,0.012,,,,,,148.0,,,,,,,,,39.9,,,0.051,,,0.034,,,3.3,,,10.4,,,,,9.85,,,3.39,,,,,0.37,,,0.002,,0.16,,,,0.23,,,,,,,8.4,,0.0107,0.003,,,0.001,,,,,,,,,1.62,,,,,,,,,0.37,,,,,0.001,,,,290.0,,,305.0,,28.0,,,,,25.0,23.0,,,,,,0.002,,,0.005,,,,,,0.028,0.6,,,2.49,,,0.946,,,,,0.039,,,0.57,,
2008-07-29 07:24:00,08PY000937,BC08NL0005,,,,,58.7,,,,0.053,,,2.15,,,29.4,,,0.004,,,,0.002,,,5.0,,,,0.009,25.7,,,,1.4,,,,0.088,,,0.014,,2.5,,,0.14,,,0.321,5.0,,,,1.09,0.0005,0.0005,0.01,,,,,12.0,0.05,,,,,,0.019,,,,,,81.4,,,,,,,,,84.6,,,0.058,,,0.2,,,1.1,,,4.19,,,,,7.08,,,1.73,,,,,0.17,,,0.001,,0.17,,,,0.18,,,84.0,,,,8.0,,0.0065,0.006,,,0.001,,,,,,,,,0.77,,,,,,,,,0.16,,,,,0.001,,,,160.0,,,129.0,,,,,,,16.0,16.0,,,,,,0.008,,,0.005,,,,,,0.011,1.0,,,0.42,,,0.775,,,,,0.068,,,0.32,,
2008-07-29 09:10:00,08PY000934,BC08NL0001,,,,,26.9,,,,0.072,,,0.57,,,23.3,,,0.002,,,,0.001,,,5.7,,,,0.005,20.2,,,,1.2,,,,0.034,,,0.012,,2.6,,,0.079,,,0.023,5.0,,,,1.18,0.0005,0.0005,0.004,,,,,37.0,0.05,,,,,,0.011,,,,,,64.0,,,,,,,,,26.0,,,0.024,,,0.039,,,0.6,,,3.33,,,,,1.96,,,1.07,,,,,0.12,,,0.001,,0.17,,,,0.17,,,8.6,,,,8.0,,0.0071,0.008,,,0.001,,,,,,,,,0.68,,,,,,,,,0.09,,,,,0.001,,,,140.0,,,120.0,,,,,,,17.0,15.0,,,,,,0.01,,,0.005,,,,,,0.01,0.7,,,0.137,,,0.558,,,,,0.039,,,0.37,,
2008-08-11 19:40:00,08PY000879,BC08NM0001,,,,,23.6,,,,0.057,,,0.57,,,27.5,,,0.002,,,,0.001,,,11.3,,,,0.01,34.1,,,,4.2,,,,0.058,,,0.009,,4.4,,,0.082,,,0.045,5.0,,,,0.78,0.0005,0.0005,0.073,,,,,71.0,0.21,,,,,,0.011,,,,,,123.0,,,,,,,,,43.4,,,0.038,,,0.072,,,3.5,,,9.14,,,,,8.94,,,3.55,,,,,0.38,,,0.002,,0.13,,,,0.2,,,,,,,8.2,,0.0098,0.01,,,0.001,,,,,,,,,1.7,,,,,,,,,0.4,,,,,0.001,,,,280.0,,,315.0,,31.0,,,,,23.0,23.0,,,,,,0.002,,,0.005,,,,,,0.031,0.7,,,2.68,,,1.01,,,,,0.04,,,0.37,,
2008-08-12 06:38:00,08PY000869,BC08NL0005,,,,,49.6,,,,0.058,,,2.07,,,31.3,,,0.003,,,,0.001,,,5.9,,,,0.008,25.5,,,,3.0,,,,0.081,,,0.014,,2.4,,,0.146,,,0.331,5.0,,,,1.02,0.0005,0.0008,0.018,,,,,19.0,0.06,,,,,,0.016,,,,,,80.5,,,,,,,,,71.5,,,0.053,,,0.041,,,1.2,,,4.09,,,,,6.64,,,1.79,,,,,0.15,,,0.001,,0.11,,,,0.13,,,8.4,,,,8.1,,0.0064,0.004,,,0.001,,,,,,,,,0.79,,,,,,,,,0.19,,,,,0.001,,,,180.0,,,139.0,,,,,,,11.0,16.0,,,,,,0.002,,,0.005,,,,,,0.011,0.8,,,0.469,,,0.775,,,,,0.062,,,0.31,,
2008-08-12 10:20:00,08PY000874,BC08NL0001,,,5.4,,29.4,,,,0.077,0.57,,0.57,24.9,,25.5,0.001,,0.002,,0.001,,0.001,6.7,,6.1,,0.005,,0.008,20.9,,,,1.0,,0.003,,0.037,0.01,,0.013,,2.9,0.07,,0.097,0.019,,0.029,5.0,,0.93,,1.57,0.0005,0.0005,0.002,,,,,8.0,0.05,,,,0.006,,0.011,,,,,,66.7,,,,,,,3.8,,32.6,0.006,,0.024,0.068,,0.09,0.7,,0.6,,,3.51,,,0.89,,2.35,1.16,,1.11,,,0.08,,0.22,0.001,,0.001,,0.02,,,,0.02,,,8.4,,,,7.8,,0.0067,0.005,0.001,,0.001,,,,,,,0.66,,0.69,,,,,,,0.11,,0.1,,,0.001,,0.002,,,,140.0,135.0,,135.0,,,,,,,16.0,15.0,,,,0.003,,0.003,0.005,,0.005,,,,0.013,,0.016,0.5,0.133,,0.161,0.517,,0.544,,,0.02,,0.037,,,1.67,,
2008-08-25 20:20:00,08PY000992,BC08NM0001,,,,,37.7,,,,0.055,,,0.5,,,25.3,,,0.002,,,,0.001,,,10.4,,,,0.013,38.1,,,,3.7,,,,0.096,,,0.01,,3.9,,,0.095,,,0.049,5.0,,,,0.72,0.0005,0.0005,0.027,,,,,26.0,0.17,,,,,,0.016,,,,,,135.0,,,,,,,,,65.7,,,0.059,,,0.058,,,3.3,,,9.64,,,,,10.7,,,3.44,,,,,0.38,,,0.004,,0.16,,,,0.19,,,,,,,8.3,,0.0139,0.016,,,0.001,,,,,,,,,1.66,,,,,,,,,0.36,,,,,0.001,,,,280.0,,,298.0,,27.0,,,,,17.0,20.0,,,,,,0.006,,,0.005,,,,,,0.027,1.0,,,2.46,,,0.979,,,,,0.047,,,0.4,,
2008-08-26 07:54:00,08PY000990,BC08NL0005,,,,,22.5,,,,0.053,,,1.79,,,30.0,,,0.002,,,,0.001,,,5.4,,,,0.007,26.6,,,,1.9,,,,0.043,,,0.01,,2.5,,,0.095,,,0.286,5.0,,,,0.76,0.0005,0.0005,0.016,,,,,4.0,0.06,,,,,,0.009,,,,,,84.6,,,,,,,,,38.5,,,0.028,,,0.031,,,1.0,,,4.44,,,,,5.11,,,1.75,,,,,0.12,,,0.001,,0.05,,,,0.06,,,88.0,,,,8.1,,0.0051,0.012,,,0.001,,,,,,,,,0.69,,,,,,,,,0.17,,,,,0.001,,,,180.0,,,140.0,,,,,,,14.0,13.0,,,,,,0.005,,,0.005,,,,,,0.011,0.3,,,0.494,,,0.645,,,,,0.039,,,0.21,,
2008-08-26 13:10:00,08PY000985,BC08NL0001,,,4.9,,17.8,,,,0.073,0.58,,0.59,26.3,,25.9,0.001,,0.001,,0.001,,0.001,6.9,,6.9,,0.005,,0.005,21.6,,,,0.9,,0.003,,0.021,0.011,,0.013,,2.9,0.076,,0.075,0.021,,0.02,5.0,,1.09,,1.12,0.0005,0.0005,0.005,,,,,5.0,0.04,,,,0.006,,0.009,,,,,,69.8,,,,,,,3.4,,16.3,0.006,,0.016,0.008,,0.012,0.7,,0.7,,,3.83,,,0.91,,1.61,1.14,,1.15,,,0.07,,0.08,0.001,,0.001,,0.07,,,,0.07,,,8.4,,,,8.2,,0.005,0.006,0.001,,0.001,,,,,,,0.76,,0.74,,,,,,,0.12,,0.12,,,0.001,,0.001,,,,160.0,141.0,,143.0,,,,,,,18.0,15.0,,,,0.005,,0.004,0.005,,0.005,,,,0.02,,0.016,0.4,0.151,,0.165,0.535,,0.577,,,0.019,,0.028,,,0.17,,
2008-09-08 18:00:00,08PY001012,BC08NM0001,,,,,26.8,,,,0.057,,,0.48,,,24.8,,,0.002,,,,0.001,,,10.1,,,,0.011,34.2,,,,4.9,,,,0.082,,,0.008,,4.3,,,0.073,,,0.042,5.0,,,,0.66,0.0006,0.0005,0.032,,,,,,0.17,,,,,,0.012,,,,,,123.0,,,,,,,,,51.2,,,0.048,,,0.037,,,3.1,,,9.25,,,,,9.88,,,3.37,,,,,0.35,,,0.004,,0.14,,,,0.17,,,,,,,8.4,,0.0129,0.013,,,0.001,,,,,,,,,1.63,,,,,,,,,0.34,,,,,0.001,,,,280.0,,,289.0,,28.0,,,,,21.0,19.0,,,,,,0.005,,,0.005,,,,,,0.031,1.0,,,2.37,,,0.875,,,,,0.045,,,0.27,,
2008-09-09 09:05:00,08PY001018,BC08NL0001,,,3.9,,47.1,,,,0.068,0.51,,0.53,27.1,,27.7,0.001,,0.004,,0.001,,0.001,7.3,,7.5,,0.005,,0.005,22.2,,,,1.2,,0.005,,0.071,0.009,,0.015,,3.6,0.075,,0.102,0.021,,0.042,5.0,,0.97,,1.36,0.0005,0.0005,0.009,,,,,10.0,0.05,,,,0.004,,0.017,,,,,,71.6,,,,,,,5.0,,51.6,0.006,,0.04,0.018,,0.033,0.8,,0.8,,,3.91,,,0.87,,4.08,1.13,,1.12,,,0.09,,0.11,0.001,,0.001,,0.02,,,,0.02,,,9.6,,,,8.1,,0.0046,0.004,0.001,,0.001,,,,,,,0.66,,0.72,,,,,,,0.12,,0.13,,,0.001,,0.001,,,,170.0,142.0,,147.0,,,,,,,9.0,11.0,,,,0.002,,0.002,0.005,,0.005,,,,0.013,,0.012,0.4,0.152,,0.186,0.464,,0.578,,,0.019,,0.05,,,0.41,,
2008-09-10 06:56:00,08PY001048,BC08NL0005,,,,,17.4,,,,0.051,,,1.75,,,32.5,,,0.001,,,,0.001,,,5.8,,,,0.006,28.6,,,,0.7,,,,0.034,,,0.009,,2.2,,,0.104,,,0.297,5.0,,,,0.69,0.0005,0.0005,0.022,,,,,4.0,0.07,,,,,,0.008,,,,,,91.4,,,,,,,,,32.5,,,0.023,,,0.031,,,1.1,,,4.85,,,,,5.54,,,1.83,,,,,0.11,,,0.001,,0.02,,,,0.04,,,9.2,,,,8.2,,0.0046,0.005,,,0.001,,,,,,,,,0.68,,,,,,,,,0.19,,,,,0.001,,,,190.0,,,153.0,,,,,,,11.0,10.0,,,,,,0.004,,,0.005,,,,,,0.009,0.5,,,0.538,,,0.626,,,,,0.034,,,0.19,,
2008-09-21 16:10:00,08PY001074,BC08NM0001,,,,,19.2,,,,0.053,,,0.46,,,25.3,,,0.002,,,,0.001,,,10.4,,,,0.013,35.7,,,,3.0,,,,0.06,,,0.007,,4.7,,,0.087,,,0.036,5.0,,,,0.66,0.0005,0.0005,0.054,,,,,30.0,0.2,,,,,,0.009,,,,,,130.0,,,,,,,,,40.5,,,0.038,,,0.034,,,3.2,,,9.9,,,,,9.0,,,3.45,,,,,0.33,,,0.002,,0.15,,,,0.2,,,,,,,8.3,,0.0109,0.009,,,0.001,,,,,,,,,1.61,,,,,,,,,0.37,,,,,0.001,,,,290.0,,,292.0,,28.0,,,,,20.0,18.0,,,,,,0.005,,,0.005,,,,,,0.035,1.1,,,2.47,,,0.842,,,,,0.04,,,0.26,,
2008-09-23 09:19:00,08PY001079,BC08NL0005,,,,,9.1,,,,0.05,,,1.77,,,34.5,,,0.001,,,,0.001,,,6.6,,,,0.007,30.3,,,,1.5,,,,0.018,,,0.008,,3.1,,,0.101,,,0.449,5.0,,,,0.72,0.0005,0.0005,0.02,,,,,4.0,0.07,,,,,,0.006,,,,,,96.1,,,,,,,,,20.0,,,0.013,,,0.031,,,1.2,,,4.99,,,,,5.16,,,2.09,,,,,0.1,,,0.001,,0.08,,,,0.1,,,94.0,,,,8.2,,0.0032,0.004,,,0.001,,,,,,,,,0.7,,,,,,,,,0.22,,,,,0.001,,,,210.0,,,157.0,,,,,,,8.0,9.0,,,,,,0.005,,,0.005,,,,,,0.01,0.3,,,0.615,,,0.642,,,,,0.024,,,0.22,,
2008-09-23 10:05:00,08PY001077,BC08NL0001,,,2.1,,8.1,,,,0.069,0.49,,0.46,27.1,,27.5,0.001,,0.002,,0.001,,0.001,8.1,,7.3,,0.005,,0.004,24.1,,,,1.3,,0.002,,0.013,0.008,,0.009,,4.4,0.084,,0.073,0.02,,0.018,5.0,,0.82,,0.99,0.0005,0.0005,0.007,,,,,10.0,0.06,,,,0.004,,0.005,,,,,,77.9,,,,,,,3.8,,11.4,0.005,,0.01,0.005,,0.013,0.8,,0.8,,,4.29,,,0.94,,1.34,1.16,,1.12,,,0.08,,0.09,0.001,,0.001,,0.13,,,,0.14,,,11.0,,,,8.2,,0.0033,0.004,0.001,,0.001,,,,,,,0.63,,0.62,,,,,,,0.14,,0.14,,,0.001,,0.001,,,,170.0,149.0,,146.0,,,,,,,6.0,8.0,,,,0.001,,0.002,0.005,,0.005,,,,0.01,,0.011,0.5,0.18,,0.202,0.464,,0.453,,,0.017,,0.024,,,0.21,,
2008-10-07 10:15:00,08PY001154,BC08NL0001,,,2.0,,10.6,,,,0.061,0.49,,0.46,25.6,,26.4,0.001,,0.001,,0.001,,0.001,7.7,,7.5,,0.006,,0.005,22.9,,,,2.1,,0.003,,0.017,0.008,,0.009,,3.9,0.078,,0.067,0.021,,0.018,5.0,,0.81,,0.91,0.0005,0.0005,0.002,,,,,30.0,0.05,,,,0.004,,0.005,,,,,,74.7,,,,,,,4.5,,13.4,0.005,,0.012,0.005,,0.008,0.8,,0.8,,,4.23,,,0.85,,1.24,1.34,,1.35,,,0.08,,0.08,0.001,,0.001,,0.04,,,,0.04,,,10.0,,,,8.1,,0.0042,0.005,0.001,,0.001,,,,,,,0.57,,0.59,,,,,,,0.14,,0.14,,,0.001,,0.001,,,,160.0,141.0,,147.0,,,,,,,12.0,8.0,,,,0.001,,0.002,0.005,,0.005,,,,0.017,,0.014,0.2,0.158,,0.194,0.411,,0.428,,,0.017,,0.026,,,0.16,,
2008-10-07 10:18:00,08PY001153,BC08NL0005,,,,,12.2,,,,0.047,,,1.56,,,33.0,,,0.001,,,,0.001,,,5.9,,,,0.009,29.4,,,,1.8,,,,0.022,,,0.008,,3.1,,,0.1,,,0.37,5.0,,,,0.62,0.0006,0.0005,0.006,,,,,24.0,0.08,,,,,,0.006,,,,,,93.8,,,,,,,,,25.0,,,0.017,,,0.032,,,1.2,,,4.99,,,,,5.06,,,1.95,,,,,0.1,,,0.001,,0.07,,,,0.08,,,9.4,,,,8.1,,0.0042,0.003,,,0.001,,,,,,,,,0.67,,,,,,,,,0.22,,,,,0.001,,,,200.0,,,158.0,,,,,,,11.0,10.0,,,,,,0.004,,,0.005,,,,,,0.012,0.3,,,0.621,,,0.635,,,,,0.031,,,0.18,,
2008-10-07 18:15:00,08PY001156,BC08NM0001,,,,,13.3,,,,0.053,,,0.52,,,27.3,,,0.002,,,,0.001,,,11.3,,,,0.009,36.4,,,,4.2,,,,0.043,,,0.006,,5.1,,,0.067,,,0.034,5.0,,,,0.64,0.0005,0.0005,0.071,,,,,10.0,0.2,,,,,,0.008,,,,,,133.0,,,,,,,,,33.9,,,0.029,,,0.03,,,3.4,,,10.3,,,,,9.17,,,3.62,,,,,0.35,,,0.002,,0.18,,,,0.25,,,,,,,8.2,,0.0108,0.016,,,0.001,,,,,,,,,1.62,,,,,,,,,0.31,,,,,0.001,,,,290.0,,,323.0,,29.0,,,,,13.0,14.0,,,,,,0.007,,,0.005,,,,,,0.031,0.7,,,2.61,,,0.82,,,,,0.034,,,0.22,,
2008-10-19 17:50:00,08PY001229,BC08NM0001,,,,,12.1,,,,0.051,,,0.53,,,27.7,,,0.002,,,,0.001,,,11.7,,,,,36.2,,,,3.7,,,,0.057,,,0.005,,4.5,,,0.061,,,0.032,5.0,,,,0.7,0.0005,0.0005,0.073,,,,,1.0,0.2,,,,,,0.007,,,,,,131.0,,,,,,,,,29.3,,,0.036,,,0.027,,,3.6,,,9.93,,,,,8.52,,,3.66,,,,,0.37,,,0.001,,0.22,,,,0.29,,,,,,,8.3,,0.0138,0.017,,,0.001,,,,,,,,,1.66,,,,,,,,,0.35,,,,,0.001,,,,300.0,,,336.0,,30.0,,,,,10.0,10.0,,,,,,0.003,,,0.005,,,,,,0.026,0.5,,,2.74,,,0.808,,,,,0.036,,,0.22,,
2008-10-21 09:25:00,08PY001247,BC08NL0005,,,,,35.5,,,,0.048,,,1.06,,,28.5,,,0.002,,,,0.001,,,5.3,,,,0.006,22.9,,,,1.9,,,,0.045,,,0.009,,2.9,,,0.112,,,0.295,5.0,,,,0.71,0.0005,0.0005,0.003,,,,,4.0,0.07,,,,,,0.014,,,,,,73.1,,,,,,,,,51.2,,,0.028,,,0.026,,,0.9,,,3.85,,,,,4.87,,,1.46,,,,,0.12,,,0.001,,0.05,,,,0.06,,,10.0,,,,8.1,,0.0035,0.006,,,0.001,,,,,,,,,0.52,,,,,,,,,0.18,,,,,0.001,,,,160.0,,,134.0,,,,,,,7.0,5.0,,,,,,0.001,,,0.005,,,,,,0.008,0.7,,,0.443,,,0.556,,,,,0.047,,,0.26,,
2008-10-21 10:05:00,08PY001243,BC08NL0001,,,2.2,,61.2,,,,0.056,0.42,,0.43,22.7,,23.6,0.001,,0.004,,0.001,,0.001,6.8,,6.5,,0.005,,0.006,20.0,,,,1.7,,0.003,,0.095,0.006,,0.015,,4.0,0.072,,0.118,0.018,,0.053,5.0,,0.73,,1.35,0.0005,0.0005,0.002,,,,,1.0,0.05,,,,0.003,,0.019,,,,,,64.7,,,,,,,4.2,,71.5,0.006,,0.051,0.007,,0.082,0.6,,0.6,,,3.55,,,0.82,,5.47,1.1,,1.05,,,0.07,,0.11,0.001,,0.001,,0.06,,,,0.06,,,11.0,,,,8.0,,0.0035,0.005,0.001,,0.001,,,,,,,0.46,,0.53,,,,,,,0.12,,0.12,,,0.001,,0.001,,,,140.0,133.0,,133.0,,,,,,,7.0,4.0,,,,0.003,,0.006,0.005,,0.005,,,,0.014,,0.014,0.5,0.12,,0.171,0.339,,0.48,,,0.021,,0.067,,,0.53,,
2008-11-04 10:00:00,08PY001292,BC08NL0001,,,1.9,,15.0,,,,0.054,0.4,,0.39,23.0,,23.2,0.001,,0.001,,0.001,,0.001,6.3,,6.2,,0.004,,0.005,21.1,,,,1.5,,0.004,,0.031,0.006,,0.008,,3.9,0.078,,0.069,0.017,,0.02,5.0,,0.64,,0.75,0.0005,0.0005,0.003,,,,,1.0,0.05,,,,0.003,,0.006,,,,,,68.5,,,,,,,4.2,,21.6,0.005,,0.018,0.006,,0.021,0.6,,0.6,,,3.88,,,0.69,,1.31,1.01,,0.976,,,0.06,,0.06,0.001,,0.001,,0.02,,,,0.02,,,11.0,,,,8.1,,0.0033,0.007,0.001,,0.001,,,,,,,0.42,,0.44,,,,,,,0.13,,0.14,,,0.001,,0.001,,,,160.0,135.0,,133.0,,,,,,,4.0,4.0,,,,0.002,,0.002,0.005,,0.005,,,,0.006,,0.007,0.6,0.139,,0.182,0.299,,0.336,,,0.019,,0.028,,,0.35,,
2008-11-04 10:13:00,08PY001303,BC08NL0005,,,,,9.7,,,,0.048,,,1.15,,,29.9,,,0.001,,,,0.001,,,5.5,,,,0.007,27.1,,,,2.2,,,,0.016,,,0.007,,3.8,,,0.092,,,0.373,5.0,,,,0.55,0.0005,0.0005,0.022,,,,,3.0,0.06,,,,,,0.005,,,,,,86.5,,,,,,,,,20.8,,,0.013,,,0.053,,,1.1,,,4.57,,,,,4.42,,,1.66,,,,,0.09,,,0.001,,0.03,,,,0.05,,,110.0,,,,8.1,,0.0035,0.005,,,0.001,,,,,,,,,0.54,,,,,,,,,0.19,,,,,0.001,,,,180.0,,,151.0,,,,,,,6.0,6.0,,,,,,0.009,,,0.005,,,,,,0.009,0.4,,,0.53,,,0.528,,,,,0.027,,,0.21,,
