DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA TOTAL,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM EXTRACTABLE,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM EXTRACTABLE,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ESCHERICHIA COLI,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,FLUORIDE TOTAL,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITROGEN KJELDAHL DISSOLVED,NITROGEN KJELDAHL TOTAL,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM EXTRACTABLE,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM TOTAL,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE,SULPHATE DISSOLVED,SULPHUR DISSOLVED,SULPHUR TOTAL,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL NITRATE,TUNGSTEN DISSOLVED,TUNGSTEN EXTRACTABLE,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM EXTRACTABLE,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2005-12-20 07:05:00,06PY000461,BC08NM0001,,,,,13.7,,,,0.049,,,0.56,,,29.6,,,0.001,,,,0.001,,,11.2,,,,0.011,39.1,,,,3.4,,,,0.03,,,0.005,,5.0,,,0.085,,,0.025,5.0,,,,0.59,0.0005,0.0005,0.141,,,,,45.0,,0.26,,,,,0.005,,,,,,140.0,,,,,,,,,35.9,,,0.02,,,0.023,,,3.5,,,10.5,,,,,10.1,,,3.63,,,,,0.34,,,0.002,,,,,,,,,,,,,8.1,,0.0101,0.014,,,0.001,,,,,,,,,1.47,,,,,,,,,0.44,,,,,0.001,,,,313.0,,,364.0,,32.5,,,,,0.0,0.0,,,,,,0.002,,,0.005,,,,,,0.018,0.6,,,2.91,,,0.616,,,,,0.028,,,0.25,,
2005-12-20 10:05:00,06PY000465,BC08NL0001,,,,30.5,14.6,,,0.059,0.06,,0.39,0.35,,24.1,23.4,,0.003,0.001,,,0.001,0.001,,7.4,6.9,,,0.007,0.005,25.6,,,,0.5,,,0.021,0.036,,0.008,0.007,,,,0.108,0.093,,0.027,0.023,5.0,,,0.78,0.75,0.0005,0.0005,,,,,,1.0,,0.07,,,,0.008,0.004,,,,,,83.0,,,,,,,,18.7,17.3,,0.015,0.022,,0.053,0.055,,0.8,0.8,,,4.51,,,,1.5,1.37,,1.35,1.34,,,,0.13,0.11,,0.002,0.001,,,,,,,,,12.0,,,,7.9,,0.0038,0.008,,0.001,0.001,,,,,,,,0.44,0.43,,,,,,,,0.17,0.2,,,,0.002,0.001,,,,175.0,,156.0,155.0,,,,,,,,1.0,,,,,0.003,0.002,,0.005,0.005,,,,,0.002,0.002,0.4,,0.226,0.226,,0.393,0.381,,,,0.03,0.033,,0.38,0.39,,
2006-01-02 12:05:00,06PY000202,BC08NM0001,,,,,13.6,,,,0.046,,,0.53,,,28.1,,,0.001,,,,0.001,,,12.3,,,,0.012,38.4,,,,3.3,,,,0.029,,,0.005,,4.9,,,0.152,,,0.031,5.0,,,,0.6,0.001,0.0005,0.154,,,,,5.0,,0.24,,,,,0.006,,,,,,140.0,,,,,,,,,37.1,,,0.021,,,0.029,,,3.4,,,10.5,,,,,10.4,,,3.42,,,,,0.39,,,0.002,,,,,,,,,,,,,8.0,,0.0107,0.007,,,0.001,,,,,,,,,1.39,,,,,,,,,0.37,,,,,0.001,,,,305.0,,,347.0,,30.5,,,,,4.5,3.5,,,,,,0.001,,,0.005,,,,,,0.02,0.3,,,2.8,,,0.566,,,,,0.027,,,0.48,,
2006-01-03 10:05:00,06PY000199,BC08NL0001,,,,44.1,53.4,,,0.048,0.049,,0.34,0.37,,16.3,16.4,,0.004,0.005,,,0.001,0.001,,5.6,5.4,,,0.004,0.005,16.8,,,,1.7,,,0.085,0.09,,0.01,0.011,,,,0.103,0.114,,0.043,0.045,5.0,,,0.85,0.91,0.0005,0.0005,,,,,,1.0,,0.05,,,,0.01,0.015,,,,,,54.0,,,,,,,,49.6,59.0,,0.047,0.052,,0.318,0.491,,0.5,0.5,,,2.86,,,,1.88,2.17,,0.805,0.807,,,,0.12,0.14,,0.001,0.001,,,,,,,,,13.0,,,,7.4,,0.0059,0.003,,0.001,0.001,,,,,,,,0.34,0.34,,,,,,,,0.1,0.1,,,,0.001,0.001,,,,120.0,,108.0,109.0,,,,,,,,0.0,,,,,0.002,0.002,,0.005,0.005,,,,,0.003,0.002,0.5,,0.123,0.126,,0.38,0.378,,,,0.07,0.071,,0.5,0.57,,
2006-01-03 10:28:00,06PY000201,BC08NL0005,,,,42.7,49.1,,,0.041,0.041,,0.79,0.8,,24.2,24.3,,0.004,0.002,,,0.001,0.001,,5.3,5.0,,,0.007,0.007,20.0,,,,1.6,,,0.059,0.058,,0.007,0.008,,,,0.149,0.143,,0.273,0.268,5.0,,,0.76,0.74,0.0011,0.0005,,,,,,3.0,,0.06,,,,0.01,0.014,,,,,,63.0,,,,,,,,61.2,64.5,,0.037,0.039,,0.041,0.04,,0.8,0.8,,,3.26,,,,5.59,5.11,,1.22,1.23,,,,0.17,0.15,,0.001,0.001,,,,,,0.09,,,11.0,,,,7.7,,0.0049,0.002,,0.001,0.001,,,,,,,,0.38,0.38,,,,,,,,0.15,0.2,,,,0.001,0.001,,,,148.0,,123.0,125.0,,,,,,,2.0,1.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.005,0.005,0.6,,0.394,0.388,,0.488,0.49,,,,0.056,0.06,,0.34,0.39,,
2006-01-16 11:15:00,06PY000228,BC08NL0001,,,,41.0,53.5,,,0.045,0.044,,0.38,0.36,,16.8,17.1,,0.002,0.003,,,0.001,0.001,,6.1,5.7,,,0.001,0.001,18.8,,,,1.6,,,0.07,0.076,,0.008,0.008,,,,0.115,0.118,,0.032,0.039,5.0,,,0.77,0.81,0.0005,0.0005,,,,,,1.0,,0.06,,,,0.012,0.014,,,,,,60.0,,,,,,,,43.2,49.4,,0.042,0.044,,0.051,0.065,,0.4,0.3,,,3.24,,,,1.65,1.91,,0.835,0.837,,,,0.02,0.02,,0.001,0.001,,,,,,,,,13.0,,,,7.3,,0.0062,0.004,,0.001,0.001,,,,,,,,0.33,0.35,,,,,,,,0.11,0.1,,,,0.001,0.001,,,,137.0,,118.0,120.0,,,,,,,2.0,1.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.001,0.001,0.6,,0.136,0.145,,0.384,0.415,,,,0.062,0.066,,0.45,0.35,,
2006-01-17 08:17:00,06PY000229,BC08NL0005,,,,25.7,27.5,,,0.039,0.04,,0.79,0.82,,25.1,24.9,,0.001,0.001,,,0.001,0.001,,5.3,5.6,,,0.009,0.01,23.7,,,,1.6,,,0.028,0.03,,0.005,0.005,,,,0.116,0.115,,0.311,0.312,5.0,,,0.59,0.63,0.0005,0.0005,,,,,,3.0,,0.08,,,,0.008,0.011,,,,,,75.0,,,,,,,,34.8,38.6,,0.021,0.021,,0.022,0.024,,1.0,1.0,,,3.82,,,,3.7,3.85,,1.34,1.33,,,,0.02,0.02,,0.001,0.001,,,,,,0.07,,,11.0,,,,7.5,,0.002,0.003,,0.001,0.001,,,,,,,,0.37,0.37,,,,,,,,0.19,0.19,,,,0.001,0.001,,,,166.0,,135.0,134.0,,,,,,,0.0,1.0,,,,,0.001,0.002,,0.005,0.005,,,,,0.001,0.001,0.5,,0.441,0.444,,0.453,0.476,,,,0.037,0.038,,0.05,0.06,,
2006-01-18 07:10:00,06PY000232,BC08NM0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,,,,3.4,,,,,,,,,4.8,,,,,,,5.0,,,,,0.0005,0.0006,0.144,,,,,3.0,,0.26,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,0.0119,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,31.5,,,,,0.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2006-01-31 07:10:00,06PY000285,BC08NM0001,,,,,12.5,,,,0.043,,,0.55,,,28.3,,,0.002,,,,0.001,,,12.0,,,,0.009,39.1,,,,3.6,,,,0.032,,,0.005,,4.9,,,0.074,,,0.026,5.0,,,,0.55,,,0.142,,,,,1.0,,0.25,,,,,0.006,,,,,,140.0,,,,,,,,,37.0,,,0.021,,,0.016,,,3.3,,,10.7,,,,,11.2,,,3.39,,,,,,,,0.002,,,,,,,,,,,,,8.1,,0.0124,0.01,,,0.001,,,,,,,,,1.39,,,,,,,,,0.42,,,,,0.001,,,,295.0,,,348.0,,33.2,,,,,,1.0,,,,,,0.001,,,0.005,,,,,,0.02,0.8,,,2.81,,,0.546,,,,,0.026,,,0.24,,
2006-01-31 10:15:00,06PY000287,BC08NL0001,,,,18.0,24.6,,,0.05,0.055,,0.36,0.37,,19.1,19.3,,0.002,0.002,,,0.001,0.001,,6.4,6.6,,,0.005,0.005,22.5,,,,1.7,,,0.033,0.03,,0.007,0.008,,,,0.1,0.092,,0.028,0.026,5.0,,,0.66,0.72,,,,,,,,1.0,,0.04,,,,0.008,0.006,,,,,,72.0,,,,,,,,21.8,26.0,,0.022,0.021,,0.134,6.31,,0.6,0.6,,,3.93,,,,1.3,1.36,,1.05,1.09,,,,0.09,0.08,,0.001,0.001,,,,,,,,,13.0,,,,7.9,,0.0035,0.003,,0.001,0.001,,,,,,,,0.35,0.36,,,,,,,,0.18,0.19,,,,0.001,0.001,,,,154.0,,133.0,137.0,,,,,,,1.0,0.0,,,,,0.002,0.002,,0.005,0.005,,,,,0.005,0.005,0.3,,0.184,0.192,,0.355,0.346,,,,0.041,0.041,,0.31,0.29,,
2006-01-31 10:35:00,06PY000286,BC08NL0005,,,,11.7,15.7,,,0.039,0.041,,0.85,0.86,,26.4,27.1,,0.001,0.001,,,0.001,0.001,,5.5,5.7,,,0.011,0.013,27.8,,,,1.5,,,0.016,0.018,,0.005,0.005,,,,0.112,0.123,,0.325,0.321,5.0,,,0.51,0.62,,,,,,,,1.0,,0.06,,,,0.004,0.004,,,,,,88.0,,,,,,,,19.7,23.2,,0.012,0.014,,0.01,0.015,,0.9,0.9,,,4.48,,,,3.51,3.66,,1.48,1.52,,,,0.02,0.03,,0.001,0.001,,,,,,0.07,,,11.0,,,,8.0,,0.0027,0.004,,0.001,0.001,,,,,,,,0.39,0.4,,,,,,,,0.22,0.2,,,,0.001,0.001,,,,173.0,,145.0,148.0,,,,,,,1.0,1.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.006,0.006,0.4,,0.492,0.507,,0.447,0.468,,,,0.024,0.026,,0.15,0.29,,
2006-02-12 13:45:00,06PY000324,BC08NM0001,,,,,36.2,,,,0.048,,,0.5,,,24.3,,,0.001,,,,0.001,,,9.6,,,,0.008,36.2,,,,3.5,,,,0.116,,,0.007,,,,,0.069,,,0.037,5.0,,,,0.64,0.0005,0.0005,0.031,,,,,1.0,,0.21,,,,,0.014,,,,,,130.0,,,,,,,,,59.2,,,0.062,,,0.03,,,3.2,,,9.73,,,,,11.4,,,3.38,,,,,0.33,,,0.003,,,,,,,,,,,,,8.2,,0.0118,0.004,,,0.001,,,,,,,,,1.47,,,,,,,,,0.47,,,,,0.001,,,,289.0,,,314.0,,,,,,,5.0,4.0,,,,,,0.001,,,0.005,,,,,,0.008,1.0,,,2.62,,,0.688,,,,,0.099,,,0.38,,
2006-02-14 10:42:00,06PY000335,BC08NL0005,,,,13.1,15.6,,,0.035,0.038,,0.89,0.9,,29.8,29.4,,0.001,0.001,,,0.001,0.001,,4.4,4.4,,,0.002,0.006,30.9,,,,1.4,,,0.017,0.022,,0.005,0.005,,,,0.12,0.126,,0.32,0.322,5.0,,,0.54,0.56,0.0005,0.0005,,,,,,3.0,,0.1,,,,0.004,0.004,,,,,,99.0,,,,,,,,23.5,27.4,,0.011,0.014,,0.019,0.014,,1.1,1.1,,,5.24,,,,3.92,4.07,,1.75,1.71,,,,0.04,0.08,,0.001,0.001,,,,,,0.09,,,12.0,,,,7.9,,0.0021,0.003,,0.001,0.001,,,,,,,,0.45,0.44,,,,,,,,0.26,0.34,,,,0.001,0.001,,,,206.0,,172.0,166.0,,,,,,,2.0,1.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.001,0.001,0.4,,0.659,0.654,,0.441,0.439,,,,0.023,0.024,,0.09,0.05,,
2006-02-14 11:15:00,06PY000342,BC08NL0001,,,,49.7,46.3,,,0.049,0.049,,0.35,0.39,,19.4,21.1,,0.002,0.003,,,0.001,0.001,,6.8,6.2,,,0.007,0.004,21.8,,,,1.7,,,0.082,0.076,,0.011,0.011,,,,0.122,0.126,,0.041,0.036,5.0,,,0.97,0.74,0.0005,0.0005,,,,,,1.0,,0.06,,,,0.016,0.01,,,,,,71.0,,,,,,,,66.6,49.9,,0.043,0.042,,4.53,0.148,,0.6,0.6,,,3.92,,,,2.57,2.26,,0.939,0.985,,,,0.06,0.07,,0.001,0.001,,,,,,,,,12.0,,,,7.8,,0.0047,0.004,,0.001,0.001,,,,,,,,0.39,0.4,,,,,,,,0.14,0.19,,,,0.001,0.001,,,,160.0,,130.0,142.0,,,,,,,1.0,1.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.003,0.001,0.5,,0.17,0.168,,0.472,0.374,,,,0.06,0.056,,0.6,0.25,,
2006-02-28 10:35:00,06PY000389,BC08NL0005,,,,23.3,22.5,,,0.039,0.038,,0.94,0.86,,27.5,26.6,,0.001,0.002,,,0.001,0.001,,5.4,5.3,,,0.01,0.009,28.4,,,,1.4,,,0.03,0.026,,0.006,0.006,,,,0.121,0.121,,0.327,0.316,5.0,,,0.56,0.57,0.0005,0.0005,,,,,,5.0,,0.08,,,,0.006,0.008,,,,,,90.0,,,,,,,,33.9,33.2,,0.019,0.017,,0.019,0.018,,1.0,1.0,,,4.73,,,,4.29,4.18,,1.6,1.56,,,,0.18,0.11,,0.001,0.001,,,,,,0.39,,,11.0,,,,8.1,,0.0037,0.004,,0.001,0.001,,,,,,,,0.42,0.42,,,,,,,,0.25,0.25,,,,0.027,0.026,,,,190.0,,154.0,152.0,,,,,,,4.0,2.0,,,,,0.001,0.001,,0.007,0.005,,,,,0.008,0.007,0.6,,0.589,0.575,,0.482,0.498,,,,0.028,0.025,,0.17,0.13,,
2006-02-28 11:15:00,06PY000386,BC08NL0001,,,,21.7,27.3,,,0.05,0.049,,0.39,0.39,,20.5,20.7,,0.001,0.001,,,0.001,0.001,,7.1,7.3,,,0.007,0.007,22.9,,,,0.6,,,0.037,0.044,,0.008,0.008,,,,0.107,0.113,,0.026,0.03,5.0,,,0.7,0.7,0.0005,0.0005,,,,,,20.0,,0.06,,,,0.008,0.009,,,,,,74.0,,,,,,,,29.2,34.6,,0.022,0.025,,0.144,0.15,,0.6,0.6,,,4.09,,,,1.59,1.65,,0.987,1.01,,,,0.03,0.04,,0.001,0.001,,,,,,,,,12.0,,,,7.9,,0.0046,0.003,,0.001,0.001,,,,,,,,0.37,0.38,,,,,,,,0.18,0.15,,,,0.001,0.001,,,,168.0,,139.0,141.0,,,,,,,4.0,0.0,,,,,0.001,0.002,,0.005,0.005,,,,,0.003,0.003,0.6,,0.189,0.184,,0.373,0.393,,,,0.036,0.041,,0.88,,,
2006-02-28 17:30:00,06PY000394,BC08NM0001,,,,,21.9,,,,0.046,,,0.47,,,23.7,,,0.001,,,,0.001,,,10.6,,,,0.017,37.0,,,,4.4,,,,0.053,,,0.005,,4.4,,,0.11,,,0.03,5.0,,,,0.63,0.0005,0.0005,0.062,,,,,5.0,,0.21,,,,,0.007,,,,,,130.0,,,,,,,,,41.5,,,0.032,,,0.137,,,3.1,,,9.83,,,,,9.02,,,3.38,,,,,0.3,,,0.001,,,,,,,,,,,,,8.2,,0.0154,0.005,,,0.001,,,,,,,,,1.42,,,,,,,,,0.46,,,,,0.01,,,,288.0,,,322.0,,28.2,,,,,4.0,3.0,,,,,,0.001,,,0.005,,,,,,0.017,1.2,,,2.54,,,0.656,,,,,0.034,,,1.42,,
2006-03-14 08:10:00,06PY000439,BC08NM0001,,,,,54.4,,,,0.048,,,0.5,,,23.8,,,0.003,,,,0.001,,,11.0,,,,0.022,36.4,,,,5.5,,,,0.094,,,0.009,,4.4,,,0.147,,,0.046,5.0,,,,0.7,0.0005,0.0005,0.029,,,,,8.0,,0.21,,,,,0.017,,,,,,130.0,,,,,,,,,70.7,,,0.055,,,0.038,,,3.1,,,9.79,,,,,8.48,,,3.43,,,,,0.4,,,0.007,,,,,,,,,,,,,8.2,,0.0097,0.01,,,0.001,,,,,,,,,1.48,,,,,,,,,0.35,,,,,0.002,,,,295.0,,,321.0,,29.1,,,,,3.0,3.0,,,,,,0.001,,,0.005,,,,,,0.019,1.5,,,2.51,,,0.711,,,,,0.043,,,0.57,,
2006-03-14 09:15:00,06PY000442,BC08NL0001,,,,14.3,18.9,,,0.048,0.048,,0.36,0.35,,21.4,21.2,,0.002,0.001,,,0.001,0.001,,6.9,6.8,,,0.007,0.005,22.3,,,,1.2,,,0.033,0.047,,0.007,0.007,,,,0.091,0.115,,0.02,0.024,5.0,,,0.57,0.62,0.0005,0.0005,,,,,,1.0,,0.03,,,,0.004,0.004,,,,,,72.0,,,,,,,,19.7,22.7,,0.018,0.024,,0.382,1.49,,0.8,0.8,,,4.03,,,,1.34,1.43,,1.05,1.05,,,,0.02,0.03,,0.001,0.001,,,,,,,,,12.0,,,,8.0,,0.0033,0.006,,0.001,0.001,,,,,,,,0.38,0.39,,,,,,,,0.18,0.16,,,,0.001,0.003,,,,180.0,,150.0,149.0,,,,,,,,0.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.001,0.001,0.4,,0.208,0.206,,0.35,0.373,,,,0.032,0.034,,0.61,0.7,,
2006-03-14 09:20:00,06PY000438,BC08NL0005,,,,11.6,11.5,,,0.04,0.04,,1.0,0.96,,29.9,29.8,,0.001,0.001,,,0.001,0.001,,4.4,4.0,,,0.012,0.014,27.8,,,,0.5,,,0.016,0.016,,0.005,0.006,,,,0.124,0.112,,0.383,0.38,5.0,,,0.53,0.53,0.0005,0.0005,,,,,,7.0,,0.06,,,,0.003,0.004,,,,,,88.0,,,,,,,,22.3,22.3,,0.011,0.011,,0.013,0.01,,1.0,1.1,,,4.58,,,,4.57,4.49,,1.77,1.78,,,,0.14,0.07,,0.001,0.001,,,,,,0.08,,,11.0,,,,8.1,,0.0029,0.008,,0.001,0.001,,,,,,,,0.44,0.44,,,,,,,,0.25,0.33,,,,0.001,0.001,,,,210.0,,169.0,167.0,,,,,,,4.0,3.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.005,0.007,0.4,,0.655,0.637,,0.494,0.48,,,,0.019,0.018,,0.22,0.14,,
2006-03-28 07:20:00,06PY000487,BC08NM0001,,,,,41.7,,,,0.049,,,0.51,,,24.3,,,0.002,,,,0.001,,,11.2,,,,0.016,35.8,,,,5.4,,,,0.062,,,0.007,,4.5,,,0.526,,,0.053,5.0,,,,0.74,0.0005,0.0005,0.059,,,,,9.0,,0.21,,,,,0.011,,,,,,130.0,,,,,,,,,66.3,,,0.037,,,0.035,,,3.1,,,9.71,,,,,10.5,,,3.49,,,,,0.75,,,0.005,,,,,,,,,,,,,8.2,,0.0081,0.002,,,0.001,,,,,,,,,1.47,,,,,,,,,0.46,,,,,0.001,,,,291.0,,,320.0,,29.0,,,,,4.5,5.0,,,,,,0.001,,,0.011,,,,,,0.017,1.4,,,2.52,,,0.656,,,,,0.04,,,1.23,,
2006-03-28 09:35:00,06PY000489,BC08NL0005,,,,23.2,23.5,,,0.04,0.04,,0.97,0.98,,30.8,31.0,,0.001,0.001,,,0.001,0.001,,2.3,2.5,,,0.012,0.011,30.8,,,,2.1,,,0.042,0.046,,0.007,0.007,,,,0.123,0.13,,0.348,0.348,5.0,,,0.63,0.63,0.0005,0.0005,,,,,,10.0,,0.08,,,,0.007,0.006,,,,,,98.0,,,,,,,,32.5,32.9,,0.023,0.025,,0.016,0.018,,1.2,1.3,,,5.17,,,,4.56,4.48,,1.81,1.82,,,,0.1,0.09,,0.001,0.001,,,,,,0.11,,,10.0,,,,8.1,,0.003,0.003,,0.001,0.001,,,,,,,,0.49,0.49,,,,,,,,0.25,0.26,,,,0.001,0.001,,,,205.0,,166.0,166.0,,,,,,,8.0,6.0,,,,,0.001,0.001,,0.005,0.005,,,,,0.001,0.001,0.7,,0.636,0.642,,0.497,0.501,,,,0.026,0.027,,0.2,0.19,,
2006-03-28 10:15:00,06PY000488,BC08NL0001,,,,72.4,84.6,,,0.053,0.053,,0.35,0.38,,25.7,25.3,,0.01,0.009,,,0.001,0.001,,7.6,7.5,,,0.007,0.008,25.4,,,,2.6,,,0.196,0.202,,0.026,0.025,,,,0.157,0.153,,0.055,0.051,5.0,,,1.07,1.09,0.0005,0.0005,,,,,,1.0,,0.06,,,,0.02,0.019,,,,,,83.0,,,,,,,,73.5,78.8,,0.089,0.092,,0.682,0.24,,0.9,1.0,,,4.75,,,,2.91,2.83,,1.24,1.23,,,,0.16,0.14,,0.007,0.001,,,,,,,,,12.0,,,,8.1,,0.0074,0.002,,0.001,0.001,,,,,,,,0.61,0.59,,,,,,,,0.25,0.24,,,,0.001,0.001,,,,198.0,,160.0,159.0,,,,,,,5.0,3.0,,,,,0.002,0.002,,0.005,0.005,,,,,0.001,0.001,2.2,,0.241,0.248,,0.535,0.521,,,,0.086,0.081,,0.55,0.48,,
2006-04-11 07:20:00,06PY000539,BC08NM0001,,,,,77.7,,,,0.051,,,0.51,,,26.7,,,0.002,,,,0.001,,,10.9,,,,0.016,31.2,,,,4.4,,,,0.145,,,0.011,,5.1,,,0.344,,,0.072,5.0,,,,0.76,0.0005,0.0005,0.041,,,,,9.0,,0.25,,,,,0.025,,,,,,110.0,,,,,,,,,123.0,,,0.086,,,0.035,,,3.2,,,8.69,,,,,15.9,,,3.54,,,,,0.53,,,0.007,,,,,,,,,,,,,8.2,,,0.018,,,0.001,,,,,,,,,1.55,,,,,,,,,0.45,,,,,0.001,,,,287.0,,,322.0,,33.4,,,,,7.5,8.0,,,,,,0.001,,,0.005,,,,,,0.023,2.1,,,2.4,,,0.816,,,,,0.056,,,0.73,,
