DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM EXTRACTABLE,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM EXTRACTABLE,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLIFORMS TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ESCHERICHIA COLI,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FECAL STREPTOCOCCI,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITROGEN KJELDAHL DISSOLVED,NITROGEN KJELDAHL TOTAL,NITROGEN NITRITE,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS SOLUBLE REACTIVE,PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM EXTRACTABLE,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FIXED NONFILTERABLE,RESIDUE NONFILTERABLE,RESIDUE VOLATILE FILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE,SULPHATE DISSOLVED,SULPHUR DISSOLVED,SULPHUR TOTAL,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE),TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TOTAL NITRATE,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE),TUNGSTEN DISSOLVED,TUNGSTEN EXTRACTABLE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM EXTRACTABLE,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2004-08-17 11:10:00,2004PN090051,AL07AA0015,,,25.6,,3890.0,0.008,0.0,0.001,,0.052,0.03,,0.79,11.8,,54.6,0.001,,0.239,,0.001,,0.035,0.1,,0.1,,0.001,,0.014,,,,,,0.305,5.64,5.945,,,,,,,,,,0.046,,5.63,0.019,,3.18,250.0,5.0,135.0,0.08,,4.47,0.043,,20.0,,,33.0,17.0,,,,0.009,,1.05,,,,,,,,,,,,,,,10.9,,7240.0,0.002,,2.95,0.019,,3.81,0.6,,10.8,,,,,,0.95,,144.0,0.059,,0.057,,,0.04,,6.67,,,,,,,,0.116,,0.18,0.064,,10.19,,,,8.26,0.157,,0.158,0.002,,,,,,,,,,,444.0,,0.08,,2.79,,,,,,,,0.05,,0.05,,,,0.001,,0.006,,,,,,,,,,124.0,,290.0,,,,,,,,25.0,9.2,,,0.001,,0.018,,,,,,,,,,,,,411.0,617.0,0.182,,0.388,0.048,,3.43,,,,,,0.7,,13.0,,
2004-08-17 11:15:00,2004PN090052,AL07AA0015,,,24.8,,4030.0,0.005,0.0,0.001,,0.03,0.03,,0.79,12.1,,54.6,0.001,,0.239,,0.001,,0.034,0.1,,0.1,,0.001,,0.014,,,,,,0.227,5.82,6.047,,,,,,,,,,0.048,,5.76,0.014,,3.28,433.0,5.0,,0.08,,4.59,0.044,,33.0,,,17.0,33.0,,,,0.01,,1.04,,,,,,,,,,,,,,,10.2,,7460.0,0.003,,2.91,0.026,,3.79,0.6,,10.7,,,,,,0.92,,147.0,0.053,,0.053,,,0.03,,6.84,,,,,,,,0.116,,0.174,0.058,,,,,,8.26,0.143,,0.144,0.002,,,,,,,,,,,440.0,,0.08,,2.72,,,,,,,,0.05,,0.05,,,,0.001,,0.006,,,,,,,,,,119.0,,294.0,,,,,,,,25.0,9.2,,,0.001,,0.018,,,,,,,,,,,,,406.0,,0.19,,0.383,0.04,,3.52,,,,,,0.22,,13.2,,
2004-08-17 11:20:00,2004PN090053,AL07AA0015,,,36.8,,4160.0,0.005,0.0,0.001,,0.033,0.03,,0.77,12.2,,54.8,0.001,,0.242,,0.001,,0.034,0.1,,0.1,,0.001,,0.013,,,,,,0.27,6.74,7.01,,,,,,,,,,0.061,,5.66,0.017,,3.23,317.0,5.0,,0.09,,4.49,0.042,,17.0,,,67.0,50.0,,,,0.013,,1.02,,,,,,,,,,,,,,,19.0,,7190.0,0.006,,2.89,0.029,,3.75,0.6,,10.7,,,,,,1.22,,142.0,0.053,,0.051,,,0.04,,6.71,,,,,,,,0.079,,0.138,0.059,,,,,,8.26,0.145,,0.147,0.002,,,,,,,,,,,446.0,,0.1,,2.7,,,,,,,,0.05,,0.05,,,,0.001,,0.006,,,,,,,,,,120.0,,275.0,,,,,,,,25.0,9.2,,,0.001,,0.017,,,,,,,,,,,,,409.0,,0.181,,0.376,0.065,,3.45,,,,,,0.3,,12.9,,
2004-08-17 13:30:00,2004PN090056,AL07AA0023,,63.7,36.2,,3860.0,0.005,0.0,0.001,,0.053,0.04,,0.79,19.8,,63.0,0.002,,0.213,77.65,0.001,,0.032,0.1,,5.3,,0.001,,0.012,22.0,,,0.55,,0.35,6.62,6.97,0.0,,,,,,,,0.11,0.062,,4.51,0.025,,2.61,156.0,5.0,151.0,0.14,,3.79,0.037,,31.0,,,12.0,50.0,0.05,,,0.011,,0.99,,,,,12.889,,76.589,,,0.0,,,,,20.6,,5590.0,0.009,,,0.031,,3.23,1.1,,10.6,,,5.26,,,1.05,,122.0,0.11,,0.149,,,0.07,,5.46,,,,,,,,0.063,,0.155,0.092,,9.9,,,8.27,8.34,0.132,,0.133,0.002,,,,,,0.29,,,,,358.0,,0.16,,4.1,,,,,-0.194,,,0.05,,0.05,,,,0.001,,0.007,1.71,,,,0.48,1.34,,153.0,8.728,150.0,,262.0,,13.0,,,,,,25.0,14.0,,,0.001,,0.028,,,,,,,81.284,,,,,,316.0,,0.227,,0.409,0.053,,3.3,,,,,,0.28,,10.4,,
2004-08-31 10:45:00,04PY002081,BC07FD0005,,,,501.0,624.0,,,,0.091,0.114,,0.5,0.58,,82.6,85.0,,0.031,0.035,,,0.006,0.007,,4.5,4.8,,,0.07,0.074,37.8,,,,,4.1,,,,,0.684,0.775,,0.098,0.116,,,,0.817,1.4,,0.424,0.458,,5.0,,,1.76,2.01,,,39.0,,,8.0,,,,,,0.127,0.162,,,,,,,130.37792,,,,,,,,,928.0,1230.0,,0.305,0.358,,0.495,0.553,,4.1,4.4,,,8.74,,,,18.6,21.8,,1.23,1.24,,,,2.38,2.58,,0.015,0.023,,,,,,,,,,,,,8.1,,,,,0.006,,0.001,0.001,,,,,,,,,,,1.19,1.4,,,,,,,,,0.46,0.46,,,,,0.012,0.014,,,,,,,,235.0,,,150.0,149.0,,,,,,,13.0,11.4,,,,,0.017,0.019,,0.005,0.005,,,,,,,,0.003,0.004,19.7,,,0.51,0.522,,1.84,2.25,,,,0.629,0.693,,5.39,6.01,,
2004-09-14 09:45:00,04PY002230,BC07FD0005,,,,2010.0,2220.0,,,,0.175,0.176,,1.43,1.39,,197.0,180.0,,0.156,0.161,,,0.026,0.028,,8.4,8.5,,,0.266,0.264,32.7,,,,,7.5,,,,,4.02,4.06,,0.303,0.348,,,,3.52,3.78,,2.34,2.43,,60.0,,,6.15,6.55,,,43.0,,,80.0,,,,,,0.524,0.566,,,,,,,113.7723,,,,,,,,,4850.0,4900.0,,1.66,1.67,,2.78,2.88,,6.4,6.8,,,7.8,,,,92.6,96.4,,0.535,0.521,,,,8.76,9.17,,0.039,0.045,,,,,,,,,,,,,8.2,,,,,0.005,,0.002,0.002,,,,,,,,,,,3.7,4.24,,,,,,,,,0.36,0.33,,,,,0.065,0.068,,,,,,,,216.0,,,132.0,135.0,,,,,,,10.8,8.9,,,,,0.062,0.065,,0.005,0.005,,,,,,,,0.007,0.008,165.0,,,0.634,0.651,,6.85,7.52,,,,3.51,3.59,,24.2,25.4,,
2004-09-14 12:30:00,2004PN090064,AL07AA0015,,68.7,23.5,,211.0,0.005,0.0,0.001,,0.001,0.03,,0.08,42.3,,47.3,0.003,,0.017,83.745,0.001,,0.001,0.3,,0.1,,0.001,,0.001,22.5,,,0.515,,0.457,0.279,0.736,0.0,,,,,,,,0.13,0.061,,0.252,0.022,,0.128,2.0,5.0,169.0,0.11,,0.25,0.065,,2.0,,,2.0,2.0,0.07,,,0.006,,0.052,,,,,17.907,,86.607,,,0.0,,,,,12.6,,248.0,0.014,,0.147,0.03,,0.16,1.0,,1.4,,,7.39,,,0.91,,5.72,0.094,,0.095,,,0.07,,0.29,,,,,,,,0.02,,0.133,0.113,,10.21,,,8.22,8.4,0.007,,0.008,0.002,,,,,,0.28,,,,,13.2,,0.15,,0.39,,,,,-0.323,,,0.05,,0.05,,,,0.001,,0.001,2.8,,,,0.6,1.48,,170.0,9.045,191.0,,203.0,,17.3,,,,,,25.0,7.1,,,0.001,,0.002,,,,,,,92.578,,,,,,15.8,17.0,0.294,,0.307,0.061,,0.184,,,,,,0.34,,0.51,,
2004-09-14 14:00:00,2004PN090065,AL07AA0023,,69.6,20.8,,121.0,0.005,0.0,0.001,,0.001,0.04,,0.07,33.0,,35.1,0.003,,0.009,84.842,0.001,,0.001,0.8,,0.8,,0.001,,0.001,24.1,,,0.836,,0.812,0.225,1.037,0.0,,,,,,,,0.2,0.054,,0.166,0.021,,0.085,3.0,5.0,184.0,0.15,,0.24,0.053,,2.0,,,2.0,5.0,0.06,,,0.005,,0.028,,,,,23.267,,92.867,,,0.0,,,,,11.3,,156.0,0.011,,0.078,0.023,,0.107,1.7,,1.9,,,7.94,,,1.01,,4.42,0.146,,0.151,,,0.1,,0.26,,,,,,,,0.01,,0.129,0.124,,10.34,,,8.22,8.2,0.004,,0.004,0.002,,,,,,0.32,,,,,7.2,,0.19,,0.32,,,,,-0.477,,,0.05,,0.05,,,,0.001,,0.001,2.71,,,,0.82,1.878,,184.0,9.153,197.0,,203.0,,22.6,,,,,,25.0,7.5,,,0.001,,0.001,,,,,,,100.745,,,,,,7.94,6.9,0.307,,0.327,0.042,,0.129,,,,,,0.13,,0.39,,
2004-09-28 10:05:00,04PY002270,BC07FD0005,,,,57.0,55.5,,,,0.025,0.026,,0.23,0.23,,9.77,9.94,,0.01,0.009,,,0.001,0.001,,1.6,1.6,,,0.01,0.007,12.1,,,,,2.3,,,,,0.164,0.151,,0.005,0.005,,,,0.131,0.132,,0.032,0.03,,5.0,,,0.34,0.32,,,6.0,,,6.0,,,,,,0.012,0.013,,,,,,,37.13194,,,,,,,,,71.0,66.8,,0.183,0.171,,0.026,0.024,,0.9,0.9,,,1.68,,,,3.62,3.47,,0.746,0.739,,,,0.07,0.07,,0.006,0.005,,,,,,,,0.07,,,,,7.8,,,,,0.002,,0.001,0.001,,,,,,,,,,,0.61,0.6,,,,,,,,,0.07,0.09,,,,,0.001,0.001,,,,,,,,81.0,,,116.0,117.0,,,,,,,13.5,9.8,,,,,0.002,0.002,,0.005,0.005,,,,,,,,0.008,0.008,0.64,,,0.439,0.444,,0.439,0.453,,,,0.14,0.129,,0.14,0.13,,
2004-10-12 10:15:00,04PY002313,BC07FD0005,,,,552.0,656.0,,,,0.116,0.12,,0.69,0.76,,97.9,90.7,,0.046,0.048,,,0.009,0.01,,7.1,7.2,,,0.088,0.087,36.6,,,,,4.9,,,,,1.08,1.13,,0.114,0.141,,,,1.04,1.11,,0.932,0.796,,15.0,,,2.18,2.35,,,3.0,,,4.0,,,,,,0.148,0.176,,,,,,,127.66978,,,,,,,,,1520.0,1630.0,,0.447,0.478,,0.844,0.845,,4.1,4.1,,,8.81,,,,37.9,31.9,,0.997,1.04,,,,3.33,3.61,,0.019,0.019,,,,,,,,,,,,,7.7,,,,,0.004,,0.001,0.001,,,,,,,,,,,1.31,1.56,,,,,,,,,0.47,0.5,,,,,0.021,0.023,,,,,,,,229.0,,,140.0,137.0,,,,,,,2.8,7.5,,,,,0.019,0.021,,0.005,0.005,,,,,,,,0.005,0.005,21.0,,,0.524,0.532,,2.02,2.41,,,,0.997,0.95,,7.49,7.57,,
2004-10-26 08:50:00,04PY002356,BC07FD0005,,,,312.0,318.0,,,,0.077,0.081,,0.38,0.42,,60.2,61.8,,0.02,0.023,,,0.005,0.005,,3.9,4.3,,,0.057,0.06,33.4,,,,,2.9,,,,,0.526,0.553,,0.06,0.071,,,,0.565,0.59,,0.382,0.333,,5.0,,,1.37,1.32,,,2.0,,,1.0,,,,,,0.082,0.077,,,,,,,114.6966,,,,,,,,,735.0,731.0,,0.229,0.239,,0.36,0.371,,2.4,2.4,,,7.6,,,,19.7,15.6,,0.853,0.872,,,,1.83,1.72,,0.012,0.012,,,,,,,,,,,,,7.7,,,,,0.002,,0.001,0.001,,,,,,,,,,,0.8,0.91,,,,,,,,,0.26,0.38,,,,,0.006,0.007,,,,,,,,204.0,,,117.0,120.0,,,,,,,4.2,5.2,,,,,0.012,0.013,,0.005,0.005,,,,,,,,0.001,0.002,12.6,,,0.473,0.472,,1.23,1.28,,,,0.457,0.454,,3.43,3.54,,
2004-10-26 11:20:00,2004PN090089,AL07AA0015,,78.2,14.2,,61.6,0.005,0.0,0.012,,0.015,0.04,,0.05,50.2,,52.3,0.002,,0.009,95.326,0.001,,0.001,2.6,,2.4,,0.001,,0.001,25.8,,,1.008,,0.416,0.179,0.595,0.0,,,,,,,,0.23,0.07,,0.129,0.021,,0.08,1.0,5.0,195.0,0.1,,0.21,0.092,,1.0,,,1.0,1.0,0.07,,,0.043,,0.053,,,,,23.399,,101.599,,,0.0,,,,,10.1,,96.3,0.009,,0.05,0.029,,0.08,1.2,,1.3,,,9.03,,,1.05,,4.53,0.115,,0.124,,,0.09,,0.15,,,,,,,,0.017,,0.131,0.114,,12.51,,,8.21,8.17,0.004,,0.002,0.002,,,,,,0.33,,,,,6.4,,0.14,,0.2,,,,,-0.697,,,0.06,,0.05,,,,0.001,,0.001,3.45,,,,0.79,1.658,,194.0,9.564,242.0,,246.0,,21.2,,,,,,25.0,0.0,,,0.001,,0.001,,,,,,,108.228,,,,,,5.34,6.2,0.36,,0.367,0.038,,0.063,,,,,,0.11,,0.27,,
2004-10-26 13:10:00,2004PN090090,AL07AA0023,,78.3,9.4,,42.8,0.005,0.0,0.012,,0.012,0.04,,0.05,41.9,,42.8,0.002,,0.005,95.448,0.001,,0.001,3.1,,3.5,,0.001,,0.001,26.9,,,0.677,,0.522,0.115,0.637,0.0,,,,,,,,0.41,0.047,,0.077,0.014,,0.054,2.0,5.0,206.0,0.11,,0.18,0.082,,2.0,,,2.0,2.0,0.07,,,0.041,,0.052,,,,,27.94,,106.24,,,0.0,,,,,9.9,,71.6,0.006,,0.031,0.027,,0.056,1.9,,2.2,,,9.49,,,1.34,,3.42,0.202,,0.212,,,0.14,,0.17,,,,,,,,0.012,,0.124,0.112,,12.66,,,8.2,8.34,0.004,,0.003,0.002,,,,,,0.35,,,,,3.9,,0.18,,0.22,,,,,-0.467,,,0.06,,0.08,,,,0.001,,0.001,3.25,,,,1.14,2.273,,206.0,9.274,215.0,,218.0,,27.4,,,,,,25.0,1.2,,,0.001,,0.001,,,,,,,116.353,,,,,,3.2,3.7,0.403,,0.407,0.031,,0.082,,,,,,0.13,,0.15,,
2004-11-09 09:20:00,04PY002406,BC07FD0005,,,,275.0,361.0,,,,0.067,0.071,,0.31,0.33,,62.2,60.9,,0.019,0.02,,,0.004,0.003,,3.3,3.5,,,0.05,0.045,29.8,,,,,2.9,,,,,0.479,0.549,,0.059,0.071,,,,0.533,0.681,,0.281,0.296,,5.0,,,1.22,1.25,,,4.0,,,1.0,,,,,,0.071,0.094,,,,,,,102.413,,,,,,,,,550.0,649.0,,0.213,0.24,,0.327,0.351,,2.3,2.3,,,6.8,,,,13.6,13.7,,0.774,0.803,,,,1.58,1.61,,0.008,0.021,,,,,,,,,,,,,8.0,,,,,0.002,,0.001,0.001,,,,,,,,,,,0.77,0.97,,,,,,,,,0.32,0.33,,,,,0.004,0.003,,,,,,,,202.0,,,113.0,113.0,,,,,,,-6.6,4.2,,,,,0.01,0.011,,0.005,0.005,,,,,,,,0.001,0.001,12.5,,,0.468,0.453,,1.05,1.35,,,,0.42,0.424,,2.92,3.26,,
2004-11-16 12:30:00,2004PN090098,AL07AA0015,,79.0,9.5,,52.0,0.005,0.0,0.001,,0.003,0.01,,0.05,52.5,,54.3,0.001,,0.004,96.301,0.001,,0.001,1.4,,1.9,,0.001,,0.001,24.8,,,0.824,,0.468,0.081,0.549,0.0,,,,,,,,0.25,0.065,,0.119,0.011,,0.043,2.0,5.0,192.0,0.05,,0.1,0.092,,1.0,,,1.0,1.0,0.09,,,0.003,,0.011,,,,,18.455,,97.455,,,0.0,,,,,7.8,,68.7,0.006,,0.031,0.005,,0.044,1.1,,1.3,,,8.63,,,0.49,,2.1,0.096,,0.107,,,0.02,,0.07,,,,,,,,0.01,,0.121,0.116,,12.02,,,8.24,8.26,0.004,,0.002,0.002,,,,,,0.31,,,,,3.2,,0.13,,0.19,,,,,-0.578,,,0.05,,0.06,,,,0.001,,0.001,3.52,,,,0.8,1.749,,191.0,9.416,244.0,,248.0,,19.4,,,,,,25.0,1.1,,,0.001,,0.001,,,,,,,105.608,,,,,,4.12,3.9,0.344,,0.352,0.039,,0.05,,,,,,0.16,,0.24,,
2004-11-16 13:50:00,2004PN090099,AL07AA0023,,81.3,8.5,,37.7,0.005,0.0,0.006,,0.005,0.08,,0.08,42.0,,42.9,0.001,,0.003,99.105,0.001,,0.001,4.0,,4.1,,0.003,,0.001,27.5,,,0.791,,0.587,0.074,0.661,0.0,,,,,,,,0.5,0.058,,0.091,0.017,,0.043,2.0,5.0,213.0,0.14,,0.21,0.085,,2.0,,,2.0,2.0,0.1,,,0.005,,0.008,,,,,27.961,,109.261,,,0.0,,,,,15.9,,72.3,0.006,,0.023,0.022,,0.061,2.7,,2.6,,,9.86,,,1.33,,2.7,0.205,,0.205,,,0.08,,0.13,,,,,,,,0.013,,0.142,0.129,,11.86,,,8.25,8.29,0.004,,0.002,0.002,,,,,,0.36,,,,,2.1,,0.18,,0.22,,,,,-0.459,,,0.1,,0.06,,,,0.001,,0.001,3.36,,,,1.24,2.401,,210.0,9.207,232.0,,235.0,,26.4,,,,,,25.0,2.1,,,0.001,,0.001,,,,,,,118.477,,,,,,2.36,2.4,0.419,,0.424,0.032,,0.055,,,,,,0.45,,0.15,,
2004-11-23 16:00:00,04PY002497,BC07FD0005,,,,429.0,547.0,,,,0.094,0.091,,0.54,0.55,,66.3,82.1,,0.031,0.033,,,0.007,0.007,,3.7,3.9,,,0.079,0.067,32.0,,,,,2.8,,,,,0.789,0.835,,0.083,0.106,,,,0.805,0.897,,0.581,0.518,,15.0,,,1.67,1.73,,,1.0,,,1.0,,,,,,0.117,0.144,,,,,,,109.38888,,,,,,,,,1167.0,1090.0,,0.341,0.37,,0.703,0.595,,2.2,2.3,,,7.16,,,,32.8,20.5,,0.702,0.798,,,,2.71,2.32,,0.013,0.026,,,,,,,,,,,,,8.1,,,,,0.002,,0.001,0.001,,,,,,,,,,,1.04,1.28,,,,,,,,,0.31,0.26,,,,,0.011,0.016,,,,,,,,202.0,,,114.0,117.0,,,,,,,-5.5,4.1,,,,,0.016,0.016,,0.005,0.005,,,,,,,,0.003,0.006,16.2,,,0.499,0.522,,1.73,2.02,,,,0.671,0.683,,5.67,5.24,,
2004-12-07 09:15:00,04PY002519,BC07FD0005,,,,178.0,248.0,,,,0.059,0.056,,0.33,0.25,,43.9,44.0,,0.011,0.014,,,0.003,0.004,,2.5,0.9,,,0.04,0.042,30.3,,,,,3.4,,,,,0.317,0.39,,0.043,0.055,,,,0.383,0.504,,0.183,0.221,,5.0,,,1.06,1.04,,,1.0,,,1.0,,,,,,0.05,0.068,,,,,,,102.54964,,,,,,,,,407.0,462.0,,0.144,0.179,,0.23,0.28,,1.4,0.9,,,6.53,,,,9.2,10.6,,0.778,0.288,,,,1.23,1.01,,0.007,0.008,,,,,,,,,,,,,8.1,,,,,0.002,,0.001,0.001,,,,,,,,,,,0.63,0.64,,,,,,,,,0.25,0.06,,,,,0.004,0.004,,,,,,,,194.0,,,114.0,,,,,,,,-30.0,0.7,,,,,0.01,0.011,,0.005,0.005,,,,,,,,0.001,0.001,7.73,,,0.467,0.349,,0.864,0.945,,,,0.267,0.283,,2.61,3.96,,
2004-12-14 12:50:00,2004PN090111,AL07AA0015,,87.4,7.0,,49.4,0.005,0.0,0.001,,0.001,0.02,,0.02,59.7,,61.8,0.001,,0.001,106.541,0.001,,0.001,0.9,,0.9,,0.001,,0.001,26.9,,,1.153,,0.466,0.062,0.528,0.0,,,,,,,,0.31,0.069,,0.111,0.011,,0.033,1.0,5.0,209.0,0.05,,0.08,0.108,,1.0,,,1.0,1.0,0.08,,,0.001,,0.009,,,,,19.498,,106.898,,,0.0,,,,,5.2,,55.9,0.004,,0.026,0.005,,0.031,1.1,,1.2,,,9.65,,,0.4,,1.6,0.089,,0.088,,,0.04,,0.07,,,,,,,,0.01,,0.169,0.164,,12.31,,,8.28,8.16,0.004,,0.002,0.002,,,,,,0.45,,,,,2.6,,0.13,,0.17,,,,,-0.644,,,0.05,,0.05,,,,0.001,,0.001,3.91,,,,0.94,1.868,,209.0,9.447,272.0,,278.0,,21.1,,,,,,25.0,0.0,,,0.001,,0.001,,,,,,,116.258,,,,,,2.86,3.0,0.386,,0.399,0.019,,0.047,,,,,,0.25,,0.85,,
2004-12-14 13:55:00,2004PN090113,AL07AA0023,,,4.4,,27.9,0.005,0.0,0.001,,0.003,0.06,,0.05,46.3,,48.1,0.001,,0.001,,0.001,,0.001,3.6,,3.7,,0.001,,0.001,,,,,,0.504,0.054,0.558,,,,,,,,,,0.048,,0.081,0.012,,0.029,3.0,5.0,239.0,0.1,,0.14,0.107,,2.0,,,2.0,2.0,,,,0.001,,0.008,,,,,,,,,,,,,,,7.2,,53.1,0.002,,0.018,0.005,,0.031,2.4,,2.6,,,,,,1.13,,2.42,0.218,,0.221,,,0.04,,0.09,,,,,,,,0.01,,0.171,0.166,,12.01,,,,8.08,0.004,,0.002,0.002,,,,,,,,,,,3.6,,0.18,,0.21,,,,,,,,0.05,,0.05,,,,0.001,,0.001,,,,,,,,,,261.0,,268.0,,,,,,,,25.0,0.0,,,0.001,,0.001,,,,,,,,,,,,,1.82,1.8,0.474,,0.484,0.038,,0.057,,,,,,0.16,,0.18,,
