DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,2-(N-ETHYLPERFLUORO-1-OCTANESULFONAMIDO)-ETHANOL (N-ETFOSE),2-(N-METHYLPERFLUORO-1-OCTANESULFONAMIDO)-ETHANOL (N-MEFOSE),4:2 FLUOROTELOMERSULFONATE (4:2 FTS),4:2 FLUOROTELOMERSULFONATE-13C2 (4:2 FTS-13C2),6:2 FLUOROTELOMERSULFONATE (6:2 FTS),6:2 FLUOROTELOMERSULFONATE-13C2 (6:2 FTS-13C2),8:2 FLUOROTELOMERSULFONATE (8:2 FTS),8:2 FLUOROTELOMERSULFONATE-13C2 (8:2 FTS-13C2),ALKALINITY GRAN CACO3,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,AMMONIA TOTAL,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH TOTAL RECOVERABLE,BISPHENOL A,BISPHENOL E,BISPHENOL F,BISPHENOL S,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMINE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLOUR APPARENT,COLOUR TRUE,COMPLEXED ALUMINUM,COMPLEXED COPPER,COMPLEXED IRON,COMPLEXED LEAD,COMPLEXED MANGANESE,COMPLEXED ZINC,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DISSOLVED NITROGEN NITRATE,ETFOSAA-D5,FLUORIDE DISSOLVED,GALLIUM TOTAL RECOVERABLE,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM TOTAL RECOVERABLE,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM TOTAL RECOVERABLE,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MEFOSAA-D3,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,N-ETFOSA-D5,N-ETHYL PERFLUOROOCTANE SULFONAMIDOACETIC ACID (ETFOSAA),N-ETHYLPERFLUORO-1-OCTANESULFONAMIDE (N-ETFOSA),N-METHYL PERFLUOROOCTANE SULFONAMIDOACETIC ACID (MEFOSAA),N-METHYLPERFLUORO-1-OCTANESULFONAMIDE (N-MEFOSA),N-METHYLPERFLUOROOCTANESULFONAMIDE-D3 (MEFOSA-D3),NET-FOSE-D9,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NITRITE/NITRATE,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,NME-FOSE-D7,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PERFLUOROBUTANESULFONATE (PFBS),PERFLUOROBUTANESULFONATE-13C3 (PFBS-1-13C3),PERFLUOROBUTANOATE (PFBA),PERFLUOROBUTANOATE-13C4 (PFBA-13C4),PERFLUORODECANESULFONATE (PFDS),PERFLUORODECANOATE (PFDA),PERFLUORODECANOATE-13C6 (PFDA-13C6),PERFLUORODODECANESULFONATE (PFDOS),PERFLUORODODECANOATE (PFDOA),PERFLUORODODECANOATE-13C2 (PFDOA-13C2),PERFLUOROHEPTANESULFONATE (PFHPS),PERFLUOROHEPTANOATE (PFHPA),PERFLUOROHEPTANOATE-13C4 (PFHPA-13C4),PERFLUOROHEXANESULFONATE (PFHXS)  ,PERFLUOROHEXANESULFONATE-13C3 (PFHXS-1-13C3),PERFLUOROHEXANOATE (PFHXA),PERFLUOROHEXANOATE-13C5 (PFHXA-13C5),PERFLUORONONANESULFONATE (PFNS),PERFLUORONONANOATE (PFNA),PERFLUORONONANOATE-13C9 (PFNA-13C9),PERFLUOROOCTANE SULFONAMIDE (PFOSA OU FOSA),PERFLUOROOCTANE SULFONATE (PFOS),PERFLUOROOCTANESULFONAMIDE-13C8 (PFOSA-13C8 OU FOSA-13C8),PERFLUOROOCTANESULFONATE-13C8 (PFOS-1-13C8),PERFLUOROOCTANOATE (PFOA),PERFLUOROOCTANOATE-13C8 (PFOA-13C8),PERFLUOROPENTANESULFONATE (PFPES),PERFLUOROPENTANOATE (PFPEA),PERFLUOROPENTANOATE-13C5 (PFPEA-13C5),PERFLUOROTETRADECANOATE (PFTEDA),PERFLUOROTETRADECANOATE-13C2 (PFTEDA-13C2),PERFLUOROTRIDECANOATE (PFTRDA),PERFLUOROUNDECANOATE (PFUNA),PERFLUOROUNDECANOATE-13C7 (PFUNA),PH,PH (FIELD),PHOSPHORUS TOTAL,POTASSIUM DISSOLVED,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,RUBIDIUM TOTAL RECOVERABLE,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SODIUM DISSOLVED,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE/UNFILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE DISSOLVED,TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM DISSOLVED,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE
2009-11-24 11:00:00,2009-AT0506-0047,NB01AR0021,,,,,,,,,10.0,,20.0,138.0,172.0,,,,,0.1,,,,0.4,,,7.0,7.0,,,1.0,0.1,,,,,,,,,,,3.0,0.1,,,3.83,3.85,,,12.2,,10.2,,4.15,0.002,0.4,,,5.0,0.1,,,77.0,,100.0,2.0,0.13,20.0,2.0,2.0,54.0,,2.0,0.6,,,0.13,,,,0.17,0.24,,,,20.0,0.2,,,,0.72,0.73,,,33.0,41.0,,,,5.0,0.1,,,,,,,,,,6.0,0.7,,,,,,0.38,0.41,,12.3,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,6.32,0.023,0.8,,0.8,,,,,0.1,,,2.0,0.1,,,6.61,,6.57,,,,56.0,19.0,19.0,,,7.15,,5.08,,0.1,,,,0.1,,,1.0,1.5,,,1.6,0.0,,0.1,,,4.0,0.6,,,14.0,11.0,,
2009-11-24 13:50:00,2009-AT0506-0050,NB01AR0151,,,,,,,,,11.07,,20.0,,9.0,,,,,0.1,,,,0.3,,,,3.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.28,,,4.0,,3.5,,1.65,,0.4,,,,0.1,,,9.0,,,,,,,,32.9,,,0.3,,,0.04,,,,,0.02,,,,,0.1,,,,,0.61,,,,6.0,,,,,0.2,,,,,,,,,,,0.1,,,,,,0.19,0.19,,11.89,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,6.98,0.008,,,0.3,,,,,0.2,,,,0.1,,,,,1.48,,,,34.3,,23.0,,,2.1,,6.0,,0.1,,,,0.1,,,,0.2,,,0.1,0.0,,0.1,,,,0.1,,,,0.3,,
2009-11-24 15:10:00,2009-AT0506-0051,NB01AJ0008,,,,,,,,,109.2,,111.0,,26.0,,,,,0.1,,,,0.2,,,,10.0,,,,0.1,,,,,,,,,,,,0.1,,,,44.43,,,4.3,,4.1,,7.27,,0.4,,,,0.1,,,15.0,,,,,,,,250.0,,,0.6,,,0.67,,,,,0.06,,,,,0.1,,,,,3.5,,,,11.0,,,,,0.1,,,,,,,,,,,0.2,,,,,,0.81,0.81,,14.37,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,8.17,0.012,,,0.9,,,,,0.1,,,,0.1,,,,,3.85,,,,261.0,,281.0,,,9.17,,3.06,,0.1,,,,0.1,,,,0.5,,,0.5,0.7,,0.1,,,,0.2,,,,0.3,,
2010-01-07 10:00:00,2010-AT0506-0004,NB01AR0021,,,,,,,,,10.8,,20.0,115.0,143.0,,,,,0.1,,,,0.1,,,6.0,6.0,,,1.0,0.1,,,,,,,,,,,3.0,0.1,,,3.94,3.99,,,9.8,,8.6,,3.99,0.002,0.4,,,5.0,0.1,,,57.0,,103.0,2.0,0.14,20.0,2.0,2.0,50.3,,2.0,0.2,,,0.12,,,,0.14,0.21,,,,20.0,0.1,,,,0.72,0.73,,,25.0,38.0,,,,5.0,0.1,,,,,,,,,,6.0,0.1,,,,,,0.38,0.34,,13.83,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,6.5,0.019,0.6,,0.7,,,,,0.1,,,2.0,0.1,,,5.99,,5.98,,,,53.3,19.0,19.0,,,5.51,,0.06,,0.1,,,,0.1,,,1.0,0.1,,,0.2,0.0,,0.1,,,4.0,0.1,,,2.0,0.3,,
2010-01-07 10:30:00,2010-AT0506-0001,NB01AR0151,,,,,,,,,11.17,,20.0,,8.0,,,,,0.1,,,,0.3,,,,2.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.5,,,3.9,,3.8,,1.75,,0.4,,,,0.1,,,11.0,,,,,,,,32.7,,,0.3,,,0.02,,,,,0.02,,,,,0.1,,,,,0.65,,,,4.0,,,,,0.1,,,,,,,,,,,0.1,,,,,,0.14,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,5.62,0.005,,,0.41,,,,,0.1,,,,0.1,,,,,1.54,,,,35.5,,23.0,,,2.19,,0.42,,0.1,,,,0.1,,,,0.2,,,0.1,0.0,,0.1,,,,0.1,,,,0.3,,
2010-03-03 10:30:00,2010-AT0506-0005,NB01AR0151,,,,,,,,,11.31,,20.0,7.0,11.0,,,,,0.1,,,,0.1,,,2.0,2.0,,,1.0,0.1,,,,,,,,,,,3.0,0.1,,,4.45,4.5,,,3.9,,3.9,,1.7,0.002,0.4,,,5.0,0.1,,,11.0,,5.0,2.0,0.02,20.0,2.0,2.0,31.3,,2.0,0.3,,,0.02,,,,0.02,0.02,,,,20.0,0.1,,,,0.64,0.64,,,2.0,3.0,,,,5.0,0.1,,,,,,,,,,6.0,0.2,,,,,,0.17,0.19,,13.86,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,6.21,0.004,0.3,,0.3,,,,,0.1,,,2.0,0.1,,,1.56,,1.56,,,,34.8,23.0,23.0,,,2.15,,1.2,,0.1,,,,0.1,,,1.0,0.2,,,0.3,0.0,,0.1,,,4.0,0.1,,,2.0,0.2,,
2010-03-03 12:30:00,2010-AT0506-0006,NB01AR0021,,,,,,,,,8.6,,20.0,,120.0,,,,,0.1,,,,0.1,,,,4.0,,,,0.1,,,,,,,,,,,,0.1,,,,3.51,,,8.0,,7.6,,3.04,,0.4,,,,0.1,,,59.0,,,,,,,,34.8,,,0.3,,,0.04,,,,,0.19,,,,,0.1,,,,,0.67,,,,31.0,,,,,0.1,,,,,,,,,,,1.0,,,,,,0.3,0.34,,14.13,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,6.49,0.016,,,0.4,,,,,0.1,,,,0.1,,,,,3.47,,,,38.4,,16.0,,,3.48,,1.24,,0.1,,,,0.1,,,,1.1,,,0.4,0.0,,0.1,,,,0.3,,,,1.7,,
2010-04-14 10:30:00,2010-AT0506-0007,NB01AR0021,,,,,,,,,7.26,,20.0,85.0,111.0,,,,,0.1,,,,0.2,,,4.0,4.0,,,1.0,0.1,,,,,,,,,,,3.0,0.1,,,3.0,3.02,,,8.0,,7.5,,2.37,0.002,0.4,,,5.0,0.1,,,54.0,,73.0,2.0,0.07,20.0,2.0,2.0,35.1,,2.0,0.3,,,0.04,,,,0.1,0.14,,,,20.0,0.1,,,,0.5,0.55,,,14.0,22.0,,,,5.0,0.1,,,,,,,,,,6.0,0.8,,,,,,0.29,0.33,,11.97,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09,5.89,0.015,0.4,,0.4,,,,,0.1,,,2.0,0.0,,,3.3,,3.3,,,,34.9,14.0,14.0,,,3.94,,8.46,,0.1,,,,0.1,,,1.0,1.1,,,0.6,0.2,,0.1,,,4.0,0.3,,,2.0,1.3,,
2010-04-14 15:45:00,2010-AT0506-0008,NB01AJ0008,,,,,,,,,110.6,,112.5,,34.0,,,,,0.1,,,,0.2,,,,10.0,,,,0.1,,,,,,,,,,,,0.1,,,,44.92,,,3.1,,3.3,,6.69,,0.4,,,,0.1,,,10.0,,,,,,,,255.5,,,0.4,,,0.93,,,,,0.07,,,,,0.1,,,,,3.32,,,,17.0,,,,,0.1,,,,,,,,,,,0.4,,,,,,1.08,1.06,,13.01,103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,7.32,0.013,,,0.9,,,,,0.1,,,,0.0,,,,,3.63,,,,257.0,,273.0,,,8.87,,7.11,,0.1,,,,0.1,,,,0.5,,,0.3,2.3,,0.1,,,,0.1,,,,0.3,,
2010-04-15 11:10:00,2010-AT0506-0009,NB01AR0151,,,,,,,,,10.63,,20.0,,12.0,,,,,0.1,,,,0.2,,,,2.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.19,,,4.0,,4.0,,1.56,,0.4,,,,0.1,,,11.0,,,,,,,,31.3,,,0.3,,,0.02,,,,,0.02,,,,,0.1,,,,,0.59,,,,3.0,,,,,0.1,,,,,,,,,,,0.2,,,,,,0.18,0.17,,12.17,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.24,0.005,,,0.2,,,,,0.1,,,,0.0,,,,,1.43,,,,33.0,,21.0,,,2.0,,5.92,,0.1,,,,0.1,,,,0.2,,,0.3,0.0,,0.1,,,,0.1,,,,0.3,,
2010-05-11 11:15:00,2010-AT0506-0010,NB01AR0021,,,,,,,,,13.69,,20.0,,127.0,,,,,0.1,,,,0.3,,,,9.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.44,,,,,7.8,,5.43,,0.4,,,,0.1,,,44.0,,,,,,,,,,,0.5,,,0.07,,,,,0.17,,,,,0.1,,,,,0.67,,,,53.0,,,,,0.1,,,,,,,,,,,0.4,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,,0.026,,,1.2,,,,,0.1,,,,0.1,,,,,10.11,,,,79.6,,20.0,,,12.36,,,,0.1,,,,0.1,,,,1.5,,,2.1,,,0.1,,,,0.6,,,,3.8,,
2010-05-12 09:45:00,2010-AT0506-0011,NB01AJ0008,,,,,,,,,120.9,,122.5,,31.0,,,,,0.1,,,,0.1,,,,11.0,,,,0.1,,,,,,,,,,,,0.1,,,,48.12,,,,,3.9,,7.68,,0.4,,,,0.1,,,12.0,,,,,,,,265.0,,,0.6,,,0.53,,,,,0.08,,,,,0.1,,,,,3.76,,,,22.0,,,,,0.1,,,,,,,,,,,0.1,,,,,,0.66,,,10.79,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,7.65,0.013,,,0.9,,,,,0.1,,,,0.1,,,,,4.33,,,,277.0,,310.0,,,7.89,,9.34,,0.1,,,,0.1,,,,0.5,,,0.7,1.0,,0.1,,,,0.2,,,,0.3,,
2010-05-12 12:15:00,2010-AT0506-0012,NB01AR0151,,,,,,,,,11.39,,20.0,,13.0,,,,,0.1,,,,0.2,,,,2.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.29,,,,,4.2,,1.59,,0.4,,,,0.1,,,10.0,,,,,,,,30.1,,,0.3,,,0.02,,,,,0.02,,,,,0.1,,,,,0.61,,,,3.0,,,,,0.1,,,,,,,,,,,0.1,,,,,,0.16,,,11.49,101.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,7.69,0.009,,,0.3,,,,,0.1,,,,0.1,,,,,1.46,,,,33.8,,22.0,,,2.03,,9.86,,0.1,,,,0.1,,,,0.3,,,0.4,0.0,,0.1,,,,0.1,,,,0.3,,
2010-06-14 11:15:00,2010-AT0506-0013,NB01AR0021,,,,,,,,,11.57,,20.0,,133.0,,,,,0.1,,,,0.6,,,,7.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.02,,,,,10.0,,3.45,,0.4,,,,0.1,,,71.0,,,,,,,,71.8,,,0.5,,,0.06,,,,,0.25,,,,,0.2,,,,,0.7,,,,51.0,,,,,0.1,,,,,,,,,,,0.6,,,,,,0.35,,,8.89,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,6.6,0.026,,,0.7,,,,,0.1,,,,0.1,,,,,6.0,,,,54.4,,20.0,,,6.36,,19.13,,0.1,,,,0.1,,,,1.1,,,1.2,0.3,,0.1,,,,0.6,,,,4.3,,
2010-06-15 12:25:00,2010-AT0506-0014,NB01AJ0008,,,,,,,,,128.4,,129.9,,25.0,,,,,0.1,,,,0.5,,,,13.0,,,,0.1,,,,,,,,,,,,0.1,,,,50.14,,,,,4.6,,6.98,,0.4,,,,0.1,,,15.0,,,,,,,,270.0,,,0.6,,,0.33,,,,,0.08,,,,,0.1,,,,,4.09,,,,26.0,,,,,0.1,,,,,,,,,,,0.2,,,,,,0.49,,,11.32,117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,7.93,0.014,,,0.9,,,,,0.1,,,,0.1,,,,,4.28,,,,287.0,,340.0,,,7.03,,15.81,,0.1,,,,0.1,,,,0.5,,,0.5,1.9,,0.2,,,,0.2,,,,0.3,,
2010-06-15 14:35:00,2010-AT0506-0015,NB01AR0151,,,,,,,,,10.89,,20.0,,22.0,,,,,0.1,,,,0.2,,,,2.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.28,,,,,4.1,,1.53,,0.4,,,,0.1,,,11.0,,,,,,,,35.0,,,0.3,,,0.02,,,,,0.03,,,,,0.1,,,,,0.61,,,,6.0,,,,,0.1,,,,,,,,,,,0.2,,,,,,0.15,,,9.58,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,7.32,0.006,,,0.3,,,,,0.1,,,,0.1,,,,,1.44,,,,34.0,,22.0,,,1.95,,18.6,,0.1,,,,0.1,,,,0.7,,,0.4,-0.8,,0.1,,,,0.1,,,,0.3,,
2010-07-29 10:00:00,2010-AT0506-0016,NB01AJ0008,,,,,,,,,145.8,,147.5,,17.0,,,,,0.1,,,,1.0,,,,14.0,,,,0.1,,,,,,,,,,,,0.1,,,,55.67,,,,,5.2,,8.64,,0.4,,,,0.1,,,16.0,,,,,,,,319.2,,,0.6,,,0.06,,,,,0.09,,,,,0.1,,,,,5.06,,,,38.0,,,,,0.1,,,,,,,,,,,0.2,,,,,,0.33,,,9.25,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,7.93,0.023,,,1.27,,,,,0.1,,,,0.1,,,,,5.35,,,,321.0,,421.0,,,6.01,,22.42,,0.1,,,,0.1,,,,0.4,,,0.7,4.9,,0.2,,,,0.2,,,,0.3,,
2010-07-29 12:00:00,2010-AT0506-0017,NB01AR0151,,,,,,,,,10.94,,20.0,,12.0,,,,,0.1,,,,0.5,,,,2.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.32,,,,,4.1,,1.4,,0.4,,,,0.1,,,11.0,,,,,,,,32.9,,,0.2,,,0.02,,,,,0.02,,,,,0.1,,,,,0.62,,,,5.0,,,,,0.1,,,,,,,,,,,0.1,,,,,,0.18,,,8.4,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.72,0.005,,,0.29,,,,,0.1,,,,0.1,,,,,1.43,,,,34.1,,23.0,,,1.76,,23.21,,0.1,,,,0.1,,,,0.2,,,0.3,0.8,,0.1,,,,0.1,,,,0.3,,
2010-07-29 14:00:00,2010-AT0506-0018,NB01AR0021,,,,,,,,,13.93,,20.0,,119.0,,,,,0.1,,,,0.5,,,,8.0,,,,0.1,,,,,,,,,,,,0.1,,,,4.55,,,,,8.3,,4.12,,0.4,,,,0.1,,,49.0,,,,,,,,69.5,,,0.6,,,0.02,,,,,0.22,,,,,0.1,,,,,0.68,,,,63.0,,,,,0.1,,,,,,,,,,,0.4,,,,,,0.34,,,8.23,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,7.21,0.027,,,0.8,,,,,0.1,,,,0.1,,,,,8.66,,,,70.3,,22.0,,,8.87,,24.08,,0.1,,,,0.1,,,,0.7,,,1.0,1.7,,0.1,,,,0.5,,,,15.7,,
2010-09-02 13:00:00,2010-AT0506-0023,NB01AR0021,,,,,,,,,18.11,,20.0,,93.0,,,,,0.04,,,,0.83,,,,13.0,,,,0.01,,,,,,,,,,,,0.05,,,,5.72,,,,,7.9,,7.37,,0.14,,,,0.04,,,43.0,,,,,,,,90.4,,,0.54,,,0.07,,,,,0.21,,,,,0.18,,,,,0.82,,,,52.0,,,,,0.1,,,,,,,,,,,1.02,,,,,,0.36,,,7.89,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49,8.05,0.032,,,1.4,,,,,0.04,,,,0.01,,,,,12.2,,,,93.9,,27.0,,,11.05,,25.65,,0.01,,,,0.08,,,,0.71,,,1.0,0.0,,0.05,,,,0.69,,,,8.8,,
2010-09-02 16:00:00,2010-AT0506-0019,NB01AJ0008,,,,,,,,,125.3,,126.9,,19.0,,,,,0.05,,,,1.18,,,,14.0,,,,0.01,,,,,,,,,,,,0.02,,,,49.35,,,,,4.4,,11.55,,0.07,,,,0.06,,,29.0,,,,,,,,316.3,,,0.45,,,0.06,,,,,0.08,,,,,0.05,,,,,5.53,,,,47.0,,,,,0.08,,,,,,,,,,,0.5,,,,,,0.34,,,12.57,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,7.78,0.013,,,1.63,,,,,0.04,,,,0.01,,,,,7.09,,,,301.0,,410.0,,,7.24,,2.03,,0.01,,,,0.08,,,,0.24,,,0.7,0.0,,0.14,,,,0.2,,,,0.3,,
2010-09-03 13:20:00,2010-AT0506-0020,NB01AR0151,,,,,,,,,11.36,,20.0,,9.0,,,,,0.03,,,,0.28,,,,2.0,,,,0.01,,,,,,,,,,,,0.01,,,,4.57,,,,,4.0,,1.48,,0.05,,,,0.01,,,13.0,,,,,,,,32.8,,,0.23,,,0.02,,,,,0.02,,,,,0.02,,,,,0.66,,,,4.0,,,,,0.04,,,,,,,,,,,0.15,,,,,,0.17,,,8.17,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,7.78,0.005,,,0.4,,,,,0.06,,,,0.01,,,,,1.52,,,,35.6,,24.0,,,1.84,,26.01,,0.01,,,,0.08,,,,0.1,,,0.3,0.0,,0.02,,,,0.08,,,,0.2,,
2010-11-03 11:20:00,2010-AT0506-0024,NB01AR0021,,,,,,,,,11.66,,20.0,,104.0,,,,,0.06,,,,0.45,,,,7.0,,,,0.01,,,,,,,,,,,,0.02,,,,4.42,,,,,10.3,,4.24,,0.18,,,,0.05,,,66.0,,,,,,,,57.1,,,0.31,,,0.02,,,,,0.18,,,,,0.13,,,,,0.81,,,,32.0,,,,,0.08,,,,,,,,,,,1.04,,,,,,0.33,,,12.25,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,6.81,0.02,,,0.72,,,,,0.05,,,,0.01,,,,,5.52,,,,55.1,,21.0,,,5.77,,5.88,,0.01,,,,0.08,,,,1.0,,,1.0,0.0,,0.05,,,,0.39,,,,1.6,,
2010-11-04 09:15:00,2010-AT0506-0025,NB01AJ0008,,,,,,,,,131.2,,132.3,,12.0,,,,,0.06,,,,0.27,,,,12.0,,,,0.01,,,,,,,,,,,,0.01,,,,53.59,,,,,5.2,,8.85,,0.09,,,,0.03,,,16.0,,,,,,,,,,,0.25,,,0.58,,,,,0.06,,,,,0.02,,,,,4.31,,,,12.0,,,,,0.04,,,,,,,,,,,0.36,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,,0.007,,,1.02,,,,,0.03,,,,0.01,,,,,4.68,,,,306.0,,341.0,,,11.67,,,,0.01,,,,0.08,,,,0.2,,,0.6,,,0.13,,,,0.09,,,,0.1,,
2010-11-04 12:00:00,2010-AT0506-0026,NB01AR0151,,,,,,,,,11.7,,20.0,,6.0,,,,,0.06,,,,0.24,,,,2.0,,,,0.01,,,,,,,,,,,,0.01,,,,4.4,,,,,3.9,,1.57,,0.05,,,,0.01,,,11.0,,,,,,,,35.6,,,0.19,,,0.02,,,,,0.02,,,,,0.02,,,,,0.63,,,,4.0,,,,,0.04,,,,,,,,,,,0.14,,,,,,0.15,,,11.86,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,0.005,,,0.4,,,,,0.05,,,,0.01,,,,,1.48,,,,35.0,,23.0,,,2.01,,6.78,,0.01,,,,0.08,,,,0.15,,,0.3,2.5,,0.02,,,,0.08,,,,0.1,,
