DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,2-(N-ETHYLPERFLUORO-1-OCTANESULFONAMIDO)-ETHANOL (N-ETFOSE),2-(N-METHYLPERFLUORO-1-OCTANESULFONAMIDO)-ETHANOL (N-MEFOSE),4:2 FLUOROTELOMERSULFONATE (4:2 FTS),4:2 FLUOROTELOMERSULFONATE-13C2 (4:2 FTS-13C2),6:2 FLUOROTELOMERSULFONATE (6:2 FTS),6:2 FLUOROTELOMERSULFONATE-13C2 (6:2 FTS-13C2),8:2 FLUOROTELOMERSULFONATE (8:2 FTS),8:2 FLUOROTELOMERSULFONATE-13C2 (8:2 FTS-13C2),ALKALINITY GRAN CACO3,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,AMMONIA TOTAL,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH TOTAL RECOVERABLE,BISPHENOL A,BISPHENOL E,BISPHENOL F,BISPHENOL S,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMINE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLOUR APPARENT,COLOUR TRUE,COMPLEXED ALUMINUM,COMPLEXED COPPER,COMPLEXED IRON,COMPLEXED LEAD,COMPLEXED MANGANESE,COMPLEXED ZINC,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DISSOLVED NITROGEN NITRATE,ETFOSAA-D5,FLUORIDE DISSOLVED,GALLIUM TOTAL RECOVERABLE,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM TOTAL RECOVERABLE,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM TOTAL RECOVERABLE,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MEFOSAA-D3,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,N-ETFOSA-D5,N-ETHYL PERFLUOROOCTANE SULFONAMIDOACETIC ACID (ETFOSAA),N-ETHYLPERFLUORO-1-OCTANESULFONAMIDE (N-ETFOSA),N-METHYL PERFLUOROOCTANE SULFONAMIDOACETIC ACID (MEFOSAA),N-METHYLPERFLUORO-1-OCTANESULFONAMIDE (N-MEFOSA),N-METHYLPERFLUOROOCTANESULFONAMIDE-D3 (MEFOSA-D3),NET-FOSE-D9,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NITRITE/NITRATE,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,NME-FOSE-D7,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PERFLUOROBUTANESULFONATE (PFBS),PERFLUOROBUTANESULFONATE-13C3 (PFBS-1-13C3),PERFLUOROBUTANOATE (PFBA),PERFLUOROBUTANOATE-13C4 (PFBA-13C4),PERFLUORODECANESULFONATE (PFDS),PERFLUORODECANOATE (PFDA),PERFLUORODECANOATE-13C6 (PFDA-13C6),PERFLUORODODECANESULFONATE (PFDOS),PERFLUORODODECANOATE (PFDOA),PERFLUORODODECANOATE-13C2 (PFDOA-13C2),PERFLUOROHEPTANESULFONATE (PFHPS),PERFLUOROHEPTANOATE (PFHPA),PERFLUOROHEPTANOATE-13C4 (PFHPA-13C4),PERFLUOROHEXANESULFONATE (PFHXS)  ,PERFLUOROHEXANESULFONATE-13C3 (PFHXS-1-13C3),PERFLUOROHEXANOATE (PFHXA),PERFLUOROHEXANOATE-13C5 (PFHXA-13C5),PERFLUORONONANESULFONATE (PFNS),PERFLUORONONANOATE (PFNA),PERFLUORONONANOATE-13C9 (PFNA-13C9),PERFLUOROOCTANE SULFONAMIDE (PFOSA OU FOSA),PERFLUOROOCTANE SULFONATE (PFOS),PERFLUOROOCTANESULFONAMIDE-13C8 (PFOSA-13C8 OU FOSA-13C8),PERFLUOROOCTANESULFONATE-13C8 (PFOS-1-13C8),PERFLUOROOCTANOATE (PFOA),PERFLUOROOCTANOATE-13C8 (PFOA-13C8),PERFLUOROPENTANESULFONATE (PFPES),PERFLUOROPENTANOATE (PFPEA),PERFLUOROPENTANOATE-13C5 (PFPEA-13C5),PERFLUOROTETRADECANOATE (PFTEDA),PERFLUOROTETRADECANOATE-13C2 (PFTEDA-13C2),PERFLUOROTRIDECANOATE (PFTRDA),PERFLUOROUNDECANOATE (PFUNA),PERFLUOROUNDECANOATE-13C7 (PFUNA),PH,PH (FIELD),PHOSPHORUS TOTAL,POTASSIUM DISSOLVED,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,RUBIDIUM TOTAL RECOVERABLE,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SODIUM DISSOLVED,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE/UNFILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE DISSOLVED,TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM DISSOLVED,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE
2019-09-26 09:35:00,2019-AT0506-0029,NB01AJ0126,,,,,,,,,89.0,,89.7,,,,15.1,,,,,0.08,,,,0.379,,,,7.77,,,,0.003,0.002,,,,,,6.4,0.02,,,,0.005,,,,35.4,,,6.55,,14.7,,,,0.088,,,,0.04,35.0,,,,,,,,227.2,,,,,0.48,0.29,,0.04,0.01,,,,56.1,0.016,,,,0.04,0.4,,,,3.106,,,,11.8,,,,,0.19,,,,,,,,,,,0.313,,,0.02,0.6,,,10.59,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,8.08,0.007,,,,,0.95,0.712,,,,0.053,,,,0.002,,,,,8.44,,228.0,,,,191.0,5.0,,12.47,,,,0.006,,,,0.01,,,,0.88,0.8,0.0,,,,0.114,,,,0.103,,,,0.74
2019-09-26 11:15:00,2019-AT0506-0028,NB01AJ0008,,,,,,,,,144.0,,145.0,,,,21.6,,,,,0.05,,,,0.422,,,,15.1,,,,0.003,0.002,,,,,,7.7,0.01,,,,0.005,,,,59.1,,,4.18,,13.1,,,,0.1,,,,0.05,26.0,,,,,,,,326.3,,,,,0.51,0.25,,0.04,0.01,,,,83.4,0.026,,,,0.05,0.5,,,,4.702,,,,16.0,,,,,0.15,,,,,,,,,,,0.305,,,0.02,0.52,,,10.7,101.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,8.22,0.012,,,,,1.61,0.547,,,,0.06,,,,0.004,,,,,6.39,,322.0,,,,363.0,8.0,,12.37,,,,0.006,,,,0.01,,,,1.02,1.5,0.0,,,,0.165,,,,0.155,,,,0.39
2019-11-19 11:05:00,2019-AT0506-0032,NB01AR0021,,,,,,,,,12.8,,11.4,,,,182.0,,,,,0.04,,,,0.461,,,,4.54,,,,0.015,0.002,,,,,,4.0,0.2,,,,0.016,,,,3.78,,,12.3,,4.3,,,,0.287,,,,0.08,127.0,,,,,,,,53.5,,,,,0.45,0.03,,0.06,0.03,,,,316.0,0.135,,,,0.16,0.3,,,,0.713,,,,29.8,,,,,0.15,,,,,,,,,,,0.476,,,0.02,0.4,,,13.42,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,6.97,0.018,,,,,0.79,1.77,,,,0.064,,,,0.005,,,,,6.23,,55.2,,,,18.8,5.2,,1.6,,,,0.006,,,,0.01,,,,2.09,3.1,5.2,,,,0.076,,,,0.344,,,,1.79
2019-11-19 15:05:00,2019-AT0506-0031,NB01AR0151,,,,,,,,,10.8,,10.6,,,,8.9,,,,,0.03,,,,0.21,,,,1.74,,,,0.003,0.002,,,,,,3.9,0.02,,,,0.005,,,,4.07,,,3.29,,1.7,,,,0.05,,,,0.01,13.0,,,,,,,,31.9,,,,,0.24,0.03,,0.03,0.01,,,,16.3,0.012,,,,0.01,0.1,,,,0.546,,,,5.7,,,,,0.15,,,,,,,,,,,0.122,,,0.02,0.17,,,12.18,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29,6.45,0.005,,,,,0.24,0.391,,,,0.042,,,,0.002,,,,,1.52,,31.9,,,,21.8,1.6,,3.05,,,,0.006,,,,0.01,,,,0.15,0.7,0.0,,,,0.021,,,,0.057,,,,0.23
2019-11-20 11:05:00,2019-AT0506-0034,NB01AJ0126,,,,,,,,,71.5,,72.6,,,,53.1,,,,,0.04,,,,0.302,,,,6.59,,,,0.005,0.002,,,,,,4.6,0.02,,,,0.005,,,,28.6,,,7.3,,14.0,,,,0.151,,,,0.05,41.0,,,,,,,,199.4,,,,,0.44,0.33,,0.03,0.01,,,,124.0,0.045,,,,0.05,0.3,,,,2.75,,,,20.6,,,,,0.15,,,,,,,,,,,0.336,,,0.02,0.59,,,13.87,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,7.98,0.011,,,,,0.77,0.475,,,,0.04,,,,0.003,,,,,8.07,,206.0,,,,155.0,7.6,,0.36,,,,0.006,,,,0.01,,,,0.9,1.2,0.0,,,,0.094,,,,0.124,,,,0.63
2019-11-20 13:20:00,2019-AT0506-0033,NB01AJ0008,,,,,,,,,132.0,,133.0,,,,26.1,,,,,0.04,,,,0.197,,,,12.1,,,,0.003,0.002,,,,,,6.5,0.02,,,,0.005,,,,52.1,,,4.35,,13.3,,,,0.109,,,,0.05,18.0,,,,,,,,308.4,,,,,0.35,0.78,,0.04,0.01,,,,66.1,0.027,,,,0.02,0.3,,,,4.077,,,,11.5,,,,,0.15,,,,,,,,,,,0.224,,,0.02,0.99,,,13.63,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,8.0,0.01,,,,,1.05,0.342,,,,0.029,,,,0.002,,,,,6.87,,314.0,,,,326.0,10.1,,0.16,,,,0.006,,,,0.01,,,,0.46,1.1,0.0,,,,0.141,,,,0.096,,,,0.32
2020-03-04 11:00:00,2020-AT0506-0001,NB01AR0021,,,,,,,,,13.6,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,7.2,,5.7,,,,,,,,,64.0,,,,,,,,62.7,,,,,,0.04,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.33,,,13.58,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29,7.15,0.014,,,,,,,,,,,,,,,,,,,,,60.5,,,,,5.5,,1.57,,,,,,,,,,,,,1.8,1.47,,,,,,,,,,,,
2020-03-04 15:30:00,2020-AT0506-0002,NB01AR0151,,,,,,,,,11.3,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,4.02,,1.9,,,,,,,,,13.0,,,,,,,,35.1,,,,,,0.03,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.17,,,13.55,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,6.93,0.003,,,,,,,,,,,,,,,,,,,,,34.0,,,,,1.6,,1.27,,,,,,,,,,,,,0.4,0.41,,,,,,,,,,,,
2020-03-05 10:25:00,2020-AT0506-0003,NB01AJ0008,,,,,,,,,131.0,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,3.87,,13.9,,,,,,,,,27.0,,,,,,,,323.8,,,,,,1.01,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,1.22,,,13.22,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,7.68,0.022,,,,,,,,,,,,,,,,,,,,,317.0,,,,,9.8,,-0.09,,,,,,,,,,,,,4.3,3.83,,,,,,,,,,,,
2020-03-05 10:25:00,2020-AT0506-0004,NB01AJ0126,,,,,,,,,81.2,,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,4.46,,16.1,,,,,,,,,38.0,,,,,,,,231.8,,,,,,0.54,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.75,,,13.83,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,7.41,0.015,,,,,,,,,,,,,,,,,,,,,230.0,,,,,7.0,,-0.05,,,,,,,,,,,,,3.7,2.28,,,,,,,,,,,,
2020-11-24 09:25:00,2020-AT0506-0007,NB01AR0021,,,,,,,,,,,21.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65,,,,8.1,,11.7,,,,,,,,,,40.0,,,,,,,107.4,112.0,,,,,,,0.11,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,0.05,0.4,,,12.28,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.38,0.032,,,,1.66,,,,,,,,,,,,,,14.1,,,,,,,,15.0,,5.53,,,,,,,,,,,,,2.7,2.19,,,,,,,,,,,,
2020-11-24 16:30:00,2020-AT0506-0008,NB01AR0151,,,,,,,,,,,12.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,3.9,,2.1,,,,,,,,,,6.0,,,,,,,34.5,36.0,,,,,,,0.05,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.05,0.2,,,13.24,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.13,0.008,,,,0.22,,,,,,,,,,,,,,1.37,,,,,,,,1.0,,2.78,,,,,,,,,,,,,0.8,0.91,,,,,,,,,,,,
2020-11-25 10:20:00,2020-AT0506-0009,NB01AJ0008,,,,,,,,,,,78.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,,,,8.7,,12.0,,,,,,,,,,31.0,,,,,,,238.5,245.0,,,,,,,0.15,,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,0.67,0.67,0.05,0.8,,,14.7,100.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.57,0.018,,,,0.83,,,,,,,,,,,,,,4.23,,,,,,,,26.0,,-0.1,,,,,,,,,,,,,1.4,2.22,,,,,,,,,,,,
2020-11-26 12:00:00,2020-AT0506-0012,NB01AJ0126,,,,,,,,,,,34.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,9.7,,9.3,,,,,,,,,,41.0,,,,,,,138.6,142.0,,,,,,,0.16,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,0.29,0.29,0.05,0.5,,,14.82,103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.75,0.016,,,,0.47,,,,,,,,,,,,,,4.5,,,,,,,,14.0,,0.58,,,,,,,,,,,,,0.8,1.25,,,,,,,,,,,,
2021-06-02 10:45:00,2021-AT0506-0001,NB01AR0021,,,,,,,,,18.2,,17.0,,,,190.0,,,,,0.05,,,,0.731,,,,11.4,,,,0.013,0.002,,,,,,6.2,0.03,,,,0.054,,,,5.1,,,11.2,,11.1,,,,0.307,,,,0.07,100.0,,,,,,,,111.5,,,,,0.6,0.09,,0.04,0.04,,,,254.0,0.098,,,,0.16,0.5,,,,0.809,,,,69.4,,,,,0.15,,,,,,,,,,,0.429,,,0.01,0.6,,,9.16,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,6.29,0.04,,,,,1.5,3.88,,,,0.072,,,,0.002,,,,,16.0,,115.0,,,,26.2,14.9,,19.17,,,,0.006,,,,0.02,,,,1.43,1.8,0.3,,,,0.115,,,,0.39,,,,6.4
2021-06-02 14:55:00,2021-AT0506-0002,NB01AR0151,,,,,,,,,10.9,,10.8,,,,14.5,,,,,0.03,,,,0.24,,,,1.76,,,,0.004,0.002,,,,,,2.4,0.02,,,,0.005,,,,4.1,,,3.98,,1.9,,,,0.157,,,,0.01,14.0,,,,,,,,33.6,,,,,0.39,0.03,,0.02,0.01,,,,23.1,0.016,,,,0.02,0.2,,,,0.575,,,,5.6,,,,,0.15,,,,,,,,,,,0.153,,,0.02,0.16,,,9.56,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,7.43,0.005,,,,,0.23,0.409,,,,0.043,,,,0.002,,,,,1.6,,32.9,,,,21.5,1.6,,17.9,,,,0.006,,,,0.01,,,,0.23,0.4,0.0,,,,0.025,,,,0.057,,,,0.54
2021-06-03 09:35:00,2021-AT0506-0004,NB01AJ0126,,,,,,,,,62.4,,63.3,,,,43.2,,,,,0.16,,,,0.456,,,,6.36,,,,0.006,0.002,,,,,,6.0,0.02,,,,0.005,,,,24.0,,,7.82,,8.3,,,,0.246,,,,0.04,54.0,,,,,,,,160.3,,,,,0.52,0.16,,0.03,0.01,,,,104.0,0.047,,,,0.07,0.3,,,,2.28,,,,21.2,,,,,0.15,,,,,,,,,,,0.337,,,0.02,0.48,,,9.82,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,7.42,0.011,,,,,0.54,0.516,,,,0.062,,,,0.002,,,,,5.3,,163.0,,,,136.0,4.7,,15.67,,,,0.006,,,,0.01,,,,0.7,1.3,0.85,,,,0.068,,,,0.15,,,,1.09
2021-06-03 12:00:00,2021-AT0506-0003,NB01AJ0008,,,,,,,,,116.0,,117.0,,,,38.9,,,,,0.07,,,,0.37,,,,11.9,,,,0.004,0.002,,,,,,8.1,0.02,,,,0.005,,,,45.0,,,5.65,,8.4,,,,0.254,,,,0.06,35.0,,,,,,,,263.2,,,,,0.61,0.32,,0.03,0.01,,,,90.2,0.049,,,,0.05,0.4,,,,3.57,,,,23.0,,,,,0.15,,,,,,,,,,,0.306,,,0.02,0.6,,,10.42,101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,8.06,0.011,,,,,0.81,0.365,,,,0.049,,,,0.002,,,,,4.7,,265.0,,,,299.0,7.8,,13.99,,,,0.006,,,,0.01,,,,0.53,1.1,0.97,,,,0.116,,,,0.156,,,,0.78
2021-08-25 12:30:00,2021-AT0506-0007,NB01AR0021,,,,,,,,,20.2,,21.2,,,,168.0,,,,,0.05,,,,0.811,,,,9.23,,,,0.009,0.002,,,,,,5.6,0.03,,,,0.048,,,,4.8,,,9.96,,8.6,,,,0.176,,,,0.05,91.0,,,,,,,,113.6,,,,,0.45,0.14,,0.05,0.03,,,,266.0,0.049,,,,0.14,0.4,,,,0.799,,,,65.2,,,,,0.19,,,,,,,,,,,0.364,,,0.02,0.59,,,7.64,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.23,0.032,,,,,1.9,5.27,,,,0.079,,,,0.002,,,,,15.0,,111.0,,,,24.3,15.8,,26.55,,,,0.006,,,,0.02,,,,1.18,1.2,0.21,,,,0.088,,,,0.348,,,,4.38
2021-08-25 12:35:00,2021-ON0241-0101,NB01AR0021,2.98,3.98,1.59,101.0,1.44,86.5,1.59,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,50.0,40.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6,,,,,,,70.6,,,,,,,,,,,,,,,,,,,,,75.3,,,,,80.4,0.398,0.996,0.398,0.458,76.2,78.0,,,,,,,,,,117.0,9.69,95.9,0.398,94.4,1.59,86.7,0.398,0.398,84.1,0.398,0.398,79.1,0.398,0.529,97.5,0.398,91.7,0.398,87.9,0.398,0.47,77.7,0.398,0.465,97.7,91.2,0.645,89.8,0.4,0.797,79.0,0.398,66.9,0.398,0.398,87.3,,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.59,,,,,,,,,,,,,,0.21,,,,,,,,,,,,
2021-08-25 16:00:00,2021-AT0506-0008,NB01AR0151,,,,,,,,,11.2,,11.0,,,,9.5,,,,,0.04,,,,0.298,,,,2.05,,,,0.003,0.002,,,,,,2.6,0.02,,,,0.005,,,,4.2,,,3.72,,1.9,,,,0.067,,,,0.01,14.0,,,,,,,,35.2,,,,,0.32,0.03,,0.03,0.01,,,,14.4,0.01,,,,0.01,0.2,,,,0.593,,,,5.3,,,,,0.05,,,,,,,,,,,0.174,,,0.02,0.2,,,8.4,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.19,0.004,,,,,0.25,0.489,,,,0.045,,,,0.002,,,,,1.7,,33.8,,,,24.2,1.7,,26.86,,,,0.006,,,,0.01,,,,0.16,0.5,0.0,,,,0.025,,,,0.074,,,,1.21
2021-08-26 09:15:00,2021-AT0506-0009,NB01AJ0008,,,,,,,,,146.0,,146.0,,,,48.2,,,,,0.07,,,,0.873,,,,17.7,,,,0.004,0.002,,,,,,12.8,0.02,,,,0.005,,,,56.0,,,6.89,,11.9,,,,0.159,,,,0.08,41.0,,,,,,,,327.6,,,,,1.27,0.17,,0.04,0.02,,,,127.0,0.047,,,,0.08,0.7,,,,4.73,,,,37.6,,,,,0.1,,,,,,,,,,,0.422,,,0.02,0.56,,,8.36,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18,7.85,0.014,,,,,1.7,0.767,,,,0.053,,,,0.002,,,,,6.1,,324.0,,,,447.0,6.8,,22.17,,,,0.006,,,,0.01,,,,0.8,3.1,1.31,,,,0.191,,,,0.277,,,,3.46
2021-08-26 13:40:00,2021-AT0506-0010,NB01AJ0126,,,,,,,,,79.6,,80.3,,,,32.0,,,,,0.07,,,,0.802,,,,9.26,,,,0.004,0.002,,,,,,9.0,0.02,,,,0.005,,,,31.0,,,8.95,,9.9,,,,0.138,,,,0.05,49.0,,,,,,,,198.8,,,,,0.63,0.09,,0.03,0.01,,,,115.0,0.034,,,,0.07,0.5,,,,2.71,,,,32.0,,,,,0.2,,,,,,,,,,,0.467,,,0.02,0.5,,,9.09,112.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,8.28,0.012,,,,,0.82,0.956,,,,0.066,,,,0.003,,,,,6.2,,198.0,,,,195.0,4.7,,26.09,,,,0.006,,,,0.01,,,,0.49,1.5,0.17,,,,0.097,,,,0.227,,,,0.51
2021-12-20 10:40:00,2021-ON0241-0105,NB01AR0021,2.98,3.99,1.6,107.0,1.44,85.7,1.6,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,79.1,,,,,,,,,,,,,,,,,,,,,74.0,,,,,78.6,0.399,0.998,0.399,0.459,73.4,76.5,,,,,,,,,,120.0,14.25,97.7,0.399,95.3,1.6,88.7,0.399,0.399,93.1,0.399,0.399,86.6,0.399,0.401,109.0,0.399,94.4,0.399,86.1,0.399,0.399,86.5,0.399,0.399,97.8,93.5,0.399,93.2,0.401,0.798,86.0,0.399,72.5,0.399,0.399,94.3,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,1.65,,,,,,,,,,,,
2021-12-20 10:50:00,2021-AT0506-0011,NB01AR0021,,,,,,,,,10.9,,10.3,,,,209.0,,,,,0.04,,,,0.421,,,,7.07,,,,0.014,0.005,,,,,,3.2,0.02,,,,0.026,,,,4.1,,,12.4,,4.9,,,,0.257,,,,0.06,116.0,,,,,,,,55.0,,,,,0.45,0.04,,0.04,0.03,,,,253.0,0.143,,,,0.16,0.3,,,,0.765,,,,38.0,,,,,0.09,,,,,,,,,,,0.41,,,0.02,0.44,,,14.25,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,6.8,0.02,,,,,0.64,1.47,,,,0.066,,,,0.006,,,,,5.5,,54.0,,,,20.8,4.8,,0.01,,,,,,,,0.01,,,,1.87,1.4,1.65,,,,0.085,,,,0.3,,,,3.12
2021-12-20 14:35:00,2021-AT0506-0012,NB01AR0151,,,,,,,,,11.2,,11.4,,,,12.7,,,,,0.04,,,,0.234,,,,1.95,,,,0.003,0.002,,,,,,2.5,0.02,,,,0.005,,,,4.4,,,3.63,,2.0,,,,0.069,,,,0.01,13.0,,,,,,,,35.2,,,,,0.28,0.03,,0.03,0.01,,,,26.6,0.012,,,,0.01,0.1,,,,0.613,,,,8.0,,,,,0.05,,,,,,,,,,,0.141,,,0.02,0.18,,,13.88,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,7.48,0.004,,,,,0.26,0.412,,,,0.045,,,,0.005,,,,,1.5,,34.0,,,,24.6,1.6,,0.25,,,,,,,,0.01,,,,0.31,0.5,0.53,,,,0.022,,,,0.066,,,,0.33
