SITE_NO,DATE_TIME_HEURE,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS DISSOLVED CACO3,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITROGEN DISSOLVED NITRITE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
YT09AB0006,2023-12-27 12:15,46.6,4.7,,19.2,,0.101,,0.105,0.34,,0.34,29.1,,27.8,0.01,,0.01,0.001,,0.001,1.6,,1.5,,0.02,0.003,,0.007,15.2,,10.6,0.3,10.6,0.3,0.001,0.017,0.002,0.003,0.18,0.06,,0.09,0.006,,0.017,1.2,78.6,0.28,,0.3,,,,0.007,,,,0.06,,,0.016,,0.016,,,,,50.8,,,,,,,,2.3,,20.5,0.003,,0.012,0.02,,0.03,0.58,,0.61,,,3.1,,0.68,,1.31,1.5,,1.44,,,0.14,,0.17,0.001,,0.001,0.005,,0.08,0.07,,,13.5,0.002,0.002,7.82,0.01,0.0025,0.0006,0.002,0.002,0.7,,,,,2.0,0.85,,0.82,,,,,,,0.13,,0.12,1.5,,0.001,,0.001,1.1,,107.0,80.7,,74.8,7.7,,,-18.0,0.1,,,,0.003,,0.003,0.01,0.01,0.05,0.68,0.023,0.022,0.28,0.77,,0.721,0.15,,0.18,,,0.008,0.014,0.2,,0.2,,
YT09AB0006,2024-01-15 13:00,45.8,4.7,,17.6,,0.098,,0.098,0.3,,0.36,28.0,,27.8,0.01,,0.01,0.001,,0.001,1.2,,1.2,,0.02,0.002,,0.005,15.9,,10.4,0.5,10.3,0.5,0.002,0.015,0.001,0.003,0.15,0.11,,0.09,0.002,,0.011,1.8,106.0,0.14,,0.2,,,,0.017,,,,0.09,,,0.016,,0.013,,,,,51.5,,,,,,,,6.9,,27.6,0.004,,0.009,0.01,,0.02,0.32,,0.35,,,2.9,,1.4,,2.01,1.48,,1.39,,,0.13,,0.15,0.001,,0.001,0.005,,0.07,0.08,,,12.7,0.002,0.002,7.7,7.04,0.0019,0.0009,0.002,0.002,0.7,,,,,2.0,0.79,,0.79,,,,,,,0.13,,0.14,1.5,,0.001,,0.001,1.1,,107.0,75.8,,75.9,7.8,,,13.6,0.0,,,,0.003,,0.003,0.01,0.01,0.05,0.58,0.018,0.02,0.25,0.743,,0.718,0.15,,0.18,,,0.007,0.012,0.2,,0.2,,
YT09AB0006,2024-02-21 12:55,45.5,4.3,,12.9,,0.101,,0.095,0.33,,0.36,25.4,,26.4,0.01,,0.01,0.001,,0.001,1.4,,1.4,0.05,,0.003,,0.004,15.1,,9.6,1.0,9.6,1.0,0.001,0.009,0.002,0.003,0.11,0.07,,0.07,0.002,,0.007,1.2,107.0,0.24,,0.24,,,0.028,,,,,0.08,,,0.009,,0.016,,,,,50.1,,,,,,,,4.1,,20.8,0.003,,0.007,0.01,,0.01,0.55,,0.55,,,3.0,,1.22,,1.73,1.57,,1.46,,,0.08,,0.14,0.001,,0.001,,0.002,0.04,0.0384,,,12.1,0.002,0.002,7.8,7.79,0.002,0.0005,0.002,0.002,0.7,,,,,,0.78,,0.79,,,,,,,0.11,,0.12,1.5,,0.001,,0.001,1.2,,105.0,78.3,,81.6,8.72,,,1.7,0.0,,,,0.003,,0.003,0.01,0.01,0.05,0.25,0.02,0.023,0.27,0.741,,0.73,0.13,,0.15,,,0.005,0.01,0.2,,0.2,,
YT09AB0006,2024-03-20 11:00,44.5,3.9,,24.5,,0.095,,0.095,0.42,,0.37,26.8,,27.3,0.01,,0.01,0.001,,0.001,1.5,,1.5,,0.02,0.004,,0.004,15.6,,9.6,0.9,9.5,0.9,0.003,0.02,0.001,0.004,0.15,0.05,,0.11,0.002,,0.011,1.4,107.0,0.32,,0.29,,,,0.011,,,,0.11,,,0.012,,0.019,,,,,50.7,,,,,,,,2.4,,26.7,0.003,,0.012,0.02,,0.04,0.58,,0.59,,,2.9,,1.03,,1.82,1.6,,1.6,,,0.14,,0.16,0.001,,0.002,0.005,,0.05,0.07,,,12.6,0.002,0.002,7.78,7.74,0.0017,0.0005,0.002,0.002,0.5,,,,,2.0,0.78,,0.83,,,,,,,0.11,,0.14,1.6,,0.019,,0.015,1.2,,106.0,78.2,,80.1,8.3,,,-1.9,0.2,,,,0.003,,0.003,0.01,0.01,0.05,0.75,0.013,0.014,0.34,0.8,,0.811,0.16,,0.2,,,0.008,0.014,0.2,,0.3,,
YT09AB0006,2024-04-03 10:45,46.1,4.3,,116.0,,0.092,,0.105,0.35,,0.45,26.5,,29.9,0.01,,0.01,0.001,,0.002,1.6,,1.7,,0.02,0.004,,0.008,15.7,,9.8,1.0,9.8,1.2,0.006,0.114,0.001,0.013,0.16,0.06,,0.34,0.005,,0.061,2.6,100.0,0.33,,0.54,,,,0.013,,,,0.1,,,0.013,,0.041,,,,,51.6,,,,,,,,7.4,,149.0,0.005,,0.061,0.03,,0.17,0.57,,0.66,,,3.0,,3.35,,5.57,1.42,,1.53,,,0.16,,0.41,0.001,,0.009,0.005,,0.09,0.06,,,12.5,0.002,0.002,7.83,7.81,0.0048,0.0005,0.002,0.002,0.6,,,,,3.0,0.76,,0.93,,,,,,,0.13,,0.12,1.6,,0.001,,0.001,1.3,,107.0,80.7,,81.6,8.0,,,-0.8,1.1,,,,0.003,,0.006,0.01,0.01,0.05,4.6,0.018,0.021,1.5,0.752,,0.836,0.16,,0.42,,,0.01,0.053,0.2,,0.5,,
YT09AB0006,2024-05-28 11:45,47.7,7.5,,249.0,,0.087,,0.093,0.41,,0.52,27.5,,32.0,0.01,,0.01,0.001,,0.003,1.5,,1.6,,0.02,0.006,,0.009,15.9,,10.2,1.6,10.2,1.6,0.012,0.234,0.001,0.029,0.18,0.1,,0.63,0.037,,0.162,3.0,106.0,0.34,,0.63,,,,0.002,,,,0.09,,,0.012,,0.08,,,,,53.0,,,,,,,,4.3,,289.0,0.011,,0.125,0.03,,0.16,0.54,,0.68,,,3.2,,2.79,,9.98,1.45,,1.44,,,0.21,,0.72,0.001,,0.021,0.005,,0.1,0.1,,,11.2,0.002,0.002,7.9,7.91,0.0091,0.0005,0.002,0.002,0.8,,,,,6.0,0.74,,1.04,,,,,,,0.12,,0.12,1.6,,0.001,,0.002,1.3,,109.0,79.5,,81.0,7.4,,,10.0,6.9,,,,0.012,,0.014,0.01,0.01,0.24,10.4,0.017,0.021,4.65,0.819,,0.816,0.17,,0.76,,,0.014,0.109,0.2,,1.1,,
YT09AB0006,2024-06-17 11:20,47.5,8.9,,241.0,,0.1,,0.109,0.4,,0.64,28.4,,33.2,0.01,,0.01,0.001,,0.003,2.0,,1.7,,0.02,0.007,,0.009,16.0,,10.1,2.1,10.1,2.0,0.024,0.262,0.002,0.028,0.17,0.11,,0.57,0.008,,0.131,3.2,108.0,0.36,,0.74,,,,0.004,,,,0.1,,,0.004,,0.067,,,,,53.2,,,,,,,,7.9,,262.0,0.014,,0.13,0.03,,0.17,0.5,,0.63,,,3.2,,2.9,,9.28,1.56,,1.52,,,0.21,,0.65,0.001,,0.025,0.005,,0.08,0.07,,,10.4,0.002,0.002,7.86,8.05,0.0093,0.0009,0.002,0.002,0.8,,,,,4.0,0.75,,1.04,,,,,,,0.12,,0.15,1.6,,0.001,,0.001,1.4,,105.0,84.9,,81.4,7.5,,,21.5,11.8,,,,0.003,,0.003,0.01,0.01,0.2,10.8,0.02,0.023,4.14,0.82,,0.873,0.22,,0.72,,,0.025,0.116,0.2,,0.8,,
YT09AB0006,2024-07-15 13:31,42.4,6.7,,90.0,,0.092,,0.099,0.45,,0.46,25.2,,26.7,0.01,,0.01,0.001,,0.001,0.2,,0.2,,0.02,0.006,,0.005,14.8,,10.0,0.8,10.0,0.9,0.005,0.081,0.002,0.01,0.15,0.07,,0.26,0.005,,0.044,3.8,103.0,0.8,,0.54,,,,0.002,,,,0.11,,,0.012,,0.033,,,,,47.8,,,,,,,,4.8,,89.8,0.004,,0.042,0.02,,0.14,0.51,,0.58,,,2.6,,1.0,,3.76,1.55,,1.53,,,0.13,,0.32,0.001,,0.008,0.005,,0.05,0.03,,,9.63,0.002,0.002,7.94,8.07,0.0048,0.0007,0.002,0.002,0.6,,,,,2.0,0.75,,0.87,,,,,,,0.12,,0.1,1.5,,0.001,,0.001,1.1,,100.0,73.6,,74.9,8.1,,,23.0,14.5,,,,0.003,,0.003,0.01,0.01,0.06,3.5,0.02,0.021,1.25,0.774,,0.772,0.17,,0.35,,,0.008,0.038,0.2,,0.4,,
YT09AB0008,2005-06-09 15:12,43.0,,,126.0,,,,0.096,,,0.53,,,28.1,,,0.003,,,0.001,,,1.6,,0.05,,,0.015,,14.5,10.6,1.0,10.7,1.0,,,,,0.2,,,0.348,,,0.09,2.5,,,,0.56,,,,0.002,,,1.0,0.08,,,,,0.043,,,,,,46.8,,,,,,,,,159.0,,,0.08,,,0.076,,,0.5,,,,2.6,,,6.34,,,1.44,,,,,0.46,,,,,0.005,,0.04,0.05,,,,,7.54,,0.0135,,,,,0.8,,,,,,,0.85,,,,,,,,,0.12,,1.47,,,0.003,,1.0,99.0,,,75.6,6.4,,,21.0,12.5,,,,,,0.003,,,,,,,4.39,,,0.706,,,0.476,,,,,,,0.39,,
YT09AB0008,2005-07-19 11:50,39.5,,,85.1,,,,0.093,,,0.48,,,26.8,,,0.003,,,0.001,,,1.3,,0.05,,,0.011,,15.1,10.3,0.6,10.1,0.8,,,,,0.1,,,0.203,,,0.045,7.5,94.0,,,0.53,,,,0.004,,,4.0,0.13,,,,,0.035,,,,,,46.9,,,,,,,,,91.0,,,0.05,,,0.053,,,0.6,,,,2.3,,,4.48,,,1.54,,,,,0.33,,,,,0.005,,0.04,0.05,,9.3,,,7.57,,0.0053,,,,,0.8,,,,,,,0.84,,,,,,,,,0.11,,1.37,,,0.001,,1.1,88.0,,,72.2,6.3,,,15.9,15.2,,,,,,0.002,,,,,,,1.67,,,0.65,,,0.303,,,,,,,0.37,,
YT09AB0008,2005-08-16 11:38,39.5,,,70.9,,,,0.089,,,0.49,,,25.9,,,0.001,,,0.001,,,0.7,,0.05,,,0.006,,13.5,10.1,0.5,10.2,0.5,,,,,0.2,,,0.172,,,0.045,2.5,94.0,,,0.37,,,,0.003,,,5.0,0.07,,,,,0.032,,,,,,42.7,,,,,,,,,81.3,,,0.041,,,0.038,,,0.6,,,,2.2,,,4.03,,,1.47,,,,,0.28,,,,,0.005,,0.07,0.05,,10.0,,,7.62,,0.0055,,,,,0.7,,,,,,,0.84,,,,,,,,,0.11,,1.28,,,0.001,,1.1,89.0,,,70.3,6.4,,,17.5,15.5,,,,,,0.002,,,,,,,1.33,,,0.64,,,0.311,,,,,,,0.21,,
YT09AB0008,2005-09-19 15:40,39.5,,,47.7,,,,0.096,,,0.37,,,26.1,,,0.003,,,0.001,,,1.1,,0.05,,,0.008,,14.0,9.4,0.9,9.4,0.9,,,,,0.3,,,0.127,,,0.022,2.5,94.0,,,0.34,,,,0.002,,,1.0,0.06,,,,,0.024,,,,,,44.9,,,,,,,,,49.1,,,0.024,,,0.025,,,0.5,,,,2.4,,,2.83,,,1.45,,,,,0.2,,,,,0.005,,0.05,0.05,,9.7,,,7.7,7.8,0.0038,,,,,0.9,,,,,,,0.83,,,,,,,,,0.13,,1.31,,,0.004,,1.0,94.0,,,70.4,6.6,,,9.0,11.0,,,,,,0.003,,,,,,,0.75,,,0.614,,,0.212,,,,,,,0.17,,
YT09AB0008,2005-10-18 13:55,43.7,,,78.4,,,,0.099,,,0.44,,,28.3,,,0.002,,,0.001,,,1.3,,0.05,,,0.008,,15.3,10.1,1.0,10.4,0.9,,,,,0.6,,,0.202,,,0.043,2.5,101.0,,,0.43,,,,,,,1.0,,,,,,0.03,,,,,,49.5,,,,,,,,,84.8,,,0.04,,,,,,0.6,,,,2.8,,,4.82,,,1.46,,,,,0.28,,,,,0.005,,0.04,0.05,,10.3,,,7.73,7.7,0.0069,,,,,0.7,,,,,,,0.86,,,,,,,,,0.06,,1.4,,,0.001,,1.1,100.0,,,76.3,6.4,,,7.0,5.5,,,,,,0.002,,,,,,,3.34,,,0.672,,,0.287,,,,,,,0.32,,
YT09AB0008,2006-03-20 13:45,44.0,,,52.1,,,,0.105,,,0.43,,,29.5,,,0.002,,,0.001,,,1.8,,0.05,,,0.012,,16.2,10.2,0.7,10.0,0.7,,,,,0.3,,,0.146,,,0.024,2.5,101.0,,,0.4,,,,0.017,,,1.0,0.13,,,,,0.024,,,,,,52.4,,,,,,,,,53.0,,,0.028,,,0.038,,,0.7,,,,2.9,,,2.85,,,1.61,,,,,0.26,,,,,0.005,,0.05,0.05,,,,,7.77,7.6,0.0048,,,,,0.8,,,,,,,0.87,,,,,,,,,0.12,,1.53,,,,,1.2,109.0,,,78.8,,,,,0.5,,,,,,0.002,,,,,,,0.91,,,0.705,,,0.213,,,,,,,0.28,,
YT09AB0008,2006-04-18 15:30,47.8,,,179.0,,,,0.105,,,0.52,,,31.1,,,0.005,,,0.001,,,1.8,,0.05,,,0.013,,15.1,10.6,0.7,10.8,0.6,,,,,0.5,,,0.436,,,0.097,2.5,104.9,,,0.59,,,,0.014,,,1.0,0.15,,,,,0.059,,,,,,49.3,,,,,,,,,250.0,,,0.085,,,0.114,,,0.8,,,,2.8,,,8.96,,,1.54,,,,,0.56,,,,,0.005,,0.05,0.05,,,,,7.9,8.6,0.0096,,,,,0.8,,,,,,,0.92,,,,,,,,,0.11,,1.34,,,0.003,,1.2,103.0,,,77.8,7.6,,,,1.0,,,,,,0.003,,,,,,,4.12,,,0.772,,,0.567,,,,,,,0.81,,
YT09AB0008,2006-05-17 14:00,46.7,,,182.0,,,,0.096,,,0.51,,,30.4,,,0.004,,,0.003,,,2.0,,0.05,,,0.012,,15.5,10.9,0.7,11.1,1.0,,,,,0.3,,,0.456,,,0.137,2.5,108.0,,,0.72,,,,0.017,,,1.0,0.1,,,,,0.066,,,,,,50.6,,,,,,,,,275.0,,,0.133,,,0.137,,,0.7,,,,2.9,,,13.4,,,1.41,,,,,0.65,,,,,0.005,,0.06,0.05,,11.8,,,8.09,7.34,0.0151,,,,,0.7,,,,,,,0.94,,,,,,,,,0.13,,1.6,,,0.002,,1.2,104.0,,,82.5,6.5,,,,5.0,,,,,,0.003,,,,,,,6.57,,,0.762,,,0.633,,,,,,,0.88,,
YT09AB0008,2006-06-19 13:28,43.3,,,340.0,,,,0.099,,,0.6,,,32.2,,,0.01,,,0.003,,,1.7,,0.05,,,0.013,,14.8,9.9,1.2,9.9,1.0,,,,,0.2,,,0.711,,,0.163,2.5,99.0,,,0.8,,,,0.002,,,2.0,0.12,,,,,0.087,,,,,,47.9,,,,,,,,,334.0,,,0.182,,,0.165,,,0.7,,,,2.7,,,10.9,,,1.48,,,,,0.88,,,,,0.005,,0.04,0.05,,10.2,,,7.96,7.58,0.0162,,,,,0.7,,,,,,,1.04,,,,,,,,,0.12,,1.45,,,0.003,,1.1,96.0,,,78.9,6.4,,,16.0,13.0,,,,,,0.005,,,,,,,5.39,,,0.736,,,0.802,,,,,,,0.92,,
YT09AB0008,2006-07-19 14:19,39.6,,,130.0,,,,0.091,,,0.52,,,26.7,,,0.004,,,0.001,,,1.2,,0.05,,,0.01,,14.2,8.8,0.5,8.9,0.5,,,,,0.2,,,0.28,,,0.063,2.5,90.3,,,0.45,,,,0.002,,,1.0,0.16,,,,,0.047,,,,,,45.1,,,,,,,,,130.0,,,0.068,,,0.066,,,0.6,,,,2.4,,,5.33,,,1.51,,,,,0.37,,,,,0.005,,0.13,0.05,,9.9,,,8.03,8.1,0.008,,,,,0.8,,,,,,,0.87,,,,,,,,,0.12,,1.32,,,0.001,,1.0,93.0,,,75.3,6.9,,,22.5,16.2,,,,,,0.003,,,,,,,2.1,,,0.69,,,0.402,,,,,,,0.36,,
YT09AB0008,2006-08-07 12:25,39.5,,,50.9,,,,0.093,,,0.46,,,25.1,,,0.001,,,0.001,,,0.5,,0.07,,,0.011,,13.9,8.7,1.1,8.9,0.8,,,,,0.4,,,0.172,,,0.034,5.0,89.7,,,0.37,,,,0.003,,,,0.01,,,,,0.026,,,,,,44.8,,,,,,,,,71.9,,,0.034,,,0.035,,,0.6,,,,2.4,,,3.58,,,1.51,,,,,0.23,,,,,0.005,,0.03,,0.005,10.2,,,,7.9,0.0048,,,,,0.7,,,,,,,0.79,,,,,,,,,0.12,,1.26,,,0.001,,1.1,88.0,,,70.8,5.4,,,,13.0,,,,,,0.002,,,,,,,1.43,,,0.638,,,0.259,,,,,,,0.18,,
YT09AB0008,2006-09-18 14:00,43.3,,,48.0,,,,0.094,,,0.4,,,26.1,,,0.001,,,0.001,,,1.4,,0.05,,,0.01,,,9.0,0.5,9.1,0.5,,,,,0.2,,,0.124,,,0.029,5.0,90.1,,,0.36,,,,0.004,,,2.0,0.12,,,,,0.022,,,,,,40.9,,,,,,,,,55.0,,,0.034,,,0.06,,,0.6,,,,,,,2.69,,,1.52,,,,,0.2,,,,,0.006,,0.03,,,10.9,,,,7.8,0.0047,,,,,0.8,,,,,,,0.84,,,,,,,,,0.06,,,,,0.003,,,91.0,,,72.2,6.7,,,10.5,10.5,,,,,,0.002,,,,,,,0.6,,,0.639,,,0.223,,,,,,,0.26,,
YT09AB0008,2006-10-18 14:35,,,,52.5,,,,0.102,,,0.44,,,27.7,,,0.003,,,0.001,,,1.3,,0.05,,,0.007,,14.5,9.5,1.0,9.6,0.9,,,,,0.2,,,0.143,,,0.027,2.5,94.2,,,0.46,,,,0.002,,,1.0,0.09,,,,,0.024,,,,,,46.9,,,,,,,,,54.1,,,0.023,,,0.049,,,0.6,,,,2.6,,,2.92,,,1.54,,,,,0.3,,,,,0.005,,0.02,,,11.8,,,,7.7,0.0039,,,,,0.8,,,,,,,0.86,,,,,,,,,0.13,,1.28,,,0.001,,1.1,96.0,,,79.5,6.6,,,2.0,5.5,,,,,,0.001,,,,,,,,,,0.672,,,0.221,,,,,,,0.2,,
YT09AB0008,2006-12-11 14:13,44.9,,,117.0,,,,0.107,,,0.47,,,25.2,,,0.006,,,0.002,,,1.8,,0.05,,,0.031,,15.4,10.2,0.7,10.4,0.6,,,,,0.2,,,0.314,,,0.06,2.5,103.9,,,0.49,,,,0.005,,,1.0,0.12,,,,,0.038,,,,,,49.9,,,,,,,,,108.0,,,0.054,,,0.173,,,0.7,,,,2.8,,,4.04,,,1.49,,,,,0.4,,,,,0.005,,0.05,0.05,,12.0,,,,7.99,,,,,,0.8,,,,,,,0.91,,,,,,,,,0.11,,1.43,,,0.001,,1.2,100.0,,,80.8,7.3,,,-6.0,0.5,,,,,,,,,,,,,0.65,,,0.685,,,0.355,,,,,,,,,
YT09AB0008,2007-01-17 11:40,47.5,,,60.9,,,,0.115,,,0.38,,,30.9,,,0.002,,,0.002,,,1.9,,0.05,,,,,15.6,10.4,0.5,10.5,0.5,,,,,0.1,,,0.163,,,0.033,2.5,99.0,,,0.45,,,,0.002,,,1.0,0.1,,,,,0.026,,,,,,50.5,,,,,,,,,63.3,,,0.038,,,0.049,,,0.7,,,,2.8,,,3.04,,,1.54,,,,,0.27,,,,,0.005,,0.06,,,12.6,,,,7.6,0.0026,,,,,0.9,,,,,,,0.96,,,,,,,,,0.09,,1.37,,,0.001,,1.2,101.0,,,86.4,7.3,,,-8.0,0.0,,,,,,0.002,,,,,,,0.3,,,0.713,,,0.26,,,,,,,0.37,,
YT09AB0008,2007-02-14 13:10,48.2,,,151.0,,,,0.098,,,0.47,,,30.3,,,0.004,,,0.001,,,1.6,,0.05,,,0.011,,15.1,9.5,0.8,9.7,0.6,,,,,0.2,,,0.337,,,0.08,2.5,,,,0.5,,,,0.03,,,1.0,0.1,,,,,0.049,,,,,,48.6,,,,,,,,,160.0,,,0.089,,,0.078,,,0.6,,,,2.6,,,5.6,,,1.55,,,,,0.42,,,,,0.005,,0.05,,,11.8,,,,,0.0005,,,,,0.8,,,,,,,0.92,,,,,,,,,0.13,,1.43,,,0.001,,1.2,92.0,,,80.1,8.7,,,-11.0,0.0,,,,,,0.007,,,,,,,,,,0.716,,,0.434,,,,,,,0.56,,
YT09AB0008,2007-03-14 14:40,48.1,,,42.3,,,,0.098,,,0.42,,,27.6,,,0.001,,,0.001,,,1.6,,0.05,,,0.023,,14.6,9.8,0.6,9.8,0.7,,,,,0.2,,,0.131,,,0.028,2.5,98.7,,,0.41,,,,0.03,,,1.0,0.12,,,,,0.029,,,,,,47.4,,,,,,,,,46.4,,,0.025,,,0.084,,,0.6,,,,2.7,,,2.79,,,1.5,,,,,0.2,,,,,0.019,,0.05,,,11.6,,,,7.4,0.0005,,,,,0.8,,,,,,,0.8,,,,,,,,,0.14,,1.35,,,0.005,,1.1,98.0,,,79.1,9.2,,,-15.0,-0.1,,,,,,0.001,,,,,,,0.74,,,0.706,,,0.209,,,,,,,0.47,,
YT09AB0008,2007-03-27 11:10,44.0,,,35.3,,,,0.098,,,0.44,,,27.2,,,0.001,,,0.001,,,1.5,,0.05,,,0.004,,14.7,9.6,0.5,9.9,0.7,,,,,0.2,,,0.114,,,0.01,5.0,98.2,,,0.39,,,,0.025,,,1.0,0.1,,,,,0.022,,,,,,48.4,,,,,,,,,36.1,,,0.019,,,0.018,,,0.6,,,,2.9,,,2.5,,,1.52,,,,,0.17,,,,,0.005,,0.06,,,11.8,,,,7.2,0.0005,,,,,0.8,,,,,,,0.8,,,,,,,,,0.09,,1.5,,,0.001,,1.2,,,,80.0,6.9,,,-12.0,0.2,,,,,,0.001,,,,,,,0.62,,,0.702,,,0.188,,,,,,,0.4,,
YT09AB0008,2007-04-25 10:50,50.3,,,200.0,,,,0.102,,,0.47,,,30.3,,,0.007,,,0.001,,,1.6,,0.05,,,0.007,,15.0,9.9,0.5,9.9,0.5,,,,,0.2,,,0.424,,,0.102,5.0,103.8,,,0.63,,,,0.021,,,1.0,0.12,,,,,0.064,,,,,,50.3,,,,,,,,,247.0,,,0.099,,,0.105,,,0.7,,,,3.1,,,11.1,,,1.47,,,,,0.54,,,,,0.005,,0.04,,,11.8,,,,7.6,0.0129,,,,,0.9,,,,,,,0.94,,,,,,,,,0.1,,1.63,,,0.003,,1.3,104.0,,,79.5,7.4,,,5.0,1.2,,,,,,0.003,,,,,,,3.56,,,0.745,,,0.562,,,,,,,0.71,,
