DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY GRAN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,AMMONIA DISSOLVED,AMMONIA TOTAL,AMMONIA UNFILTERED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH DISSOLVED,BISMUTH TOTAL,BISMUTH TOTAL RECOVERABLE,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMINE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CERIUM TOTAL,CESIUM TOTAL,CHLORIDE DISSOLVED,CHLORIDE TOTAL,CHLOROPHYLL A EXTRACTABLE,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLIFORMS TOTAL,COLOUR APPARENT,COLOUR TRUE,COMPLEXED ALUMINUM,COMPLEXED COPPER,COMPLEXED IRON,COMPLEXED LEAD,COMPLEXED MANGANESE,COMPLEXED ZINC,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DISSOLVED NITROGEN NITRATE,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM TOTAL,GALLIUM TOTAL RECOVERABLE,GERMANIUM TOTAL,HAFNIUM TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM TOTAL,INDIUM TOTAL,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM DISSOLVED,LANTHANUM TOTAL,LANTHANUM TOTAL RECOVERABLE,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM DISSOLVED,LITHIUM TOTAL,LITHIUM TOTAL RECOVERABLE,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MERCURY SUSPENDED,MERCURY TOTAL,METHYL MERCURY,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NIOBIUM TOTAL,NITRITE AND NITRATE UNFILTERED,NITRITE/NITRATE,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED/UNFILTERED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,OXYGEN DISSOLVED % SATURATION (CALCD.),PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,POTASSIUM UNFILTERED,PRASEODYMIUM TOTAL,RUBIDIUM DISSOLVED,RUBIDIUM TOTAL,RUBIDIUM TOTAL RECOVERABLE,RUTHENIUM TOTAL,SAMARIUM TOTAL,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SIO2,SODIUM DISSOLVED,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM EXTRACTABLE/UNFILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SODIUM UNFILTERED,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE DISSOLVED,SULPHATE TOTAL,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM DISSOLVED,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TOTAL NITRATE,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE),TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,WATER DEPTH,YTTERBIUM TOTAL,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE,ZIRCONIUM TOTAL
2007-05-03 10:30:00,2007-AT0227-0041,PE01CB0143,78.9,79.9,41.1,73.0,,,,,,0.1,0.1,,,0.6,0.7,,,,190.6,,,,0.1,,,,,,,,,,,0.1,0.1,,,44.26,,,,,,1.1,19.5,2.4,,,,22.2,,,1.1,0.7,,,0.1,0.1,,,,5.0,,,,,,,,304.2,,0.5,0.5,,,7.47,,,,,,,,,,,,,,0.02,0.06,,,,,,0.1,0.1,,,,,,,4.49,,,,,14.2,15.1,,,,,,,0.1,,,,0.1,0.1,,,,,,,,7.51,7.82,,,12.89,110.4,,8.11,7.78,0.04,,,,1.31,,,,,,,,,,,,,,,,,,0.1,,,,,9.24,,,,,,2.1,315.0,,79.4,,,10.3,,,,,8.43,,,,,,,,,,,0.8,,,,,,1.2,4.4,,,,,3.4,3.2,,,,,,0.8,0.5,,,
2007-05-03 12:00:00,2007-AT0391-0001,NB01BR0006,2.17,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,21.3,,,,2.1,,,,,,,,,,,,257.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,5.28,,0.012,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,2.1,21.7,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-03 12:00:00,2007-AT0391-0002,NB01BR0114,6.58,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,,,,,,,10.7,,,,1.4,,,,,,,,,,,,100.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,6.78,,0.01,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,2.2,24.3,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-03 12:00:00,2007-AT0391-0003,NB01BR0008,6.43,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,,,,,,,12.9,,,,2.6,,,,,,,,,,,,122.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,6.68,,0.009,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,2.0,28.7,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-03 12:00:00,2007-AT0391-0004,NB01BR0087,4.68,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,,,,,,,16.4,,,,3.3,,,,,,,,,,,,153.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,6.29,,0.013,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,2.0,29.0,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-03 12:00:00,2007-AT0391-0005,NB01BR0112,8.68,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,,,,,,9.2,,,,1.4,,,,,,,,,,,,78.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,6.95,,0.011,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,2.1,28.2,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-07 12:00:00,2007-AT0087-0081,NS01ED0005,0.0,20.0,,133.5,,,,,,,0.1,,,,0.3,,,,4.1,,,,0.1,,,,,,,,,,,,0.1,,,0.8,,,,,,,0.8,8.0,,,,6.8,,,,0.4,,,,0.1,,,,84.0,,,,,,,,,,,0.5,,,0.01,,,,,,,,,,,,,,,0.15,,,,,,,0.4,,,,,,,0.47,,,,,,15.2,,,,,,,0.1,,,,,0.2,,,,,,,,0.18,,,,,,,4.91,,,,,,0.31,,,,,,,,,,,,,,,,,,0.1,,,,,3.92,,,,,,,36.1,,5.4,,,2.03,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,0.3,,,,,,,2.5,,,
2007-05-07 12:00:00,2007-AT0087-0082,NS01ED0111,1.25,20.0,,90.2,,,,,,,0.1,,,,0.1,,,,2.3,,,,0.1,,,,,,,,,,,,0.1,,,0.57,,,,,,,1.3,5.6,,,,3.8,,,,0.4,,,,0.1,,,,36.0,,,,,,,,,,,0.4,,,0.01,,,,,,,,,,,,,,,0.15,,,,,,,0.1,,,,,,,0.4,,,,,,23.1,,,,,,,0.1,,,,,0.4,,,,,,,,0.16,,,,,,,5.67,,,,,,0.28,,,,,,,,,,,,,,,,,,0.1,,,,,2.6,,,,,,,22.4,,3.8,,,1.36,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,0.1,,,,,,,1.6,,,
2007-05-07 12:00:00,2007-AT0087-0083,NS01ED0110,1.33,20.0,,83.6,,,,,,,0.1,,,,0.2,,,,2.2,,,,0.1,,,,,,,,,,,,0.1,,,0.62,,,,,,,1.9,5.6,,,,3.9,,,,0.4,,,,0.2,,,,47.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.15,,,,,,,0.2,,,,,,,0.42,,,,,,32.2,,,,,,,0.1,,,,,0.5,,,,,,,,0.15,,,,,,,5.61,,,,,,0.26,,,,,,,,,,,,,,,,,,0.1,,,,,2.77,,,,,,,24.0,,3.9,,,1.79,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,0.2,,,,,,,1.6,,,
2007-05-07 12:00:00,2007-AT0087-0084,NS01EE0014,0.2,20.0,,123.3,,,,,,,0.1,,,,0.3,,,,2.6,,,,0.1,,,,,,,,,,,,0.1,,,0.56,,,,,,,0.9,11.8,,,,3.1,,,,0.4,,,,0.1,,,,129.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.15,,,,,,,0.3,,,,,,,0.35,,,,,,11.8,,,,,,,0.1,,,,,0.1,,,,,,,,0.25,,,,,,,4.84,,,,,,0.41,,,,,,,,,,,,,,,,,,0.1,,,,,2.37,,,,,,,24.8,,4.2,,,1.7,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3,,,,,,,1.3,,,
2007-05-07 13:00:00,2007-AT0513-0076,NS01DC0001,15.57,20.0,,93.7,,,,,,,0.1,,,,0.6,,,,10.6,,,,0.1,,,,,,,,,,,,0.1,,,8.7,,,,,,,4.5,5.1,,,,13.0,,,,0.4,,,,0.1,,,,48.0,,,,,,,,96.3,,,0.4,,,0.34,,,,,,,,,,,,,,,0.34,,,,,,,0.2,,,,,,,1.54,,,,,,34.5,,,,,,,0.1,,,,,0.3,,,,,,,,0.57,,,,11.55,102.1,,7.17,6.84,0.021,,,,0.72,,,,,,,,,,,,,,,,,,0.1,,,,,7.47,,,,,,,98.7,,37.1,,,7.7,,,,9.24,,,,,,,,,,,,1.4,,,,,,,2.5,,,,,,0.6,,,,,,,1.6,,,
2007-05-07 14:50:00,2007-AT0513-0080,NS01DD0016,44.96,46.0,,70.7,,,,,,,0.1,,,,0.8,,,,24.3,,,,0.1,,,,,,,,,,,,0.1,,,30.33,,,,,,,12.1,4.5,,,,32.4,,,,0.4,,,,0.1,,,,26.0,,,,,,,,282.6,,,1.5,,,2.55,,,,,,,,,,,,,,,0.45,,,,,,,0.1,,,,,,,3.7,,,,,,47.3,,,,,,,1.5,,,,,0.5,,,,,,,,2.78,,,,13.68,125.5,,7.66,7.33,0.345,,,,2.23,,,,,,,,,,,,,,,,,,0.1,,,,,18.47,,,,,,,278.0,,120.6,,,27.9,,,,11.52,,,,,,,,,,,,1.8,,,,,,,16.3,,,,,,1.2,,,,,,,1.6,,,
2007-05-14 12:00:00,2007-AT0087-0088,NS01EE0014,0.31,20.0,,168.4,,,,,,,0.1,,,,0.4,,,,2.9,,,,0.1,,,,,,,,,,,,0.1,,,0.59,,,,,,,0.6,13.9,,,,3.2,,,,0.4,,,,0.1,,,,156.0,,,,,,,,,,,0.5,,,0.01,,,,,,,,,,,,,,,0.21,,,,,,,0.5,,,,,,,0.36,,,,,,15.6,,,,,,,0.1,,,,,0.2,,,,,,,,0.31,,,,,,,4.93,,,,,,0.45,,,,,,,,,,,,,,,,,,0.1,,,,,2.5,,,,,,,24.7,,4.5,,,1.5,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,0.4,,,,,,,1.9,,,
2007-05-14 12:00:00,2007-AT0087-0087,NS01ED0110,2.35,20.0,,145.1,,,,,,,0.1,,,,0.2,,,,2.7,,,,0.1,,,,,,,,,,,,0.1,,,0.75,,,,,,,2.8,9.0,,,,4.0,,,,0.4,,,,0.3,,,,87.0,,,,,,,,,,,0.4,,,0.01,,,,,,,,,,,,,,,0.35,,,,,,,0.4,,,,,,,0.48,,,,,,66.2,,,,,,,0.1,,,,,0.7,,,,,,,,0.26,,,,,,,5.76,,,,,,0.27,,,,,,,,,,,,,,,,,,0.1,,,,,3.0,,,,,,,25.4,,5.2,,,1.4,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,0.2,,,,,,,2.2,,,
2007-05-14 12:00:00,2007-AT0087-0085,NS01ED0005,0.0,20.0,,140.2,,,,,,,0.1,,,,0.3,,,,4.4,,,,0.1,,,,,,,,,,,,0.1,,,0.83,,,,,,,0.6,8.2,,,,7.0,,,,0.4,,,,0.1,,,,87.0,,,,,,,,,,,0.3,,,0.01,,,,,,,,,,,,,,,0.16,,,,,,,0.5,,,,,,,0.48,,,,,,15.8,,,,,,,0.1,,,,,0.2,,,,,,,,0.2,,,,,,,4.9,,,,,,0.32,,,,,,,,,,,,,,,,,,0.1,,,,,4.09,,,,,,,37.0,,5.5,,,2.0,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,0.4,,,,,,,2.0,,,
2007-05-14 12:00:00,2007-AT0087-0086,NS01ED0111,1.74,20.0,,179.0,,,,,,,0.1,,,,0.3,,,,2.6,,,,0.1,,,,,,,,,,,,0.1,,,0.65,,,,,,,1.4,9.6,,,,4.1,,,,0.4,,,,0.2,,,,79.0,,,,,,,,,,,0.3,,,0.01,,,,,,,,,,,,,,,0.44,,,,,,,0.2,,,,,,,0.44,,,,,,39.8,,,,,,,0.1,,,,,0.6,,,,,,,,0.33,,,,,,,5.77,,,,,,0.3,,,,,,,,,,,,,,,,,,0.1,,,,,2.8,,,,,,,23.4,,4.4,,,0.8,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.2,,,,,,,2.1,,,
2007-05-15 12:00:00,2007-AT0244-0036,NS01ED0083,0.24,20.0,,232.2,,,,,,,0.1,,,,0.1,,,,4.7,,,,0.1,,,,,,,,,,,,0.1,,,0.45,,,,,,,0.5,6.6,,,,4.5,,,,0.4,,,,0.1,,,,61.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.14,,,,,,,0.4,,,,,,,0.38,,,,,,19.6,,,,,,,0.1,,,,,0.1,,,,,,,,0.2,,,,,,,5.13,,0.006,,,,0.25,,,,,,,,,,,,,,,,,,0.1,,,,,2.83,,,,,,,25.7,,5.1,,,1.7,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,0.2,,,,,,,1.5,,,
2007-05-15 12:00:00,2007-AT0244-0035,NS01ED0086,0.0,20.0,,165.2,,,,,,,0.1,,,,0.2,,,,3.8,,,,0.1,,,,,,,,,,,,0.1,,,0.52,,,,,,,0.5,8.9,,,,5.2,,,,0.4,,,,0.1,,,,87.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.12,,,,,,,0.4,,,,,,,0.37,,,,,,16.5,,,,,,,0.1,,,,,0.2,,,,,,,,0.2,,,,,,,4.69,,0.007,,,,0.26,,,,,,,,,,,,,,,,,,0.1,,,,,3.11,,,,,,,32.7,,5.2,,,1.7,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,0.3,,,,,,,1.7,,,
2007-05-15 12:00:00,2007-AT0244-0032,NS01ED0047,0.0,20.0,,163.2,,,,,,,0.1,,,,0.3,,,,3.5,,,,0.1,,,,,,,,,,,,0.1,,,0.61,,,,,,,0.6,8.7,,,,5.5,,,,0.4,,,,0.2,,,,90.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.18,,,,,,,0.4,,,,,,,0.42,,,,,,25.3,,,,,,,0.1,,,,,0.2,,,,,,,,0.21,,,,,,,4.82,,0.01,,,,0.26,,,,,,,,,,,,,,,,,,0.1,,,,,3.28,,,,,,,32.3,,5.0,,,1.9,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3,,,,,,,1.7,,,
2007-05-15 12:00:00,2007-AT0244-0029,NS01ED0076,1.1,20.0,,70.3,,,,,,,0.1,,,,0.7,,,,1.8,,,,0.1,,,,,,,,,,,,0.1,,,0.82,,,,,,,0.6,5.6,,,,6.2,,,,0.4,,,,0.1,,,,39.0,,,,,,,,,,,0.3,,,0.01,,,,,,,,,,,,,,,0.13,,,,,,,0.2,,,,,,,0.45,,,,,,58.9,,,,,,,0.1,,,,,0.3,,,,,,,,0.18,,,,,,,5.88,,0.01,,,,0.24,,,,,,,,,,,,,,,,,,0.1,,,,,3.91,,,,,,,31.9,,5.8,,,1.9,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,0.1,,,,,,,1.3,,,
2007-05-15 12:00:00,2007-AT0244-0026,NS01ED0078,0.16,20.0,,109.2,,,,,,,0.1,,,,0.4,,,,3.8,,,,0.1,,,,,,,,,,,,0.1,,,0.36,,,,,,3.4,0.5,4.3,,,,3.7,,,,0.4,,,,0.1,,,,22.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.05,,,,,,,0.1,,,,,,,0.31,,,,,,17.2,,,1.7,,,,0.1,,,,,0.2,,,,,,,,0.16,0.13,,,,,,5.39,,0.005,,,,0.21,,,,,,,,,,,,,,,,,,0.1,,,,,2.45,,,,,,,20.5,,4.0,,,1.4,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,0.1,,,,,,,1.8,,,
2007-05-15 12:00:00,2007-AT0244-0024,NS01ED0007,0.0,20.0,,162.8,,,,,,,0.1,,,,0.3,,,,3.5,,,,0.1,,,,,,,,,,,,0.1,,,0.62,,,,,,7.7,0.5,8.5,,,,5.5,,,,0.4,,,,0.2,,,,90.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.18,,,,,,,0.4,,,,,,,0.42,,,,,,26.1,,,3.7,,,,0.1,,,,,0.3,,,,,,,,0.2,0.18,,,,,,4.81,,0.011,,,,0.26,,,,,,,,,,,,,,,,,,0.1,,,,,3.29,,,,,,,32.5,,5.3,,,1.9,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,0.3,,,,,,,1.9,,,
2007-05-15 12:00:00,2007-AT0244-0023,NS01ED0004,0.0,20.0,,161.0,,,,,,,0.1,,,,0.4,,,,4.3,,,,0.1,,,,,,,,,,,,0.1,,,0.35,,,,,,5.1,0.5,5.1,,,,3.7,,,,0.4,,,,0.1,,,,40.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.11,,,,,,,0.2,,,,,,,0.31,,,,,,25.7,,,2.3,,,,0.1,,,,,0.2,,,,,,,,0.18,0.15,,,,,,5.12,,0.008,,,,0.22,,,,,,,,,,,,,,,,,,0.1,,,,,2.48,,,,,,,22.1,,3.9,,,1.4,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,0.1,,,,,,,2.3,,,
2007-05-15 12:00:00,2007-AT0244-0022,NS01ED0095,1.27,20.0,,73.8,,,,,,,0.2,,,,0.5,,,,4.0,,,,0.1,,,,,,,,,,,,0.1,,,0.62,,,,,,3.2,0.6,4.0,,,,3.8,,,,0.4,,,,0.1,,,,18.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.02,,,,,,,0.1,,,,,,,0.35,,,,,,4.0,,,1.5,,,,0.1,,,,,0.3,,,,,,,,0.15,0.11,,,,,,6.13,,0.006,,,,0.23,,,,,,,,,,,,,,,,,,0.1,,,,,2.58,,,,,,,21.8,,6.7,,,1.6,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,0.1,,,,,,,0.9,,,
2007-05-15 12:00:00,2007-AT0244-0025,NS01ED0048,0.0,20.0,,169.5,,,,,,,0.1,,,,0.3,,,,3.7,,,,0.1,,,,,,,,,,,,0.1,,,0.61,,,,,,7.1,0.5,8.7,,,,5.4,,,,0.4,,,,0.2,,,,92.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.18,,,,,,,0.4,,,,,,,0.42,,,,,,26.3,,,3.7,,,,0.1,,,,,0.2,,,,,,,,0.22,0.19,,,,,,4.77,,0.011,,,,0.26,,,,,,,,,,,,,,,,,,0.1,,,,,3.25,,,,,,,32.3,,5.3,,,1.9,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,0.3,,,,,,,1.6,,,
2007-05-15 12:00:00,2007-AT0244-0020,NS01ED0075,0.0,20.0,,295.2,,,,,,,0.1,,,,0.2,,,,4.1,,,,0.1,,,,,,,,,,,,0.1,,,0.38,,,,,,7.5,0.5,8.9,,,,4.2,,,,0.4,,,,0.1,,,,88.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.16,,,,,,,0.5,,,,,,,0.36,,,,,,16.8,,,3.6,,,,0.1,,,,,0.2,,,,,,,,0.23,0.21,,,,,,4.66,,0.007,,,,0.26,,,,,,,,,,,,,,,,,,0.1,,,,,2.74,,,,,,,29.1,,4.2,,,1.7,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,0.3,,,,,,,2.2,,,
2007-05-15 12:00:00,2007-AT0244-0021,NS01ED0067,0.31,20.0,,101.7,,,,,,,0.1,,,,0.4,,,,3.4,,,,0.1,,,,,,,,,,,,0.1,,,0.5,,,,,,4.4,0.5,5.3,,,,3.8,,,,0.4,,,,0.1,,,,34.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.04,,,,,,,0.2,,,,,,,0.35,,,,,,19.8,,,1.3,,,,0.1,,,,,0.1,,,,,,,,0.18,0.18,,,,,,5.45,,0.009,,,,0.23,,,,,,,,,,,,,,,,,,0.1,,,,,2.48,,,,,,,21.7,,5.3,,,1.7,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,0.2,,,,,,,1.3,,,
2007-05-15 12:00:00,2007-AT0244-0013,NS01ED0070,0.0,20.0,,149.8,,,,,,,0.1,,,,0.3,,,,4.1,,,,0.1,,,,,,,,,,,,0.1,,,0.66,,,,,,6.5,0.5,7.4,,,,6.2,,,,0.4,,,,0.1,,,,70.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,0.42,,,,,,20.2,,,2.8,,,,0.1,,,,,0.1,,,,,,,,0.18,0.16,,,,,,4.92,,0.008,,,,0.31,,,,,,,,,,,,,,,,,,0.1,,,,,3.76,,,,,,,33.1,,5.3,,,1.8,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,0.3,,,,,,,1.5,,,
2007-05-15 12:00:00,2007-AT0244-0014,NS01ED0085,0.0,20.0,,162.6,,,,,,,0.1,,,,0.2,,,,4.0,,,,0.1,,,,,,,,,,,,0.1,,,0.58,,,,,,6.3,0.5,7.9,,,,5.5,,,,0.4,,,,0.1,,,,78.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.11,,,,,,,0.3,,,,,,,0.41,,,,,,18.8,,,3.1,,,,0.1,,,,,0.1,,,,,,,,0.21,0.17,,,,,,4.78,,0.008,,,,0.3,,,,,,,,,,,,,,,,,,0.1,,,,,3.3,,,,,,,31.5,,5.2,,,1.8,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,0.3,,,,,,,1.6,,,
2007-05-15 12:00:00,2007-AT0244-0016,NS01ED0080,0.0,20.0,,176.1,,,,,,,0.1,,,,0.2,,,,2.6,,,,0.1,,,,,,,,,,,,0.1,,,0.32,,,,,,11.1,0.5,12.2,,,,4.6,,,,0.4,,,,0.1,,,,127.0,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,,,0.1,,,,,,,0.5,,,,,,,0.32,,,,,,5.4,,,5.3,,,,0.1,,,,,0.1,,,,,,,,0.28,0.24,,,,,,4.23,,0.013,,,,0.28,,,,,,,,,,,,,,,,,,0.1,,,,,2.63,,,,,,,41.5,,3.4,,,1.9,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.4,,,,,,,2.1,,,
